,0,1,2,3,4
240,4,11.59,-1.92,2490.234,-527.872
241,-3.5,5.74,-0.88,2514.648,791.807
242,1.07,-14.14,5.95,2514.648,791.807
243,2.47,-7.19,1.19,2500,0
244,2.72,15.61,-2.65,2509.766,527.872
245,-11.92,8.97,-5.09,2504.883,263.936
246,-1.49,-14.51,2.53,2524.414,1319.679
247,5.83,0.13,0.64,2524.414,1319.679
248,9.18,8.6,1.01,2504.883,263.936
249,-3.14,6.29,-0.4,2504.883,263.936
250,-5.27,-2.68,1.43,2509.766,527.872
251,-0.39,16.1,-1.98,2490.234,-527.872
252,6.86,11.41,-1.01,2514.648,791.807
253,13.14,9.33,2.35,2514.648,791.807
254,6.8,18.36,-3.93,2509.766,527.872
255,2.29,14.46,-2.29,2504.883,263.936
256,9.06,-0.67,3.26,2509.766,527.872
257,9.43,4.21,0.21,2490.234,-527.872
258,7.96,1.83,-0.34,2514.648,791.807
259,-1.92,12.38,-1.25,2519.531,1055.743
260,-2.89,4.33,-0.52,2504.883,263.936
261,-2.89,-12.07,3.93,2509.766,527.872
262,-6.67,-4.26,-2.65,2514.648,791.807
263,7.41,1.04,-0.21,2500,0
264,3.57,14.46,-3.45,2480.469,-1055.743
265,13.51,10.31,3.02,2519.531,1055.743
266,-5.39,5.43,-1.37,2500,0
267,-2.1,-12.37,2.9,2514.648,791.807
268,-8.14,-11.7,-1.01,2490.234,-527.872
269,4.12,-4.87,0.03,2514.648,791.807
270,6.13,7.69,-2.04,2509.766,527.872
271,5.34,18.05,-1.86,2514.648,791.807
272,-6.43,4.09,-0.03,2495.117,-263.936
273,-15.7,-5.85,-0.88,2504.883,263.936
274,-7.28,-12.31,1.49,2514.648,791.807
275,-4.96,-6.89,1.62,2495.117,-263.936
276,2.41,3.05,0.64,2529.297,1583.615
277,-2.46,1.71,0.95,2495.117,-263.936
278,-1,5.86,-1.31,2519.531,1055.743
279,2.72,-0.18,1.01,2534.18,1847.551
280,5.46,7.26,-0.15,2524.414,1319.679
281,-0.94,4.7,-1.25,2514.648,791.807
282,5.89,-14.99,8.99,2519.531,1055.743
283,-6.49,-15.73,2.9,2529.297,1583.615
284,9.18,-2.01,0.7,2509.766,527.872
285,8.88,9.15,-2.1,2504.883,263.936
286,0.77,13.97,-3.2,2490.234,-527.872
287,-5.39,4.82,-0.7,2500,0
288,10.4,-1.34,4.42,2534.18,1847.551
289,-5.21,4.21,-1.31,2495.117,-263.936
290,-4.96,-6.64,1.49,2490.234,-527.872
291,-0.64,-4.08,2.41,2504.883,263.936
292,1.56,5.92,-0.21,2504.883,263.936
293,6.32,12.02,-1.43,2504.883,263.936
294,1.25,-4.87,-0.7,2519.531,1055.743
295,0.95,-7.37,0.21,2480.469,-1055.743
296,-1.06,-7.74,0.34,2529.297,1583.615
297,-6.12,-13.9,1.49,2529.297,1583.615
298,0.58,-15.48,0.95,2485.352,-791.807
299,3.75,-14.63,3.93,2485.352,-791.807
300,1.62,-7.86,1.55,2500,0
301,4.79,-3.71,1.68,2509.766,527.872
302,-4.42,12.69,-6.37,2519.531,1055.743
303,5.65,4.7,-2.16,2539.062,2111.487
304,4.49,-3.9,1.49,2490.234,-527.872
305,-20.21,-14.08,-2.23,2504.883,263.936
306,-6.25,-6.34,1.62,2485.352,-791.807
307,1.38,-7.19,-0.27,2514.648,791.807
308,5.89,3.42,-1.37,2524.414,1319.679
309,1.07,17.5,-4.54,2509.766,527.872
310,-2.22,4.88,0.82,2514.648,791.807
311,-16.18,-0.6,-1.43,2490.234,-527.872
312,-8.01,-15.54,2.9,2524.414,1319.679
313,2.11,-8.78,2.16,2495.117,-263.936
314,14.36,3.24,0.82,2509.766,527.872
315,9.3,7.02,-1.98,2514.648,791.807
316,1.99,11.35,-1.13,2500,0
317,-2.1,10.49,-0.76,2534.18,1847.551
318,1.19,11.71,-0.82,2519.531,1055.743
319,-5.27,1.9,-3.81,2514.648,791.807
320,3.57,-6.76,1.19,2529.297,1583.615
321,1.25,16.41,-3.57,2504.883,263.936
322,-13.44,3.3,-4.05,2509.766,527.872
323,-2.1,-14.75,2.16,2509.766,527.872
324,2.9,-3.23,-0.21,2514.648,791.807
325,10.52,6.77,1.07,2504.883,263.936
326,3.27,4.88,-1.01,2514.648,791.807
327,2.84,4.76,-2.65,2495.117,-263.936
328,16.25,3.24,3.26,2519.531,1055.743
329,-0.45,15.13,-2.9,2514.648,791.807
330,-2.65,-0.73,1.13,2519.531,1055.743
331,-1.43,-12.25,3.02,2500,0
332,6.13,-5.79,1.62,2500,0
333,4.43,11.53,-1.49,2480.469,-1055.743
334,-2.89,11.71,-4.36,2500,0
335,8.21,4.03,-0.4,2509.766,527.872
336,5.4,4.7,-3.2,2534.18,1847.551
337,-2.1,-12.13,2.47,2519.531,1055.743
338,-5.15,-14.57,2.59,2519.531,1055.743
339,-8.07,-13.29,3.08,2504.883,263.936
340,-7.34,5.68,-1.31,2524.414,1319.679
341,1.19,14.7,-1.92,2509.766,527.872
342,-3.5,13.18,-2.9,2504.883,263.936
343,2.6,0.31,2.41,2514.648,791.807
344,2.41,9.58,0.09,2504.883,263.936
345,-7.22,8.97,-4.12,2524.414,1319.679
346,-0.7,8.42,-0.52,2524.414,1319.679
347,-2.28,9.03,-2.04,2519.531,1055.743
348,12.41,4.76,2.16,2519.531,1055.743
349,3.33,10.74,-1.86,2490.234,-527.872
350,6.44,12.2,-2.1,2509.766,527.872
351,-2.16,14.21,-4.97,2514.648,791.807
352,2.17,15.98,-4.12,2465.82,-1847.551
353,1.8,8.42,-0.64,2539.062,2111.487
354,-3.14,7.69,-0.34,2509.766,527.872
355,1.99,12.75,-1.07,2504.883,263.936
356,-2.53,14.76,-4.36,2504.883,263.936
357,-2.22,5.07,-2.77,2495.117,-263.936
358,-7.28,-9.39,1.13,2509.766,527.872
359,-7.46,-2.13,0.46,2514.648,791.807
360,-14.96,7.38,-4.97,2500,0
361,-3.38,7.02,-1.98,2509.766,527.872
362,-4.11,-3.1,1.8,2524.414,1319.679
363,-6.31,-14.69,3.08,2519.531,1055.743
364,-0.82,-13.41,1.19,2495.117,-263.936
365,-2.59,-6.82,-0.95,2519.531,1055.743
366,-8.2,-15.67,1.92,2500,0
367,-4.78,-11.64,3.51,2519.531,1055.743
368,-2.53,-6.15,1.92,2514.648,791.807
369,-6.49,7.93,-1.37,2509.766,527.872
370,-3.14,11.65,-2.71,2504.883,263.936
371,-0.03,-13.9,5.82,2485.352,-791.807
372,-10.33,-3.78,-0.46,2519.531,1055.743
373,-6.43,-10.42,3.14,2500,0
374,7.23,-16.03,3.51,2524.414,1319.679
375,-4.96,-16.03,2.04,2529.297,1583.615
376,-6.06,-14.81,3.93,2509.766,527.872
377,-13.01,2.69,-2.71,2495.117,-263.936
378,-7.28,3.05,-0.34,2509.766,527.872
379,3.02,14.27,-1.25,2519.531,1055.743
380,-6.85,9.76,-6.49,2509.766,527.872
381,6.74,13.11,-2.41,2485.352,-791.807
382,-1.79,12.32,-2.53,2509.766,527.872
383,-4.84,-8.84,3.32,2514.648,791.807
384,-4.96,-13.78,2.53,2524.414,1319.679
385,-1.18,-12.01,2.04,2485.352,-791.807
386,-14.96,15.55,-5.4,2534.18,1847.551
387,2.23,18.79,-3.87,2509.766,527.872
388,11.01,4.52,-0.82,2514.648,791.807
389,14.91,5.37,4.3,2514.648,791.807
390,4.55,12.57,-2.77,2490.234,-527.872
391,-2.46,6.96,-1.25,2495.117,-263.936
392,-7.16,-11.58,1.43,2495.117,-263.936
393,-1.37,-14.32,1.86,2504.883,263.936
394,8.27,10.61,-3.26,2495.117,-263.936
395,7.84,12.87,-0.34,2509.766,527.872
396,7.23,-3.17,0.4,2509.766,527.872
397,-15.76,-5.06,-3.14,2504.883,263.936
398,3.39,-15.18,5.34,2504.883,263.936
399,8.69,6.47,-1.31,2509.766,527.872
400,12.72,3.91,3.38,2495.117,-263.936
401,6.62,0,0.76,2495.117,-263.936
402,-0.33,-14.75,2.84,2514.648,791.807
403,-0.33,0.55,-1.37,2500,0
404,4.43,1.59,-1.13,2524.414,1319.679
405,3.69,17.63,-2.23,2514.648,791.807
406,4.61,8.91,1.43,2519.531,1055.743
407,0.65,16.71,-4.12,2519.531,1055.743
408,6.25,7.08,-2.96,2519.531,1055.743
409,23.63,-2.62,5.15,2534.18,1847.551
410,10.34,11.71,-0.7,2514.648,791.807
411,-2.04,12.5,-2.16,2514.648,791.807
412,-18.07,8.42,-4.42,2514.648,791.807
413,-5.15,-11.58,3.26,2524.414,1319.679
414,-1.98,-13.96,1.49,2500,0
415,0.4,-15.73,1.49,2504.883,263.936
416,2.41,-12.74,2.23,2509.766,527.872
417,11.5,-2.92,0.88,2514.648,791.807
418,6.25,8.85,-0.82,2509.766,527.872
419,5.95,11.9,-2.65,2504.883,263.936
420,10.89,12.44,-0.21,2485.352,-791.807
421,6.68,-5.54,2.59,2524.414,1319.679
422,-1.31,-16.95,3.2,2539.062,2111.487
423,-13.26,20.49,-8.99,2529.297,1583.615
424,1.44,-8.84,1.62,2480.469,-1055.743
425,-4.72,-4.51,2.04,2490.234,-527.872
426,-8.2,5.92,-1.86,2534.18,1847.551
427,0.77,8.18,-2.35,2509.766,527.872
428,6.38,-6.58,1.74,2514.648,791.807
429,4.18,-9.69,3.38,2524.414,1319.679
430,4.12,1.35,-0.95,2519.531,1055.743
431,5.34,14.09,-2.65,2519.531,1055.743
432,-5.57,11.71,-2.35,2563.477,3431.166
433,-5.45,1.29,-0.76,2500,0
434,5.34,-12.56,4.91,2519.531,1055.743
435,6.07,-10.97,3.81,2509.766,527.872
436,6.19,0.25,-0.27,2524.414,1319.679
437,1.44,13.24,-1.37,2504.883,263.936
438,-15.76,5.68,-3.08,2504.883,263.936
439,-3.99,-14.39,2.04,2524.414,1319.679
440,6.25,-8.59,1.62,2514.648,791.807
441,-0.45,0,-0.88,2509.766,527.872
442,3.33,17.63,-3.32,2500,0
443,4.67,5.74,0.09,2514.648,791.807
444,-6.55,0.19,-0.03,2490.234,-527.872
445,-2.59,-16.82,3.2,2519.531,1055.743
446,-7.65,-6.7,-0.21,2509.766,527.872
447,4.85,0.8,0.15,2529.297,1583.615
448,0.4,15.86,-1.86,2504.883,263.936
449,3.82,7.26,1.13,2534.18,1847.551
450,0.1,7.08,-0.82,2509.766,527.872
451,-3.38,-3.59,2.23,2500,0
452,-5.82,-4.39,0.95,2529.297,1583.615
453,-4.66,-4.63,0.7,2509.766,527.872
454,-7.95,2.38,-0.7,2509.766,527.872
455,-5.15,6.71,-1.98,2548.828,2639.358
456,1.99,15.31,-1.74,2524.414,1319.679
457,2.78,-9.63,-0.15,2504.883,263.936
458,3.39,-8.23,3.26,2495.117,-263.936
459,2.29,15,-3.38,2509.766,527.872
460,-0.57,-12.49,1.86,2504.883,263.936
461,-9.35,-7.31,0.34,2509.766,527.872
462,-6.25,-6.58,2.65,2504.883,263.936
463,0.65,13.54,-1.86,2509.766,527.872
464,-2.65,-7.37,1.92,2519.531,1055.743
465,-5.64,-9.26,1.92,2470.703,-1583.615
466,6.25,16.1,-2.47,2514.648,791.807
467,-19.6,-6.21,-1.37,2529.297,1583.615
468,-1.43,12.81,-3.45,2500,0
469,7.78,3.6,-0.4,2504.883,263.936
470,-9.23,-8.41,0.95,2504.883,263.936
471,2.11,13.72,-1.07,2524.414,1319.679
472,4,-7.01,2.35,2514.648,791.807
473,-3.93,3.36,-1.55,2504.883,263.936
474,-3.62,-0.06,0.34,2500,0
475,-4.66,-11.15,3.57,2500,0
476,-4.96,-16.4,4.85,2524.414,1319.679
477,-0.27,-9.26,0.76,2504.883,263.936
478,7.17,7.44,-1.8,2500,0
479,6.56,19.39,-2.9,2509.766,527.872
480,1.38,11.04,-2.65,2524.414,1319.679
481,-13.07,-8.1,1.37,2519.531,1055.743
482,-4.48,-17.62,2.71,2509.766,527.872
483,3.75,-0.67,-0.76,2519.531,1055.743
484,-5.45,16.1,-6.62,2509.766,527.872
485,7.17,14.09,-4.12,2485.352,-791.807
486,8.69,-0.18,0.4,2514.648,791.807
487,-1.06,-9.45,0.64,2500,0
488,-4.11,-15.12,3.87,2519.531,1055.743
489,-4.66,2.63,0.76,2495.117,-263.936
490,-0.21,13.11,0.27,2504.883,263.936
491,5.04,12.32,-0.95,2509.766,527.872
492,2.84,13.05,-2.71,2509.766,527.872
493,11.93,8.79,0.34,2514.648,791.807
494,2.72,14.21,-2.59,2500,0
495,-1.43,14.88,-3.14,2519.531,1055.743
496,10.89,5.49,1.86,2534.18,1847.551
497,-1.79,13.42,-2.84,2500,0
498,-2.53,8.11,-1.55,2543.945,2375.422
499,14.06,-0.91,5.88,2539.062,2111.487
500,-3.07,-3.71,2.16,2500,0
501,-6.73,-13.47,1.37,2480.469,-1055.743
502,-6.98,-22.98,3.26,2504.883,263.936
503,-5.51,-15.06,0.15,2514.648,791.807
504,-7.65,-12.98,0.21,2509.766,527.872
505,-9.66,-17.92,3.45,2514.648,791.807
506,-3.26,-13.71,5.03,2500,0
507,-3.32,-5,-1.55,2509.766,527.872
508,3.75,-2.19,-0.27,2519.531,1055.743
509,6.99,12.08,-2.9,2504.883,263.936
510,4.3,15.55,-1.13,2500,0
511,3.69,15.25,-1.37,2500,0
512,5.52,9.27,-3.2,2509.766,527.872
513,12.6,0,4.79,2514.648,791.807
514,1.62,-4.57,1.49,2495.117,-263.936
515,4.91,5.13,-2.96,2514.648,791.807
516,13.57,3.66,2.9,2514.648,791.807
517,0.28,14.82,-3.69,2504.883,263.936
518,-4.48,11.47,-1.8,2504.883,263.936
519,4.73,5.43,0.09,2548.828,2639.358
520,3.27,11.47,-1.19,2509.766,527.872
521,-0.88,13.66,-2.59,2529.297,1583.615
522,0.4,17.26,-5.82,2509.766,527.872
523,4.79,11.16,-3.99,2495.117,-263.936
524,3.27,10.98,-3.14,2500,0
525,4.06,-8.84,2.29,2495.117,-263.936
526,-2.83,-13.41,1.92,2500,0
527,-5.09,-8.53,2.84,2500,0
528,0.16,14.64,-2.04,2519.531,1055.743
529,-0.57,9.7,-1.13,2529.297,1583.615
530,-4.29,12.75,-3.81,2500,0
531,5.04,8.3,-1.98,2504.883,263.936
532,6.38,-4.63,1.31,2514.648,791.807
533,-2.95,-11.64,-0.09,2519.531,1055.743
534,-2.04,-13.96,1.19,2514.648,791.807
535,3.63,11.16,-4.36,2504.883,263.936
536,-11.49,8.54,-2.16,2514.648,791.807
537,-7.46,-16.03,2.9,2495.117,-263.936
538,6.44,4.46,-1.86,2519.531,1055.743
539,1.86,6.16,1.49,2490.234,-527.872
540,-5.15,-18.1,3.63,2539.062,2111.487
541,5.58,-0.97,-1.13,2495.117,-263.936
542,11.19,8.48,1.07,2514.648,791.807
543,-8.14,-2.19,-1.01,2504.883,263.936
544,3.27,-9.45,1.49,2480.469,-1055.743
545,5.34,6.65,-1.13,2500,0
546,-2.95,10.55,-1.68,2500,0
547,-0.76,-13.29,1.49,2504.883,263.936
548,1.32,0.74,-0.21,2495.117,-263.936
549,-0.57,11.41,-1.31,2524.414,1319.679
550,-3.81,-18.04,3.99,2514.648,791.807
551,5.89,-6.76,2.16,2509.766,527.872
552,-1.79,15.49,-2.41,2504.883,263.936
553,6.38,-15.12,7.16,2509.766,527.872
554,0.58,-13.17,1.68,2504.883,263.936
555,0.34,15.8,-3.69,2490.234,-527.872
556,-7.34,3.72,-0.34,2490.234,-527.872
557,-4.42,-13.71,0.46,2495.117,-263.936
558,3.21,11.71,-2.59,2500,0
559,-6.79,7.08,-1.37,2495.117,-263.936
560,-2.53,-17.01,2.35,2490.234,-527.872
561,-2.46,14.27,-6.01,2514.648,791.807
562,3.33,17.99,-2.9,2500,0
563,-6.67,0.61,0.7,2485.352,-791.807
564,-11.18,-15.79,2.53,2519.531,1055.743
565,-7.1,-13.65,3.81,2514.648,791.807
566,-5.03,0.43,1.07,2519.531,1055.743
567,1.86,-1.82,2.65,2548.828,2639.358
568,5.46,2.87,-0.7,2500,0
569,0.22,-10.97,1.31,2500,0
570,-7.53,-10.85,2.59,2504.883,263.936
571,4.3,14.39,-2.71,2504.883,263.936
572,6.8,6.59,-2.35,2485.352,-791.807
573,-3.14,-15.54,2.9,2500,0
