,0,1,2,3,4
1297,-2.1,13.97,-3.93,2504.883,263.936
1298,-4.84,-5.3,1.19,2495.117,-263.936
1299,0.22,-16.28,3.87,2509.766,527.872
1300,7.17,-7.01,0.58,2504.883,263.936
1301,-11.31,24.76,-7.47,2524.414,1319.679
1302,-8.62,10.19,-2.65,2500,0
1303,-3.38,-13.9,2.23,2519.531,1055.743
1304,5.58,-17.56,5.88,2519.531,1055.743
1305,8.08,1.83,-1.37,2490.234,-527.872
1306,-6.12,15.61,-4.18,2529.297,1583.615
1307,-8.14,10.74,-2.35,2509.766,527.872
1308,7.35,-17.49,4.42,2500,0
1309,3.27,-2.92,0.09,2500,0
1310,8.88,1.04,-0.88,2500,0
1311,-6.31,16.22,-5.03,2519.531,1055.743
1312,-4.35,3.48,-0.03,2490.234,-527.872
1313,-2.04,-15.24,3.81,2504.883,263.936
1314,11.93,-14.57,5.95,2534.18,1847.551
1315,9.18,-4.32,1.19,2529.297,1583.615
1316,-0.7,14.46,-2.77,2524.414,1319.679
1317,-7.46,16.83,-2.59,2519.531,1055.743
1318,-5.88,-8.35,1.92,2500,0
1319,4.12,-16.34,5.34,2514.648,791.807
1320,7.6,-13.78,3.69,2519.531,1055.743
1321,6.93,3.36,-0.52,2485.352,-791.807
1322,-4.11,15.74,-5.21,2490.234,-527.872
1323,-2.71,15.86,-2.53,2500,0
1324,0.4,5.61,1.49,2514.648,791.807
1325,-2.83,13.11,-2.59,2504.883,263.936
1326,-7.22,5.25,-0.95,2504.883,263.936
1327,-2.46,8.97,-2.1,2509.766,527.872
1328,-8.2,-1.7,1.25,2504.883,263.936
1329,-2.95,-15.18,4.24,2534.18,1847.551
1330,-8.75,-9.2,1.55,2504.883,263.936
1331,-0.33,-13.84,1.19,2514.648,791.807
1332,8.27,-21.03,5.03,2519.531,1055.743
1333,-1.85,-18.65,3.93,2509.766,527.872
1334,5.65,-11.82,3.08,2504.883,263.936
1335,11.25,-9.63,4.97,2495.117,-263.936
1336,8.08,-8.47,2.29,2504.883,263.936
1337,4.12,2.14,-1.49,2504.883,263.936
1338,0.34,13.48,-3.99,2500,0
1339,-7.1,10.55,-2.29,2529.297,1583.615
1340,-8.2,-0.18,2.65,2504.883,263.936
1341,-0.88,-7.92,4.12,2509.766,527.872
1342,5.71,-12.37,3.02,2519.531,1055.743
1343,8.45,-6.64,2.1,2504.883,263.936
1344,3.02,13.72,-2.47,2509.766,527.872
1345,6.5,14.39,0.21,2514.648,791.807
1346,-8.5,11.35,-4.18,2504.883,263.936
1347,-5.57,-4.26,1.86,2519.531,1055.743
1348,-8.75,-6.64,3.26,2509.766,527.872
1349,3.33,-14.87,3.63,2495.117,-263.936
1350,5.65,-12.37,4.48,2519.531,1055.743
1351,4.43,8.91,-3.02,2490.234,-527.872
1352,-6.49,13.11,-3.75,2539.062,2111.487
1353,-3.56,10.07,-1.68,2475.586,-1319.679
1354,-0.27,-12.62,3.14,2509.766,527.872
1355,24.3,-21.28,8.14,2514.648,791.807
1356,3.08,-12.25,2.16,2485.352,-791.807
1357,-2.71,15.61,-4.85,2509.766,527.872
1358,-12.28,10.49,-2.04,2514.648,791.807
1359,-5.39,2.93,0.88,2509.766,527.872
1360,-5.64,-5.24,0.95,2519.531,1055.743
1361,10.1,-13.78,3.87,2495.117,-263.936
1362,4.24,6.65,-2.1,2504.883,263.936
1363,-17.28,26.53,-9.73,2514.648,791.807
1364,-4.72,12.38,-3.51,2495.117,-263.936
1365,-1.79,-12.31,0.58,2529.297,1583.615
1366,4.3,-22.74,5.82,2500,0
1367,7.6,-4.93,0.64,2500,0
1368,-2.71,12.99,-0.34,2519.531,1055.743
1369,-7.22,15.61,-4.48,2500,0
1370,-5.45,-7.8,2.77,2519.531,1055.743
1371,5.77,-17.8,5.03,2504.883,263.936
1372,6.62,-6.52,-0.03,2504.883,263.936
1373,0.46,17.2,-4.42,2509.766,527.872
1374,-1.12,14.39,-3.57,2534.18,1847.551
1375,-3.68,0.19,1.01,2519.531,1055.743
1376,7.66,-18.71,7.77,2534.18,1847.551
1377,2.9,-18.96,4.66,2504.883,263.936
1378,11.93,-5.36,2.04,2509.766,527.872
1379,7.66,9.21,-0.52,2514.648,791.807
1380,-0.82,15,-3.51,2504.883,263.936
1381,-1.49,16.65,-2.71,2500,0
1382,-6.37,7.63,-1.8,2519.531,1055.743
1383,2.17,-9.14,3.75,2514.648,791.807
1384,-0.94,-19.57,3.69,2514.648,791.807
1385,7.6,-14.2,4.6,2485.352,-791.807
1386,6.01,10.19,-0.58,2500,0
1387,2.41,16.53,-4.54,2495.117,-263.936
1388,-4.54,9.64,-1.01,2504.883,263.936
1389,-1.12,9.94,-1.43,2475.586,-1319.679
1390,-5.45,-8.59,2.53,2495.117,-263.936
1391,9.67,-24.93,8.14,2519.531,1055.743
1392,-0.39,-16.46,2.9,2509.766,527.872
1393,7.23,-5.42,2.04,2514.648,791.807
1394,-7.46,0.49,-2.71,2524.414,1319.679
1395,3.75,13.11,-3.57,2509.766,527.872
1396,9.18,14.82,-1.01,2490.234,-527.872
1397,0.04,14.52,-2.9,2504.883,263.936
1398,-8.99,11.41,-2.96,2509.766,527.872
1399,-20.76,6.96,-2.47,2500,0
1400,-4.96,-4.51,1.07,2509.766,527.872
1401,4.49,-15.97,4.36,2500,0
1402,9.43,-18.84,5.64,2519.531,1055.743
1403,5.89,-7.25,1.62,2514.648,791.807
1404,5.77,10.98,-2.35,2514.648,791.807
1405,3.63,13.85,-2.9,2490.234,-527.872
1406,-9.29,10.49,-3.08,2514.648,791.807
1407,-9.6,1.1,0.03,2500,0
1408,-1.85,-15.42,3.93,2529.297,1583.615
1409,10.46,-12.01,4.12,2509.766,527.872
1410,6.07,-10.3,2.23,2509.766,527.872
1411,5.04,7.63,-1.13,2509.766,527.872
1412,-2.89,14.52,-3.87,2514.648,791.807
1413,-0.94,17.44,-2.84,2500,0
1414,-1.79,11.29,-1.07,2539.062,2111.487
1415,-8.26,15.07,-4.91,2500,0
1416,-6.49,4.27,-1.31,2504.883,263.936
1417,-13.93,1.65,-1.55,2500,0
1418,-5.15,-3.35,1.68,2514.648,791.807
1419,-0.64,-16.95,3.99,2500,0
1420,-0.94,-18.04,4.54,2519.531,1055.743
1421,2.72,-13.23,0.95,2500,0
1422,-3.81,-6.58,-0.46,2519.531,1055.743
1423,2.84,-14.2,3.57,2514.648,791.807
1424,10.58,-2.62,1.19,2495.117,-263.936
1425,-1.49,6.1,-3.75,2509.766,527.872
1426,0.95,14.58,-4.12,2514.648,791.807
1427,-10.09,12.99,-3.93,2534.18,1847.551
1428,-4.84,13.85,-5.09,2504.883,263.936
1429,-7.53,-7.62,2.96,2509.766,527.872
1430,-7.89,-11.7,1.98,2524.414,1319.679
1431,-3.99,-16.34,3.45,2504.883,263.936
1432,3.21,-9.81,1.43,2519.531,1055.743
1433,9.24,-10.36,4.24,2539.062,2111.487
1434,9.49,1.53,-0.27,2509.766,527.872
1435,14,11.9,0.76,2509.766,527.872
1436,-3.87,13.72,-2.47,2524.414,1319.679
1437,-6.61,9.09,-2.9,2495.117,-263.936
1438,-8.99,-8.96,2.71,2519.531,1055.743
1439,-0.33,-15.6,1.74,2500,0
1440,-0.15,-12.98,2.23,2509.766,527.872
1441,4.06,-10.12,2.59,2504.883,263.936
1442,1.01,8.79,-2.84,2495.117,-263.936
1443,0.52,16.89,-2.47,2529.297,1583.615
1444,-4.17,14.09,-2.77,2519.531,1055.743
1445,-14.48,-6.52,-1.07,2495.117,-263.936
1446,-3.75,-20.3,5.34,2504.883,263.936
1447,8.33,-12.56,3.02,2519.531,1055.743
1448,0.89,-5.91,0.58,2539.062,2111.487
1449,9.18,-5.12,0.4,2504.883,263.936
1450,5.46,12.2,-2.23,2490.234,-527.872
1451,0.52,15.86,-4.05,2500,0
1452,-5.88,12.2,-3.75,2500,0
1453,-10.51,13.48,-3.87,2485.352,-791.807
1454,-6.37,2.57,-1.98,2529.297,1583.615
1455,0.4,-18.1,4.42,2504.883,263.936
1456,-5.21,-8.17,-0.58,2495.117,-263.936
1457,5.04,-15.24,2.84,2524.414,1319.679
1458,-1.73,0.19,-1.8,2509.766,527.872
1459,4.91,-0.06,-1.37,2509.766,527.872
1460,0.28,10.25,-3.57,2534.18,1847.551
1461,3.02,15.98,0.27,2529.297,1583.615
1462,-7.04,12.08,-3.69,2500,0
1463,2.66,-16.95,5.15,2543.945,2375.422
1464,-1,-18.17,4.05,2500,0
1465,6.62,-10.3,3.2,2509.766,527.872
1466,-3.5,7.38,-3.45,2504.883,263.936
1467,4.85,6.16,-1.8,2500,0
1468,-5.51,16.83,-3.51,2534.18,1847.551
1469,-5.64,13.72,-2.71,2504.883,263.936
1470,-4.42,-8.59,1.68,2514.648,791.807
1471,14.36,-19.69,5.64,2490.234,-527.872
1472,6.62,-13.71,4.24,2504.883,263.936
1473,-2.34,10.19,-1.92,2519.531,1055.743
1474,-8.62,17.81,-3.57,2514.648,791.807
1475,-1.43,-13.96,3.75,2524.414,1319.679
1476,21.07,-20.73,8.75,2524.414,1319.679
1477,0.71,7.69,-2.04,2509.766,527.872
1478,-6.61,13.97,-4.12,2509.766,527.872
1479,3.82,-6.95,5.88,2495.117,-263.936
1480,7.78,-14.69,3.75,2514.648,791.807
1481,7.9,5.25,-1.43,2504.883,263.936
1482,-4.9,21.35,-5.27,2529.297,1583.615
1483,-3.93,-8.41,3.2,2504.883,263.936
1484,-2.65,-10.3,0.82,2500,0
1485,6.68,-7.13,0.21,2504.883,263.936
1486,-15.76,16.35,-6.98,2519.531,1055.743
1487,-2.77,-0.12,1.49,2504.883,263.936
1488,6.38,-13.59,3.51,2509.766,527.872
1489,10.16,4.33,2.59,2524.414,1319.679
1490,-8.99,14.94,-3.57,2500,0
1491,3.33,-12.86,3.87,2504.883,263.936
1492,6.86,-10.85,3.75,2519.531,1055.743
1493,-0.7,14.58,-2.35,2500,0
1494,-8.68,1.59,-0.03,2504.883,263.936
1495,-4.42,-13.41,1.62,2490.234,-527.872
1496,8.69,4.46,-0.15,2500,0
1497,-0.33,15.25,-1.37,2519.531,1055.743
1498,-10.51,4.7,-1.13,2495.117,-263.936
1499,10.58,-20.85,7.9,2514.648,791.807
1500,4.24,-0.6,-2.04,2509.766,527.872
1501,-5.64,15.31,-2.65,2524.414,1319.679
1502,-6.37,-1.76,2.53,2504.883,263.936
1503,6.38,-14.93,4.18,2509.766,527.872
1504,3.82,7.75,-2.96,2500,0
1505,1.62,17.02,-2.84,2495.117,-263.936
1506,-1.61,-10.3,2.9,2514.648,791.807
1507,-6,-11.76,0.03,2534.18,1847.551
1508,8.39,4.15,-1.37,2504.883,263.936
1509,-5.94,7.38,-1.98,2500,0
1510,-2.77,-4.32,2.41,2519.531,1055.743
1511,6.62,-14.63,4.05,2509.766,527.872
1512,-2.65,6.41,-4.42,2509.766,527.872
1513,-3.26,15.8,-3.81,2524.414,1319.679
1514,0.65,-6.03,2.65,2509.766,527.872
1515,-3.75,-15.6,2.9,2509.766,527.872
1516,12.05,-8.96,3.87,2543.945,2375.422
1517,3.82,12.63,0.4,2495.117,-263.936
1518,-5.51,12.81,-2.41,2500,0
1519,-4.6,-11.95,1.98,2529.297,1583.615
1520,-2.77,-11.4,0.27,2509.766,527.872
1521,6.19,6.65,-2.16,2514.648,791.807
1522,7.41,6.1,2.47,2514.648,791.807
1523,-0.57,-10.42,2.16,2519.531,1055.743
1524,7.35,-9.26,2.29,2514.648,791.807
1525,-2.71,19.46,-6.19,2509.766,527.872
1526,-8.68,2.69,-1.43,2524.414,1319.679
1527,11.86,-17.62,5.88,2504.883,263.936
1528,7.47,3.79,-1.13,2495.117,-263.936
1529,-7.95,9.88,-3.2,2504.883,263.936
1530,2.6,-10.12,3.75,2509.766,527.872
1531,4.18,-9.51,2.47,2500,0
1532,-13.5,16.35,-4.97,2524.414,1319.679
1533,-8.81,3.72,-2.29,2514.648,791.807
1534,10.1,-13.65,4.24,2504.883,263.936
1535,1.5,1.96,-2.1,2504.883,263.936
1536,-3.2,13.79,-3.32,2500,0
1537,8.75,-11.76,3.99,2504.883,263.936
1538,5.58,-16.28,3.99,2490.234,-527.872
1539,3.21,13.18,-3.26,2500,0
1540,-7.46,7.08,-2.77,2504.883,263.936
1541,0.65,-19.08,3.57,2514.648,791.807
1542,4.43,-1.34,-0.21,2504.883,263.936
1543,1.07,14.09,-2.84,2495.117,-263.936
1544,-9.9,3.05,-1.01,2514.648,791.807
1545,-2.59,-20.24,5.34,2514.648,791.807
1546,5.22,-10.12,2.1,2500,0
1547,2.72,14.09,-2.29,2519.531,1055.743
1548,-2.71,18.79,-3.81,2509.766,527.872
1549,-4.48,-0.67,0.46,2480.469,-1055.743
1550,-4.35,-14.75,2.16,2504.883,263.936
1551,6.07,-9.63,2.41,2509.766,527.872
1552,-1.06,12.57,-2.1,2509.766,527.872
1553,-6.43,10,-2.96,2534.18,1847.551
1554,-6.98,1.1,1.01,2500,0
1555,-1.49,-19.81,4.66,2495.117,-263.936
1556,4.06,-14.08,4.24,2500,0
1557,-0.03,12.02,-1.86,2495.117,-263.936
1558,-17.28,24.27,-9.12,2514.648,791.807
1559,-3.07,-8.96,2.71,2509.766,527.872
1560,11.19,-21.15,8.63,2509.766,527.872
1561,6.56,6.22,-2.23,2495.117,-263.936
1562,-7.34,13.97,-4.36,2504.883,263.936
1563,6.44,-3.59,4.3,2509.766,527.872
1564,4.06,-12.49,3.2,2495.117,-263.936
1565,2.17,4.15,-2.04,2495.117,-263.936
1566,4.79,15.13,-3.57,2500,0
1567,-7.83,5.98,-0.95,2509.766,527.872
1568,11.5,-14.81,7.16,2514.648,791.807
1569,-1.31,-13.84,1.25,2514.648,791.807
1570,9,3.11,0.64,2485.352,-791.807
1571,-5.27,19.09,-5.82,2500,0
1572,-7.16,13.6,-4.05,2485.352,-791.807
1573,-5.82,-4.75,1.98,2509.766,527.872
1574,-1.18,-13.41,0.82,2495.117,-263.936
1575,6.19,-11.34,3.51,2529.297,1583.615
1576,3.94,-1.21,-1.37,2519.531,1055.743
1577,-2.22,14.94,-2.71,2514.648,791.807
1578,-11.18,20,-5.88,2500,0
1579,-9.42,15.61,-4.48,2514.648,791.807
1580,-4.96,-5.67,2.41,2504.883,263.936
1581,1.8,-24.63,6.25,2514.648,791.807
1582,7.6,-14.14,2.59,2495.117,-263.936
1583,4.73,1.47,-1.55,2500,0
1584,1.44,9.15,-3.75,2490.234,-527.872
1585,-1.85,11.59,-2.53,2500,0
1586,-1.67,7.26,0.4,2529.297,1583.615
1587,-6.79,-5.12,1.74,2490.234,-527.872
1588,6.93,-16.76,5.58,2504.883,263.936
1589,7.11,-17.56,3.02,2504.883,263.936
1590,8.15,2.81,-0.58,2485.352,-791.807
1591,3.15,13.97,-1.68,2514.648,791.807
1592,-7.22,15.13,-4.42,2514.648,791.807
1593,-3.26,-6.28,1.98,2509.766,527.872
1594,-1.79,-14.14,2.9,2500,0
1595,3.82,-11.95,2.65,2509.766,527.872
1596,-3.99,2.2,-3.93,2543.945,2375.422
1597,1.07,12.08,-3.63,2490.234,-527.872
1598,-8.26,12.26,-3.87,2509.766,527.872
1599,3.27,3.72,1.8,2504.883,263.936
1600,-2.34,-12.86,3.02,2524.414,1319.679
1601,11.19,-12.68,3.57,2519.531,1055.743
1602,9.43,-8.23,1.49,2504.883,263.936
1603,0.77,16.77,-3.26,2500,0
1604,-6.79,16.04,-3.45,2509.766,527.872
1605,-11.18,6.53,-1.92,2514.648,791.807
1606,-4.29,-14.14,3.69,2519.531,1055.743
1607,5.16,-10.6,2.84,2519.531,1055.743
1608,6.44,2.32,-1.31,2495.117,-263.936
1609,-9.78,25.31,-7.35,2519.531,1055.743
1610,-9.48,9.33,-3.63,2490.234,-527.872
1611,-1.49,-15.85,3.2,2504.883,263.936
1612,10.1,-14.45,3.51,2509.766,527.872
1613,3.63,7.87,-2.53,2480.469,-1055.743
1614,-5.03,10.37,-2.16,2514.648,791.807
1615,-6.06,-10.48,2.59,2504.883,263.936
1616,7.84,-9.69,3.32,2509.766,527.872
1617,6.74,10.07,-0.58,2500,0
1618,-8.07,14.39,-3.51,2504.883,263.936
1619,9.43,-10.06,6.19,2524.414,1319.679
1620,4.79,-14.81,3.57,2529.297,1583.615
1621,0.28,13.6,-2.77,2509.766,527.872
1622,-5.45,11.53,-1.98,2500,0
1623,-1.98,-9.81,2.65,2509.766,527.872
1624,-9.11,-3.53,-1.13,2524.414,1319.679
1625,5.16,9.82,-3.26,2529.297,1583.615
1626,-6.12,13.72,-3.2,2504.883,263.936
1627,-18.5,-1.34,-0.27,2519.531,1055.743
1628,7.78,-16.64,4.42,2514.648,791.807
1629,-0.82,8.48,-3.93,2504.883,263.936
1630,4,11.9,-2.23,2509.766,527.872
1631,-6.55,5.74,-0.52,2514.648,791.807
1632,-10.94,-12.07,0.7,2514.648,791.807
1633,5.1,-20.24,3.51,2504.883,263.936
1634,4.61,1.16,-0.4,2485.352,-791.807
1635,7.23,4.52,-0.27,2524.414,1319.679
1636,-9.29,16.16,-5.76,2509.766,527.872
1637,-12.95,2.81,0.88,2529.297,1583.615
1638,-0.7,-12.56,2.16,2495.117,-263.936
1639,7.96,-14.51,3.87,2509.766,527.872
1640,8.02,-1.76,0.58,2490.234,-527.872
1641,-1.67,16.71,-3.69,2524.414,1319.679
1642,2.6,11.53,-0.21,2509.766,527.872
1643,-7.65,3.05,-0.58,2509.766,527.872
1644,7.72,-16.52,4.66,2529.297,1583.615
1645,5.58,-9.14,3.02,2509.766,527.872
1646,9.85,5.43,-0.52,2480.469,-1055.743
1647,-8.07,15.98,-4.73,2514.648,791.807
1648,-3.26,12.2,-2.77,2514.648,791.807
1649,-8.38,-4.32,1.68,2514.648,791.807
1650,2.23,-16.46,3.02,2519.531,1055.743
1651,6.44,-13.23,4.73,2504.883,263.936
1652,7.66,2.5,-0.64,2495.117,-263.936
1653,0.52,8.18,-2.23,2495.117,-263.936
1654,-0.03,16.04,-3.38,2519.531,1055.743
1655,-6.37,5.55,-1.25,2514.648,791.807
1656,-4.66,2.63,-0.4,2504.883,263.936
1657,3.33,-14.63,4.24,2504.883,263.936
1658,6.74,-15.18,4.79,2519.531,1055.743
1659,10.28,1.9,0.7,2514.648,791.807
1660,-15.09,18.72,-6.86,2534.18,1847.551
1661,-4.72,6.35,1.07,2500,0
1662,-3.07,-15.18,1.74,2495.117,-263.936
1663,-1.73,-7.01,3.14,2495.117,-263.936
1664,-4.72,17.87,-3.93,2509.766,527.872
1665,-7.65,3.3,0.52,2500,0
1666,-4.6,-10.54,1.62,2509.766,527.872
1667,9.12,-1.21,-0.09,2519.531,1055.743
1668,8.21,14.27,1.98,2524.414,1319.679
1669,-3.62,-2.07,1.86,2509.766,527.872
1670,3.33,-12.92,2.65,2509.766,527.872
1671,4.73,14.76,-3.69,2519.531,1055.743
1672,-10.33,10.49,-2.29,2504.883,263.936
1673,-13.62,-5.24,-1.25,2500,0
1674,3.33,-17.86,2.41,2509.766,527.872
1675,0.04,12.44,-4.24,2519.531,1055.743
1676,-2.1,17.02,-2.77,2524.414,1319.679
1677,-8.75,0.8,-0.27,2504.883,263.936
1678,-0.76,-16.58,3.08,2509.766,527.872
1679,6.38,-11.89,3.51,2495.117,-263.936
1680,-1.43,12.57,-3.69,2504.883,263.936
1681,-4.42,13.66,-3.32,2504.883,263.936
1682,-3.87,-9.39,3.08,2514.648,791.807
1683,-6.92,-8.78,0.03,2500,0
1684,8.63,-13.78,4.42,2490.234,-527.872
1685,2.96,11.59,-2.59,2504.883,263.936
1686,-0.57,18.54,-2.84,2524.414,1319.679
1687,-9.66,7.99,-2.23,2514.648,791.807
1688,-5.94,-10.3,0.95,2514.648,791.807
1689,9.67,-13.96,5.4,2524.414,1319.679
1690,1.99,6.96,-1.55,2504.883,263.936
1691,-12.1,13.24,-3.14,2509.766,527.872
1692,-5.7,-5.54,2.71,2500,0
1693,-5.94,-14.26,2.35,2504.883,263.936
1694,8.27,-9.2,3.08,2524.414,1319.679
1695,-2.22,16.96,-3.81,2524.414,1319.679
1696,-11,-0.67,-0.82,2500,0
1697,3.51,-14.69,2.71,2500,0
1698,7.23,8.24,-0.15,2514.648,791.807
1699,-10.76,8.66,-2.84,2509.766,527.872
1700,1.25,-16.28,3.57,2500,0
1701,4.91,-8.04,1.37,2524.414,1319.679
1702,4.73,14.09,-3.87,2500,0
1703,-9.72,4.58,-1.8,2529.297,1583.615
1704,-3.2,-11.09,2.47,2509.766,527.872
1705,8.69,-7.01,2.65,2495.117,-263.936
1706,-5.88,19.88,-6.74,2509.766,527.872
1707,-7.59,12.93,-3.26,2509.766,527.872
1708,-0.76,-11.64,2.84,2504.883,263.936
1709,3.15,-14.69,4.3,2500,0
1710,5.28,0.68,-1.43,2500,0
1711,-0.51,14.27,-1.49,2514.648,791.807
1712,-11.37,12.57,-2.77,2490.234,-527.872
1713,-0.64,-12.49,3.26,2504.883,263.936
1714,1.38,-7.74,0.76,2504.883,263.936
1715,3.27,13.85,-4.66,2509.766,527.872
1716,-1.31,5.07,0.7,2504.883,263.936
1717,-6.73,2.08,-0.15,2524.414,1319.679
1718,6.68,-16.21,3.87,2524.414,1319.679
1719,19.79,-1.21,3.02,2514.648,791.807
1720,-0.21,14.46,-3.02,2524.414,1319.679
1721,-1.73,-5.97,1.25,2509.766,527.872
1722,-2.16,-15.42,3.02,2509.766,527.872
1723,10.1,-8.41,2.71,2504.883,263.936
1724,11.56,10.92,2.65,2504.883,263.936
1725,-10.21,9.15,-2.41,2500,0
1726,0.1,-14.45,3.32,2485.352,-791.807
1727,6.32,-13.04,5.09,2509.766,527.872
1728,-4.17,14.7,-3.57,2514.648,791.807
1729,-11.12,8.3,-1.31,2529.297,1583.615
1730,0.52,-14.87,2.77,2495.117,-263.936
1731,4.43,1.35,-0.27,2524.414,1319.679
1732,-8.44,19.39,-5.34,2519.531,1055.743
1733,-1.49,-12.56,2.16,2495.117,-263.936
1734,16.01,-13.47,8.57,2509.766,527.872
1735,0.16,19.15,-3.93,2509.766,527.872
1736,-6.06,-1.28,0.03,2519.531,1055.743
1737,5.4,-23.17,5.88,2504.883,263.936
1738,3.51,9.52,-3.57,2509.766,527.872
1739,4.06,2.2,1.92,2509.766,527.872
1740,-0.15,-15.79,1.92,2495.117,-263.936
1741,3.94,4.33,-0.21,2509.766,527.872
1742,-9.48,13.97,-3.57,2509.766,527.872
1743,2.05,-15.91,2.1,2509.766,527.872
1744,18.82,-1.89,3.63,2495.117,-263.936
1745,-6.92,15.68,-4.05,2495.117,-263.936
1746,5.04,-15.36,3.45,2495.117,-263.936
1747,5.1,-1.89,1.43,2509.766,527.872
1748,-8.87,12.81,-4.79,2504.883,263.936
1749,12.96,-19.45,6.62,2504.883,263.936
1750,8.75,5.43,0.15,2509.766,527.872
1751,-8.93,9.4,-3.2,2490.234,-527.872
1752,-5.39,-19.99,2.29,2495.117,-263.936
1753,5.46,11.77,-2.47,2490.234,-527.872
1754,-3.38,6.9,-0.27,2490.234,-527.872
1755,-0.88,-13.1,2.04,2500,0
1756,3.57,4.82,-1.37,2485.352,-791.807
1757,-14.84,15.55,-3.81,2509.766,527.872
1758,1.44,-16.95,3.14,2490.234,-527.872
1759,-0.27,9.64,-2.96,2514.648,791.807
1760,-8.44,7.63,-0.88,2495.117,-263.936
1761,10.34,-15.36,5.09,2509.766,527.872
1762,7.78,12.14,1.25,2524.414,1319.679
1763,-5.64,-7.43,2.1,2504.883,263.936
1764,2.05,-12.25,3.45,2500,0
1765,-1.61,14.33,-1.92,2519.531,1055.743
1766,-5.33,-7.56,1.86,2509.766,527.872
1767,22.66,-23.23,10.7,2495.117,-263.936
1768,-0.15,13.85,-2.84,2524.414,1319.679
1769,-8.2,-5.54,0.64,2529.297,1583.615
1770,0.83,-11.58,3.02,2495.117,-263.936
1771,-2.77,14.03,-2.53,2500,0
1772,3.57,-9.39,5.82,2514.648,791.807
1773,7.11,-16.64,4.97,2500,0
1774,1.8,10,-2.77,2500,0
1775,-5.27,13.48,-2.41,2509.766,527.872
1776,7.47,-15.54,4.48,2514.648,791.807
1777,12.6,4.94,3.57,2475.586,-1319.679
1778,-6.67,11.53,-2.41,2504.883,263.936
1779,3.27,-16.34,3.57,2504.883,263.936
1780,7.78,-2.56,1.43,2519.531,1055.743
1781,-3.38,11.59,-3.51,2500,0
1782,11.38,-23.23,9.12,2509.766,527.872
1783,7.9,-8.53,3.08,2524.414,1319.679
1784,-4.66,11.9,-3.99,2524.414,1319.679
1785,-10.64,-9.81,2.84,2495.117,-263.936
1786,7.54,-10.79,3.69,2519.531,1055.743
1787,4.49,12.38,1.92,2509.766,527.872
1788,-7.28,2.99,-0.27,2524.414,1319.679
1789,5.1,-11.34,3.87,2509.766,527.872
1790,-3.26,15.49,-2.23,2504.883,263.936
1791,-8.44,9.58,-2.65,2504.883,263.936
1792,15.95,-21.34,8.02,2519.531,1055.743
1793,-2.04,11.71,-2.53,2509.766,527.872
1794,-7.4,-1.46,1.37,2519.531,1055.743
1795,-1.55,-16.09,3.75,2504.883,263.936
1796,-6,12.93,-3.08,2500,0
1797,2.29,-15.36,5.82,2534.18,1847.551
1798,3.39,-17.86,6.01,2504.883,263.936
1799,-6.55,18.85,-5.58,2495.117,-263.936
1800,-8.68,-14.45,3.32,2480.469,-1055.743
1801,9.91,-7.56,0.76,2500,0
1802,-3.44,12.14,-2.77,2514.648,791.807
1803,-3.62,-15.97,3.08,2485.352,-791.807
1804,7.72,-1.21,-0.15,2529.297,1583.615
1805,-8.26,12.99,-4.6,2529.297,1583.615
1806,-3.68,-14.75,2.71,2500,0
1807,9.18,2.32,-0.95,2509.766,527.872
1808,-1.55,15.74,-3.08,2504.883,263.936
1809,4.3,-16.95,3.69,2509.766,527.872
1810,13.27,3.79,1.31,2509.766,527.872
1811,-7.65,9.58,-1.74,2500,0
1812,1.68,-10.12,1.74,2514.648,791.807
1813,6.07,9.64,-1.8,2519.531,1055.743
1814,-3.93,-4.2,2.59,2519.531,1055.743
1815,4,-0.12,0.09,2529.297,1583.615
1816,-6.61,14.94,-5.27,2514.648,791.807
1817,8.57,-19.14,6.37,2504.883,263.936
1818,6.62,-1.95,-1.43,2490.234,-527.872
1819,-10.27,11.9,-4.18,2490.234,-527.872
1820,6.25,-15.79,3.57,2504.883,263.936
1821,1.07,12.87,-4.05,2514.648,791.807
1822,-5.27,1.59,0.03,2495.117,-263.936
1823,4.06,-15.67,3.08,2504.883,263.936
1824,0.46,13.79,-4.36,2509.766,527.872
1825,-9.72,12.5,-1.86,2524.414,1319.679
1826,6.62,-18.59,4.79,2504.883,263.936
1827,2.54,14.46,-2.96,2529.297,1583.615
1828,-2.89,1.35,0.7,2504.883,263.936
1829,10.95,-12.62,4.42,2504.883,263.936
1830,1.99,17.2,-1.98,2519.531,1055.743
1831,-2.59,-7.37,2.23,2519.531,1055.743
1832,4.79,-6.34,0.34,2509.766,527.872
1833,-8.44,19.52,-4.42,2539.062,2111.487
1834,2.84,-14.75,3.02,2490.234,-527.872
1835,-7.53,7.2,-3.08,2504.883,263.936
1836,-12.34,9.94,-2.53,2504.883,263.936
1837,9.67,-9.26,4.05,2500,0
1838,0.95,10.31,-0.21,2514.648,791.807
1839,-9.23,-4.32,0.7,2504.883,263.936
1840,17.41,-1.89,3.2,2504.883,263.936
1841,-1.43,13.79,-3.38,2509.766,527.872
1842,3.88,-18.41,5.09,2500,0
1843,8.45,-1.15,-0.58,2495.117,-263.936
1844,-9.42,10.37,-2.71,2529.297,1583.615
1845,5.34,-10.12,1.74,2509.766,527.872
1846,8.33,7.75,-1.13,2500,0
1847,-8.5,-10.85,2.23,2514.648,791.807
1848,11.01,-10.79,3.32,2519.531,1055.743
