,x-axis,y-axis,z-axis,voltage,current,temperature
116,-3.22,3.65,0.46,2534.18,1847.551,23
117,0.62,-0.68,2.72,2563.477,3431.166,23
118,7.02,-12.51,9.85,2558.594,3167.229,23
119,4.21,-4.89,3.81,2534.18,1847.551,23
120,1.96,-3.73,2.05,2553.711,2903.294,23
121,-3.47,2.37,-3.87,2573.242,3959.037,23
122,-0.3,-1.72,-0.58,2548.828,2639.358,23
123,1.1,-4.89,-2.34,2558.594,3167.229,23
124,-3.9,7,-4.66,2529.297,1583.615,23
125,-4.26,7.3,-6.12,2529.297,1583.615,23
126,-3.65,3.52,-3.14,2539.062,2111.487,23
127,-3.83,5.35,-2.16,2548.828,2639.358,23
128,-6.15,10.72,-7.53,2543.945,2375.422,23
129,-1.64,-1.96,-3.26,2573.242,3959.037,23
130,-1.64,3.59,-0.58,2529.297,1583.615,23
131,2.32,-4.4,9.12,2558.594,3167.229,23
132,3.73,-8.18,5.16,2553.711,2903.294,23
133,2.93,-2.76,3.08,2553.711,2903.294,23
134,0.74,-0.01,-0.27,2563.477,3431.166,23
135,-2.74,-0.74,-2.4,2548.828,2639.358,23
136,-4.44,8.4,-2.77,2534.18,1847.551,23
137,-0.66,-0.62,-2.47,2573.242,3959.037,23
138,1.65,-0.01,3.51,2583.008,4486.909,23
139,-2.19,3.1,-2.83,2543.945,2375.422,23
140,-1.4,0.35,1.86,2543.945,2375.422,23
141,-1.21,-0.87,-3.32,2553.711,2903.294,23
142,4.64,-9.65,3.14,2543.945,2375.422,23
143,1.71,-3.73,3.08,2534.18,1847.551,23
144,2.63,0.23,5.16,2539.062,2111.487,23
145,-0.24,-2.09,-1,2534.18,1847.551,23
146,-0.24,4.56,-3.08,2548.828,2639.358,23
147,-1.15,5.05,-4.17,2578.125,4222.973,23
148,-1.03,2.67,-0.45,2558.594,3167.229,23
149,-3.47,5.11,-1.86,2543.945,2375.422,23
150,-3.1,5.66,-4.66,2563.477,3431.166,23
151,-0.72,-0.5,-2.28,2539.062,2111.487,23
152,1.96,-6.35,4.12,2553.711,2903.294,23
153,1.71,-3.91,1.62,2543.945,2375.422,23
154,4.76,-7.51,6.74,2543.945,2375.422,23
155,0.62,-1.84,-2.04,2548.828,2639.358,23
156,-3.04,4.26,-3.14,2543.945,2375.422,23
157,-4.93,7.67,-5.94,2539.062,2111.487,23
158,-2.86,4.01,-2.89,2539.062,2111.487,23
159,-3.53,8.16,-3.14,2543.945,2375.422,23
160,-0.79,0.84,-0.39,2548.828,2639.358,23
161,-0.42,3.77,0.89,2543.945,2375.422,23
162,-1.03,1.82,-1.8,2519.531,1055.743,23
163,-2.49,3.46,-1.67,2539.062,2111.487,23
164,-0.6,0.11,-2.59,2553.711,2903.294,23
165,-0.36,-1.11,0.4,2543.945,2375.422,23
166,3.91,-7.76,1.74,2539.062,2111.487,23
167,2.69,-6.17,3.39,2548.828,2639.358,23
168,1.71,-5.26,-0.39,2548.828,2639.358,23
169,-4.93,7.61,-5.27,2539.062,2111.487,23
170,-1.21,5.84,-0.64,2543.945,2375.422,23
171,-2.43,3.46,-1.67,2568.359,3695.101,23
172,0.07,-2.33,1.99,2543.945,2375.422,23
173,0.8,-1.11,1.86,2534.18,1847.551,23
174,1.78,-2.27,2.47,2539.062,2111.487,23
175,0.74,2.73,-2.4,2548.828,2639.358,23
176,-1.52,6.02,-2.65,2548.828,2639.358,23
177,-0.18,-1.72,-1.73,2573.242,3959.037,23
178,-2.68,2.49,1.68,2529.297,1583.615,23
179,3.67,-7.27,1.86,2534.18,1847.551,23
180,2.93,-3.06,4,2548.828,2639.358,23
181,1.17,0.66,3.08,2539.062,2111.487,23
182,-0.24,-0.62,1.5,2548.828,2639.358,23
183,-4.08,2.61,-5.27,2529.297,1583.615,23
184,-2.8,5.11,-1.19,2548.828,2639.358,23
185,-2.13,1.15,-1.55,2539.062,2111.487,23
186,-0.91,2.24,2.23,2558.594,3167.229,23
187,-3.47,9.2,-1.19,2573.242,3959.037,23
188,-2.19,4.68,-4.36,2558.594,3167.229,23
189,-2.74,5.84,-2.1,2524.414,1319.679,23
190,-2.8,6.21,-7.95,2553.711,2903.294,23
191,-2.55,6.51,-1.92,2543.945,2375.422,23
192,-2.49,7.85,-3.14,2558.594,3167.229,23
193,-3.83,9.44,-2.53,2558.594,3167.229,23
194,-1.82,2.3,0.1,2543.945,2375.422,23
195,-2.8,7,-2.77,2558.594,3167.229,23
196,-0.36,1.57,0.03,2553.711,2903.294,23
197,-1.4,3.71,-2.95,2539.062,2111.487,23
198,-1.03,0.84,-0.7,2543.945,2375.422,23
199,-3.16,4.87,-0.7,2539.062,2111.487,23
200,-3.35,4.93,-4.23,2543.945,2375.422,23
201,-0.42,-0.32,0.03,2553.711,2903.294,23
202,1.78,-3.79,3.75,2553.711,2903.294,23
203,8.12,-12.39,12.72,2573.242,3959.037,23
204,4.15,-12.63,3.57,2539.062,2111.487,23
205,5.07,-7.33,3.57,2534.18,1847.551,23
206,4.64,-0.8,6.8,2543.945,2375.422,23
207,1.47,-1.9,1.38,2543.945,2375.422,23
208,0.07,0.41,1.74,2553.711,2903.294,23
209,4.52,-5.13,5.89,2558.594,3167.229,23
210,1.71,-0.93,2.35,2539.062,2111.487,23
211,-2.68,9.2,-1.73,2539.062,2111.487,23
212,-0.05,-0.01,-0.15,2553.711,2903.294,23
213,0.74,0.41,4.85,2558.594,3167.229,23
214,3,-8.3,1.92,2568.359,3695.101,23
215,1.1,-1.9,0.89,2543.945,2375.422,23
216,-3.41,8.22,-5.45,2543.945,2375.422,23
217,-0.85,4.32,-2.28,2548.828,2639.358,23
218,-2.8,1.82,-3.14,2534.18,1847.551,23
219,-0.91,-2.94,-3.32,2543.945,2375.422,23
220,1.53,-5.8,4.3,2529.297,1583.615,23
221,3.48,-8.79,3.2,2539.062,2111.487,23
222,2.93,-2.63,4.67,2539.062,2111.487,23
223,3.91,-5.8,-0.39,2534.18,1847.551,23
224,1.65,-3.55,0.03,2548.828,2639.358,23
225,-0.3,1.94,-0.27,2548.828,2639.358,23
226,-7.25,7.49,-6.19,2553.711,2903.294,23
227,-0.18,1.27,-1.61,2543.945,2375.422,23
228,2.69,-7.88,2.72,2563.477,3431.166,23
229,4.64,-7.33,7.23,2548.828,2639.358,23
230,1.29,1.27,0.58,2539.062,2111.487,23
231,-3.22,8.22,-2.65,2534.18,1847.551,23
232,-0.48,2.55,3.33,2568.359,3695.101,23
233,-2.49,5.54,-3.32,2534.18,1847.551,23
234,-0.54,-2.82,2.66,2529.297,1583.615,23
235,4.28,-6.17,4.79,2553.711,2903.294,23
236,-0.85,6.09,1.13,2539.062,2111.487,23
237,-3.53,5.78,-2.53,2529.297,1583.615,23
238,-2,4.44,-2.1,2548.828,2639.358,23
239,-1.09,2.49,3.57,2568.359,3695.101,23
240,3.97,-5.56,2.9,2543.945,2375.422,23
241,1.71,-2.76,-1.31,2548.828,2639.358,23
242,-0.66,6.27,-1.37,2543.945,2375.422,23
243,-2.25,2.12,-1.8,2548.828,2639.358,23
244,3.67,-9.1,2.9,2529.297,1583.615,23
245,2.75,-4.04,6.56,2543.945,2375.422,23
246,-0.91,5.48,-5.33,2558.594,3167.229,23
247,-2.43,2.06,-2.28,2524.414,1319.679,23
248,2.63,-5.74,5.83,2553.711,2903.294,23
249,5.43,-8.61,3.63,2529.297,1583.615,23
250,3.12,-2.02,-1.61,2539.062,2111.487,23
251,-3.65,3.95,-1.06,2553.711,2903.294,23
252,-0.36,-2.33,-0.51,2543.945,2375.422,23
253,2.2,-7.63,1.8,2568.359,3695.101,23
254,4.4,-5.74,4.67,2529.297,1583.615,23
255,1.9,-1.66,4.85,2553.711,2903.294,23
256,-2.07,6.39,-2.28,2558.594,3167.229,23
257,-2,3.59,0.1,2534.18,1847.551,23
258,4.21,-9.52,7.78,2568.359,3695.101,23
259,1.59,2.3,2.23,2529.297,1583.615,23
260,2.81,-3.18,-1.31,2548.828,2639.358,23
261,-0.91,5.41,1.74,2534.18,1847.551,23
262,0.01,1.27,-1,2543.945,2375.422,23
263,3.48,-8.18,2.17,2529.297,1583.615,23
264,2.93,1.27,4.49,2553.711,2903.294,23
265,-1.52,6.27,-4.48,2558.594,3167.229,23
266,-1.88,0.9,-2.34,2529.297,1583.615,23
267,1.47,-5.32,3.27,2539.062,2111.487,23
268,5.37,-11.41,6.13,2543.945,2375.422,23
269,0.37,-0.8,0.46,2553.711,2903.294,23
270,-1.76,9.07,-2.47,2534.18,1847.551,23
271,1.04,4.62,3.45,2543.945,2375.422,23
272,-0.66,1.39,-0.82,2524.414,1319.679,23
273,2.51,-9.28,1.92,2534.18,1847.551,23
274,5.62,-5.68,7.9,2534.18,1847.551,23
275,5.13,-0.87,3.94,2529.297,1583.615,23
276,-2.98,4.01,-4.3,2553.711,2903.294,23
277,-0.42,4.8,4,2543.945,2375.422,23
278,0.31,-7.33,2.78,2543.945,2375.422,23
279,-0.36,0.6,1.31,2534.18,1847.551,23
280,1.96,-1.66,-2.71,2558.594,3167.229,23
281,-4.63,8.22,-4.6,2558.594,3167.229,23
282,-1.27,1.82,-3.81,2524.414,1319.679,23
283,2.63,-4.95,2.47,2529.297,1583.615,23
284,2.32,-2.33,1.68,2543.945,2375.422,23
285,1.84,-1.54,1.56,2548.828,2639.358,23
286,0.19,0.35,-2.4,2543.945,2375.422,23
287,-5.79,6.27,-9.6,2558.594,3167.229,23
288,-1.58,2.12,-2.95,2553.711,2903.294,23
289,2.75,-7.21,2.6,2558.594,3167.229,23
290,0.62,-2.88,-0.82,2539.062,2111.487,23
291,1.29,-2.27,0.22,2524.414,1319.679,23
292,-3.47,6.82,-4.17,2529.297,1583.615,23
293,-3.83,2.91,-5.94,2553.711,2903.294,23
294,-0.66,3.71,2.78,2534.18,1847.551,24
295,0.62,-5.01,2.17,2543.945,2375.422,23
296,3.48,-5.32,3.81,2568.359,3695.101,23
297,1.35,2.43,2.53,2573.242,3959.037,23
298,0.07,-2.09,0.4,2539.062,2111.487,23
299,0.98,-1.66,-2.1,2553.711,2903.294,24
300,0.25,5.11,0.34,2539.062,2111.487,24
301,-3.77,8.4,-2.71,2524.414,1319.679,24
302,-1.03,1.02,0.77,2543.945,2375.422,24
303,3,-4.16,6.13,2548.828,2639.358,24
304,5.13,-7.76,3.08,2539.062,2111.487,23
305,1.35,-2.63,1.38,2558.594,3167.229,24
306,-1.82,3.46,-3.81,2548.828,2639.358,24
307,-1.27,3.46,-3.26,2543.945,2375.422,24
308,-5.11,8.52,-3.81,2558.594,3167.229,24
309,-2.55,-0.26,-3.38,2558.594,3167.229,24
310,4.21,-3.61,4.55,2539.062,2111.487,24
311,-1.94,4.44,-0.03,2529.297,1583.615,24
312,0.31,-0.93,1.13,2543.945,2375.422,24
313,3.12,-5.99,4.79,2534.18,1847.551,24
314,2.87,-8.06,3.69,2553.711,2903.294,24
315,2.69,-5.26,2.53,2543.945,2375.422,24
316,-0.3,-3.12,-3.38,2534.18,1847.551,24
317,1.71,-3.3,0.77,2529.297,1583.615,24
318,-1.03,5.48,-1,2543.945,2375.422,24
319,-3.16,-0.68,-3.99,2548.828,2639.358,24
320,-1.09,4.74,-1.31,2558.594,3167.229,24
321,-0.66,1.27,2.29,2524.414,1319.679,24
322,2.26,-5.87,1.38,2548.828,2639.358,24
323,3.06,-0.93,4.67,2534.18,1847.551,24
324,1.9,-0.32,-1.25,2543.945,2375.422,24
325,-4.57,7.37,-4.84,2524.414,1319.679,24
326,-2.55,3.46,-4.23,2548.828,2639.358,24
327,-1.88,2.06,-1.25,2529.297,1583.615,24
328,3.36,-5.87,1.19,2529.297,1583.615,24
329,-1.7,4.62,-4.72,2543.945,2375.422,24
330,-2.74,4.99,-5.21,2529.297,1583.615,24
331,-0.11,0.54,0.1,2539.062,2111.487,24
332,1.17,-3.98,-2.59,2543.945,2375.422,24
333,1.9,-5.01,1.13,2529.297,1583.615,24
334,1.71,-3.73,0.89,2573.242,3959.037,24
335,-8.04,9.74,-8.69,2539.062,2111.487,24
336,-3.9,7.73,-4.78,2558.594,3167.229,24
337,0.68,-1.48,4.18,2534.18,1847.551,24
338,1.78,-2.45,1.68,2548.828,2639.358,24
339,-1.21,2.43,-4.66,2558.594,3167.229,24
340,-3.77,8.04,-3.2,2529.297,1583.615,24
341,-1.46,2.79,-2.22,2514.648,791.807,24
342,-2.19,0.66,-3.81,2539.062,2111.487,24
343,2.87,-7.82,1.92,2539.062,2111.487,24
344,0.98,-2.21,-1.49,2563.477,3431.166,24
345,-3.65,9.38,-5.39,2548.828,2639.358,24
346,-1.94,2.43,-1.43,2524.414,1319.679,24
347,-0.6,3.83,-0.21,2529.297,1583.615,24
348,0.98,-7.82,2.23,2553.711,2903.294,24
349,2.63,-7.15,6.44,2548.828,2639.358,24
350,0.43,0.72,2.9,2553.711,2903.294,24
351,1.35,-3.85,-0.45,2543.945,2375.422,24
352,-2.98,4.5,-5.45,2548.828,2639.358,24
353,-3.9,7.73,-4.48,2539.062,2111.487,24
354,-1.76,2.43,0.7,2543.945,2375.422,24
355,-1.52,-0.44,-2.95,2558.594,3167.229,24
356,1.59,-9.34,2.6,2563.477,3431.166,24
357,1.23,-2.21,1.13,2539.062,2111.487,24
358,-0.54,3.71,-4.78,2534.18,1847.551,24
359,0.56,-0.62,-1.12,2553.711,2903.294,24
360,-0.36,1.39,2.9,2534.18,1847.551,24
361,0.19,-3,-2.34,2548.828,2639.358,24
362,2.93,-4.65,3.63,2553.711,2903.294,24
363,-2.61,6.82,-1.86,2514.648,791.807,24
364,-2.68,2.43,-4.6,2558.594,3167.229,24
365,1.78,-0.8,2.84,2539.062,2111.487,24
366,4.28,-9.52,2.17,2553.711,2903.294,24
367,3.12,-6.6,2.29,2539.062,2111.487,24
368,0.37,3.95,-2.1,2529.297,1583.615,24
369,-2.25,2.61,-3.26,2563.477,3431.166,24
370,1.04,-3.85,3.75,2539.062,2111.487,24
371,7.69,-12.02,10.58,2558.594,3167.229,24
372,3.6,-8.18,3.81,2573.242,3959.037,24
373,1.71,-3.24,2.9,2543.945,2375.422,24
374,-0.54,0.11,-1.25,2553.711,2903.294,24
375,0.43,-3.61,-0.15,2573.242,3959.037,24
376,-2,5.72,-2.95,2519.531,1055.743,24
377,1.41,1.09,-0.82,2568.359,3695.101,24
378,-0.72,2.06,2.47,2548.828,2639.358,24
379,-0.91,1.09,3.2,2543.945,2375.422,24
380,2.39,-1.78,2.78,2524.414,1319.679,24
381,2.75,-2.63,2.66,2543.945,2375.422,24
382,-4.14,2.98,-2.47,2578.125,4222.973,24
383,1.9,-3.79,3.94,2548.828,2639.358,24
384,0.07,0.29,0.7,2534.18,1847.551,24
385,-0.79,5.17,-1.73,2529.297,1583.615,24
386,-0.85,-0.01,-2.53,2563.477,3431.166,24
387,1.17,-6.48,-0.51,2543.945,2375.422,24
388,2.32,-3.43,-1.49,2543.945,2375.422,24
389,-3.53,4.87,-3.44,2548.828,2639.358,24
390,0.43,-2.7,6.07,2543.945,2375.422,24
391,3.73,-7.02,3.75,2524.414,1319.679,24
392,-1.33,4.68,-1.92,2534.18,1847.551,24
393,0.37,0.96,2.23,2548.828,2639.358,24
394,3.3,-3.12,1.74,2553.711,2903.294,24
395,-2.86,8.89,-2.89,2548.828,2639.358,24
396,-1.15,0.54,0.77,2543.945,2375.422,24
397,4.58,-7.15,3.08,2539.062,2111.487,24
398,-1.21,3.04,-2.22,2553.711,2903.294,24
399,-1.03,5.17,-1.67,2539.062,2111.487,24
400,6.23,-6.23,8.69,2563.477,3431.166,24
401,0.92,0.96,-1.8,2543.945,2375.422,24
402,-1.58,-3.79,-2.77,2548.828,2639.358,24
403,-2.98,-3.24,-6.55,2573.242,3959.037,24
404,2.63,-1.48,2.11,2519.531,1055.743,24
405,-1.4,4.44,-2.34,2539.062,2111.487,24
406,-2.25,1.94,-0.7,2529.297,1583.615,24
407,3,-5.68,2.17,2548.828,2639.358,24
408,1.96,0.05,-0.76,2543.945,2375.422,24
409,-0.72,0.05,-1.12,2539.062,2111.487,24
410,2.14,-7.33,2.84,2543.945,2375.422,24
411,0.92,-2.33,-1.43,2519.531,1055.743,24
412,-1.21,0.66,-1.92,2553.711,2903.294,24
413,4.21,-10.8,4.18,2573.242,3959.037,24
414,1.35,-3.85,-1.06,2534.18,1847.551,24
415,-2.74,5.29,-4.05,2548.828,2639.358,24
416,2.87,-4.34,3.75,2543.945,2375.422,24
417,0.8,1.63,-2.47,2543.945,2375.422,24
418,-1.7,0.23,-1.19,2548.828,2639.358,24
419,3.97,-6.17,-1.92,2543.945,2375.422,24
420,1.59,0.72,-1.67,2543.945,2375.422,24
421,-1.46,2.98,-5.03,2539.062,2111.487,24
422,5.8,-10.38,10.77,2548.828,2639.358,24
423,4.46,-1.9,8.33,2558.594,3167.229,24
424,1.96,1.09,1.25,2534.18,1847.551,24
425,-0.05,8.59,2.41,2524.414,1319.679,24
426,-2.74,0.72,-5.09,2553.711,2903.294,24
427,-0.36,-1.66,1.5,2539.062,2111.487,24
428,3.97,-10.01,7.29,2529.297,1583.615,24
429,1.35,0.6,1.13,2558.594,3167.229,24
430,-3.71,5.78,-3.81,2543.945,2375.422,24
431,-2.98,6.27,-2.59,2543.945,2375.422,24
432,-0.42,1.88,3.08,2568.359,3695.101,24
433,1.96,-0.99,4,2524.414,1319.679,24
434,0.5,2.06,-3.08,2558.594,3167.229,24
435,0.62,0.66,1.92,2548.828,2639.358,24
436,1.65,-7.33,1.92,2553.711,2903.294,24
437,0.5,0.11,-1,2548.828,2639.358,24
438,4.15,-5.2,5.34,2548.828,2639.358,24
439,2.93,-2.27,2.6,2519.531,1055.743,24
440,-3.65,6.63,-4.11,2529.297,1583.615,24
441,-1.27,0.48,-1.49,2558.594,3167.229,24
442,1.96,-1.05,4.18,2548.828,2639.358,24
443,-3.29,6.39,-2.16,2543.945,2375.422,24
444,-1.58,0.84,-4.05,2543.945,2375.422,24
445,-0.66,0.6,-2.77,2548.828,2639.358,24
446,-1.58,1.27,-2.28,2519.531,1055.743,24
447,1.29,2.24,-1.31,2573.242,3959.037,24
448,-1.27,5.35,-3.93,2543.945,2375.422,24
449,-2.74,4.93,-1.73,2534.18,1847.551,24
450,0.62,-2.33,-0.15,2548.828,2639.358,24
451,-3.22,2.49,-5.33,2548.828,2639.358,24
452,0.68,-5.38,3.14,2539.062,2111.487,24
453,1.17,-1.9,-2.04,2539.062,2111.487,24
454,-2.8,2.55,-3.93,2583.008,4486.909,24
455,4.4,-11.35,2.23,2534.18,1847.551,24
456,1.78,4.93,1.13,2539.062,2111.487,24
457,0.8,-2.33,6.68,2558.594,3167.229,24
458,3.36,-4.04,2.05,2529.297,1583.615,24
459,-3.83,7.06,-3.99,2529.297,1583.615,24
460,2.93,-4.46,8.08,2543.945,2375.422,24
461,1.47,-1.05,1.31,2553.711,2903.294,24
462,-2.55,3.83,-2.53,2548.828,2639.358,24
463,2.93,-3.18,7.29,2587.891,4750.845,24
464,2.75,-0.93,1.07,2558.594,3167.229,24
465,-3.04,2.12,-4.6,2543.945,2375.422,24
466,1.17,-2.82,1.8,2534.18,1847.551,24
467,-2.55,2.55,-4.66,2539.062,2111.487,24
468,-1.4,3.22,-3.01,2534.18,1847.551,24
469,2.93,-2.82,4.12,2548.828,2639.358,24
470,0.13,5.66,0.34,2519.531,1055.743,24
471,-1.21,2.49,1.74,2543.945,2375.422,24
472,0.74,-3.43,2.35,2543.945,2375.422,24
473,-3.1,5.41,-0.03,2534.18,1847.551,24
474,0.5,-2.21,1.68,2543.945,2375.422,24
475,1.96,-3.06,1.86,2548.828,2639.358,24
476,-0.3,4.07,3.75,2543.945,2375.422,24
477,-0.3,-0.56,0.95,2558.594,3167.229,24
478,1.65,-3.67,-0.64,2539.062,2111.487,24
479,-0.54,2.61,-2.1,2539.062,2111.487,24
480,4.28,-6.05,4.85,2548.828,2639.358,24
481,1.41,4.5,-0.88,2568.359,3695.101,24
482,-3.53,6.45,-4.97,2534.18,1847.551,24
483,4.15,-8.67,1.44,2529.297,1583.615,24
484,-2.43,7.18,-2.04,2529.297,1583.615,24
485,-5.05,0.78,-5.21,2539.062,2111.487,24
486,0.5,-4.89,0.03,2534.18,1847.551,24
487,-4.5,6.33,-4.78,2534.18,1847.551,24
488,1.1,-4.77,6.07,2529.297,1583.615,24
489,4.64,-10.07,7.17,2548.828,2639.358,24
490,-3.22,7.61,-2.59,2543.945,2375.422,24
491,1.1,-3.18,0.52,2563.477,3431.166,24
492,3.06,-5.5,3.94,2543.945,2375.422,24
493,-3.47,5.41,-3.26,2553.711,2903.294,24
494,1.59,-3.67,3.33,2568.359,3695.101,24
495,1.35,-1.9,-2.16,2563.477,3431.166,24
496,-2,2.91,-3.08,2543.945,2375.422,24
497,4.15,-7.51,3.14,2548.828,2639.358,24
498,-2.55,5.41,-5.51,2563.477,3431.166,24
499,-0.91,2.73,-1.92,2548.828,2639.358,24
500,5.68,-6.41,4.55,2524.414,1319.679,24
501,1.17,2.12,1.5,2558.594,3167.229,24
502,-3.47,2.85,-3.26,2543.945,2375.422,24
503,2.08,-4.46,2.66,2539.062,2111.487,24
504,-2.19,5.78,2.72,2548.828,2639.358,24
505,1.78,-0.38,4.67,2548.828,2639.358,24
506,0.62,-0.99,1.8,2534.18,1847.551,24
507,-2,4.68,-1.37,2553.711,2903.294,24
508,-1.03,0.54,1.68,2553.711,2903.294,24
