,0
363,"['-3.12', '3.55', '-3.94', '2583.008', '4486.909', '30.00']"
364,"['-5.69', '8.61', '-3.64', '2558.594', '3167.229', '30.00']"
365,"['-2.09', '5.02', '-2.36', '2583.008', '4486.909', '30.00']"
366,"['0.29', '0.38', '2.34', '2597.656', '5278.716', '30.00']"
367,"['1.51', '0.38', '2.89', '2587.891', '4750.845', '30.00']"
368,"['5.35', '-4.01', '6.67', '2563.477', '3431.166', '30.00']"
369,"['4.44', '-6.26', '2.83', '2602.539', '5542.652', '30.00']"
370,"['-1.11', '1.72', '1.06', '2558.594', '3167.229', '30.00']"
371,"['-2.45', '3.67', '-0.53', '2548.828', '2639.358', '30.00']"
372,"['-5.01', '3.49', '-5.28', '2578.125', '4222.973', '30.00']"
373,"['-5.26', '7.76', '-6.62', '2583.008', '4486.909', '30.00']"
374,"['-3.31', '8.86', '-3.51', '2583.008', '4486.909', '30.00']"
375,"['-0.56', '1.60', '0.14', '2587.891', '4750.845', '30.00']"
376,"['1.39', '2.39', '2.16', '2558.594', '3167.229', '30.00']"
377,"['0.05', '-4.98', '0.20', '2583.008', '4486.909', '30.00']"
378,"['0.41', '-3.40', '-0.04', '2578.125', '4222.973', '30.00']"
379,"['4.07', '-7.30', '3.19', '2573.242', '3959.037', '30.00']"
380,"['1.75', '-2.36', '1.00', '2597.656', '5278.716', '30.00']"
381,"['1.69', '-4.80', '7.03', '2563.477', '3431.166', '30.00']"
382,"['-1.90', '0.26', '-2.48', '2568.359', '3695.101', '30.00']"
383,"['-1.36', '-0.90', '-4.86', '2548.828', '2639.358', '30.00']"
384,"['-4.04', '2.82', '-7.66', '2573.242', '3959.037', '30.00']"
385,"['-1.11', '5.02', '-2.54', '2563.477', '3431.166', '30.00']"
386,"['1.39', '1.97', '-2.48', '2563.477', '3431.166', '30.00']"
387,"['-0.26', '5.26', '5.33', '2568.359', '3695.101', '30.00']"
388,"['2.06', '-2.24', '2.58', '2578.125', '4222.973', '30.00']"
389,"['1.51', '-2.61', '6.12', '2558.594', '3167.229', '30.00']"
390,"['2.67', '-7.12', '3.68', '2587.891', '4750.845', '30.00']"
391,"['-0.81', '2.76', '1.36', '2583.008', '4486.909', '30.00']"
392,"['-2.39', '8.43', '-4.73', '2583.008', '4486.909', '30.00']"
393,"['-4.53', '-1.08', '-4.98', '2563.477', '3431.166', '30.00']"
394,"['-5.14', '9.41', '-4.12', '2587.891', '4750.845', '30.00']"
395,"['-0.81', '3.80', '-0.10', '2568.359', '3695.101', '30.00']"
396,"['1.45', '-2.18', '0.69', '2573.242', '3959.037', '30.00']"
397,"['1.14', '-2.24', '3.68', '2592.773', '5014.780', '30.00']"
398,"['1.14', '-3.52', '2.95', '2602.539', '5542.652', '30.00']"
399,"['2.85', '-4.19', '1.73', '2578.125', '4222.973', '30.00']"
400,"['1.51', '-4.68', '0.69', '2597.656', '5278.716', '30.00']"
401,"['-1.11', '3.43', '2.22', '2578.125', '4222.973', '30.00']"
402,"['-0.01', '-0.90', '-2.42', '2578.125', '4222.973', '30.00']"
403,"['-3.25', '5.02', '-3.45', '2607.422', '5806.588', '30.00']"
404,"['-6.11', '10.32', '-6.81', '2592.773', '5014.780', '30.00']"
405,"['-2.33', '3.06', '-5.59', '2568.359', '3695.101', '30.00']"
406,"['0.47', '-6.69', '-0.22', '2578.125', '4222.973', '30.00']"
407,"['5.35', '-7.06', '7.03', '2578.125', '4222.973', '30.00']"
408,"['7.24', '-11.08', '9.47', '2573.242', '3959.037', '30.00']"
409,"['1.94', '-6.81', '3.13', '2583.008', '4486.909', '30.00']"
410,"['-2.21', '-0.05', '-2.30', '2587.891', '4750.845', '30.00']"
411,"['-2.88', '8.37', '-7.11', '2568.359', '3695.101', '30.00']"
412,"['-2.51', '2.76', '-4.92', '2578.125', '4222.973', '30.00']"
413,"['0.11', '-4.62', '0.33', '2602.539', '5542.652', '30.00']"
414,"['-0.62', '3.43', '0.14', '2563.477', '3431.166', '30.00']"
415,"['0.96', '3.55', '-3.21', '2573.242', '3959.037', '30.00']"
416,"['0.60', '-0.84', '-2.84', '2568.359', '3695.101', '30.00']"
417,"['0.66', '1.97', '1.06', '2573.242', '3959.037', '30.00']"
418,"['2.91', '-3.09', '3.68', '2548.828', '2639.358', '30.00']"
419,"['3.22', '-3.95', '5.88', '2578.125', '4222.973', '30.00']"
420,"['4.38', '-6.87', '5.51', '2597.656', '5278.716', '30.00']"
421,"['-1.66', '1.48', '-0.40', '2563.477', '3431.166', '30.00']"
422,"['-2.33', '1.60', '-5.22', '2548.828', '2639.358', '30.00']"
423,"['-5.14', '5.69', '-7.66', '2578.125', '4222.973', '30.00']"
424,"['-3.61', '8.74', '-6.62', '2568.359', '3695.101', '30.00']"
425,"['-1.84', '7.76', '-3.76', '2558.594', '3167.229', '30.00']"
426,"['-0.87', '2.21', '-2.42', '2558.594', '3167.229', '30.00']"
427,"['0.11', '-1.57', '-3.21', '2548.828', '2639.358', '30.00']"
428,"['5.17', '-9.86', '5.33', '2612.305', '6070.524', '30.00']"
429,"['7.49', '-4.68', '4.35', '2578.125', '4222.973', '30.00']"
430,"['4.62', '-3.09', '5.08', '2568.359', '3695.101', '30.00']"
431,"['3.16', '-2.61', '2.16', '2543.945', '2375.422', '30.00']"
432,"['2.00', '-6.69', '1.55', '2568.359', '3695.101', '30.00']"
433,"['-0.75', '-1.39', '-0.10', '2563.477', '3431.166', '30.00']"
434,"['1.20', '-2.79', '6.97', '2563.477', '3431.166', '30.00']"
435,"['-3.73', '10.08', '-3.58', '2553.711', '2903.294', '30.00']"
436,"['-1.66', '0.81', '-4.31', '2558.594', '3167.229', '30.00']"
437,"['-5.08', '8.92', '-10.16', '2592.773', '5014.780', '30.00']"
438,"['-4.04', '7.45', '-5.71', '2563.477', '3431.166', '30.00']"
439,"['-4.28', '8.74', '-2.17', '2563.477', '3431.166', '30.00']"
440,"['-5.01', '10.44', '-5.22', '2568.359', '3695.101', '30.00']"
441,"['0.17', '-1.08', '-0.47', '2568.359', '3695.101', '30.00']"
442,"['1.27', '-4.07', '-1.01', '2548.828', '2639.358', '30.00']"
443,"['6.88', '-8.70', '9.17', '2573.242', '3959.037', '30.00']"
444,"['3.52', '-4.98', '2.64', '2568.359', '3695.101', '30.00']"
445,"['3.22', '-2.42', '4.29', '2548.828', '2639.358', '30.00']"
446,"['5.41', '-8.83', '4.84', '2563.477', '3431.166', '30.00']"
447,"['1.08', '-5.11', '1.73', '2592.773', '5014.780', '30.00']"
448,"['-0.14', '-2.91', '2.03', '2583.008', '4486.909', '30.00']"
449,"['-3.92', '4.65', '-0.77', '2583.008', '4486.909', '30.00']"
450,"['-2.45', '2.76', '-4.98', '2573.242', '3959.037', '30.00']"
451,"['-1.66', '2.33', '-4.19', '2587.891', '4750.845', '30.00']"
452,"['-0.20', '0.02', '4.23', '2587.891', '4750.845', '30.00']"
453,"['-3.49', '5.93', '-3.70', '2558.594', '3167.229', '30.00']"
454,"['-3.49', '7.64', '-3.94', '2568.359', '3695.101', '30.00']"
455,"['-2.15', '0.38', '-6.62', '2583.008', '4486.909', '30.00']"
456,"['1.57', '-2.36', '1.42', '2568.359', '3695.101', '30.00']"
457,"['1.33', '-4.56', '3.13', '2568.359', '3695.101', '30.00']"
458,"['2.67', '-5.35', '6.36', '2587.891', '4750.845', '30.00']"
459,"['5.23', '-1.87', '5.81', '2568.359', '3695.101', '30.00']"
460,"['4.86', '-8.09', '2.58', '2563.477', '3431.166', '30.00']"
461,"['0.29', '-2.18', '3.92', '2597.656', '5278.716', '30.00']"
462,"['-0.50', '0.81', '1.55', '2592.773', '5014.780', '30.00']"
463,"['-2.03', '1.30', '0.20', '2568.359', '3695.101', '30.00']"
464,"['-3.98', '4.77', '-8.51', '2558.594', '3167.229', '30.00']"
465,"['-4.34', '4.83', '-5.34', '2563.477', '3431.166', '30.00']"
466,"['-2.76', '1.97', '-5.71', '2587.891', '4750.845', '30.00']"
467,"['1.94', '1.36', '2.40', '2563.477', '3431.166', '30.00']"
468,"['3.89', '0.56', '-2.11', '2563.477', '3431.166', '30.00']"
469,"['0.05', '2.70', '-0.59', '2578.125', '4222.973', '30.00']"
470,"['2.24', '-3.52', '-0.04', '2563.477', '3431.166', '30.00']"
471,"['3.03', '-2.97', '4.78', '2563.477', '3431.166', '30.00']"
472,"['3.40', '-7.91', '5.39', '2578.125', '4222.973', '30.00']"
473,"['4.31', '-13.64', '3.68', '2607.422', '5806.588', '30.00']"
474,"['-0.32', '-0.17', '1.61', '2573.242', '3959.037', '30.00']"
475,"['-1.48', '3.80', '-0.77', '2568.359', '3695.101', '30.00']"
476,"['-3.06', '6.78', '-2.11', '2558.594', '3167.229', '30.00']"
477,"['-1.60', '2.15', '-3.09', '2578.125', '4222.973', '30.00']"
478,"['-0.50', '2.33', '-3.82', '2583.008', '4486.909', '30.00']"
479,"['-1.54', '5.81', '-1.75', '2558.594', '3167.229', '30.00']"
480,"['-0.81', '0.69', '-2.60', '2558.594', '3167.229', '30.00']"
481,"['0.35', '-2.06', '1.06', '2558.594', '3167.229', '30.00']"
482,"['4.13', '-4.68', '6.79', '2573.242', '3959.037', '30.00']"
483,"['1.20', '-0.23', '4.66', '2578.125', '4222.973', '30.00']"
484,"['-1.17', '3.61', '-0.65', '2558.594', '3167.229', '30.00']"
485,"['2.24', '-3.28', '0.75', '2563.477', '3431.166', '30.00']"
486,"['1.94', '-7.36', '4.23', '2548.828', '2639.358', '30.00']"
487,"['-0.99', '-5.23', '3.80', '2592.773', '5014.780', '30.00']"
488,"['-2.21', '0.32', '1.24', '2553.711', '2903.294', '30.00']"
489,"['-1.23', '1.66', '-2.97', '2543.945', '2375.422', '30.00']"
490,"['-0.01', '-0.41', '-3.09', '2563.477', '3431.166', '30.00']"
491,"['-3.92', '6.97', '-4.61', '2563.477', '3431.166', '30.00']"
492,"['-4.95', '6.54', '-3.64', '2573.242', '3959.037', '30.00']"
493,"['-6.17', '10.44', '-12.05', '2553.711', '2903.294', '30.00']"
494,"['-0.69', '-3.40', '-0.71', '2543.945', '2375.422', '30.00']"
495,"['2.49', '-4.68', '0.81', '2539.062', '2111.487', '30.00']"
496,"['5.35', '-5.41', '8.74', '2573.242', '3959.037', '30.00']"
497,"['3.03', '-1.87', '5.02', '2573.242', '3959.037', '30.00']"
498,"['5.96', '-6.51', '4.17', '2534.180', '1847.551', '30.00']"
499,"['-1.23', '1.48', '-4.98', '2553.711', '2903.294', '30.00']"
500,"['-1.60', '-1.51', '-0.47', '2563.477', '3431.166', '30.00']"
501,"['-2.33', '2.82', '-0.89', '2558.594', '3167.229', '30.00']"
502,"['0.35', '7.09', '-1.81', '2558.594', '3167.229', '30.00']"
503,"['-0.38', '3.61', '-2.48', '2558.594', '3167.229', '30.00']"
504,"['-2.33', '6.05', '-5.71', '2578.125', '4222.973', '30.00']"
505,"['-3.49', '4.65', '3.62', '2583.008', '4486.909', '30.00']"
506,"['-3.49', '11.78', '-1.44', '2548.828', '2639.358', '30.00']"
507,"['-3.06', '6.66', '-3.64', '2548.828', '2639.358', '30.00']"
508,"['-5.56', '12.33', '-10.22', '2543.945', '2375.422', '30.00']"
509,"['1.39', '0.99', '-0.28', '2553.711', '2903.294', '30.00']"
510,"['-0.56', '0.32', '-3.15', '2553.711', '2903.294', '30.00']"
511,"['2.06', '-2.73', '-1.99', '2573.242', '3959.037', '30.00']"
512,"['3.28', '-4.01', '3.07', '2568.359', '3695.101', '30.00']"
513,"['-0.69', '-0.41', '2.83', '2568.359', '3695.101', '30.00']"
514,"['7.55', '-11.45', '11.79', '2553.711', '2903.294', '31.00']"
515,"['4.86', '-5.90', '3.99', '2553.711', '2903.294', '31.00']"
516,"['5.47', '-5.17', '4.53', '2543.945', '2375.422', '31.00']"
517,"['8.10', '-11.94', '12.89', '2583.008', '4486.909', '30.00']"
518,"['1.94', '-6.69', '1.36', '2587.891', '4750.845', '30.00']"
519,"['0.90', '-2.06', '4.84', '2583.008', '4486.909', '31.00']"
520,"['3.10', '-4.01', '2.10', '2578.125', '4222.973', '30.00']"
521,"['-1.72', '2.76', '-1.50', '2558.594', '3167.229', '31.00']"
522,"['-1.48', '5.02', '-0.65', '2553.711', '2903.294', '31.00']"
523,"['-4.95', '6.97', '-10.04', '2568.359', '3695.101', '31.00']"
524,"['-2.45', '-0.05', '-5.47', '2553.711', '2903.294', '31.00']"
525,"['-1.78', '3.98', '-3.09', '2563.477', '3431.166', '31.00']"
526,"['-3.67', '8.49', '-4.31', '2583.008', '4486.909', '31.00']"
527,"['-4.04', '7.15', '-4.49', '2563.477', '3431.166', '31.00']"
528,"['-3.37', '5.26', '-4.92', '2597.656', '5278.716', '31.00']"
529,"['-1.78', '8.19', '1.30', '2573.242', '3959.037', '31.00']"
530,"['-3.06', '5.50', '-3.94', '2583.008', '4486.909', '31.00']"
531,"['-1.05', '8.37', '-3.64', '2553.711', '2903.294', '31.00']"
532,"['-0.50', '5.44', '-0.71', '2587.891', '4750.845', '31.00']"
533,"['1.51', '-2.24', '-1.01', '2583.008', '4486.909', '31.00']"
534,"['4.68', '-9.98', '1.24', '2583.008', '4486.909', '31.00']"
535,"['0.17', '-1.14', '-2.05', '2587.891', '4750.845', '31.00']"
536,"['1.63', '-0.78', '3.86', '2583.008', '4486.909', '31.00']"
537,"['2.55', '-4.13', '4.78', '2597.656', '5278.716', '31.00']"
538,"['0.17', '-2.18', '1.73', '2583.008', '4486.909', '31.00']"
539,"['2.85', '-6.63', '3.99', '2568.359', '3695.101', '31.00']"
540,"['-0.87', '-4.13', '1.61', '2578.125', '4222.973', '31.00']"
541,"['0.47', '-2.12', '6.30', '2587.891', '4750.845', '31.00']"
542,"['-1.97', '0.75', '-1.14', '2587.891', '4750.845', '31.00']"
543,"['-5.14', '8.43', '-1.56', '2583.008', '4486.909', '31.00']"
544,"['-1.36', '9.22', '-3.88', '2568.359', '3695.101', '31.00']"
545,"['-3.37', '6.60', '-3.39', '2607.422', '5806.588', '31.00']"
546,"['-2.27', '5.56', '-2.66', '2568.359', '3695.101', '31.00']"
547,"['-1.11', '4.77', '0.08', '2568.359', '3695.101', '31.00']"
548,"['-1.17', '4.83', '0.08', '2553.711', '2903.294', '31.00']"
549,"['0.47', '-0.78', '-0.65', '2573.242', '3959.037', '31.00']"
550,"['1.20', '0.26', '0.63', '2592.773', '5014.780', '31.00']"
551,"['0.66', '-0.17', '1.91', '2573.242', '3959.037', '31.00']"
552,"['0.23', '1.78', '0.69', '2568.359', '3695.101', '31.00']"
553,"['0.78', '1.05', '0.57', '2568.359', '3695.101', '31.00']"
554,"['4.92', '-6.45', '1.91', '2573.242', '3959.037', '31.00']"
555,"['2.30', '-7.79', '3.44', '2573.242', '3959.037', '31.00']"
556,"['-0.62', '-2.61', '4.72', '2578.125', '4222.973', '31.00']"
557,"['0.60', '0.81', '2.03', '2583.008', '4486.909', '31.00']"
558,"['1.51', '-3.95', '5.81', '2592.773', '5014.780', '31.00']"
559,"['-1.48', '6.54', '-0.16', '2563.477', '3431.166', '31.00']"
560,"['-3.19', '4.77', '-3.45', '2568.359', '3695.101', '31.00']"
561,"['1.39', '-1.94', '-2.78', '2573.242', '3959.037', '31.00']"
562,"['-1.90', '3.74', '-2.11', '2597.656', '5278.716', '31.00']"
563,"['-5.01', '4.59', '-6.99', '2587.891', '4750.845', '31.00']"
564,"['-6.90', '11.66', '-9.12', '2583.008', '4486.909', '31.00']"
565,"['1.33', '2.33', '-2.17', '2563.477', '3431.166', '31.00']"
566,"['-0.14', '3.25', '-2.23', '2563.477', '3431.166', '31.00']"
567,"['1.69', '-4.62', '2.83', '2578.125', '4222.973', '31.00']"
568,"['-0.32', '-0.47', '3.25', '2573.242', '3959.037', '31.00']"
569,"['1.51', '-3.83', '4.17', '2568.359', '3695.101', '31.00']"
570,"['-1.11', '4.28', '-0.77', '2568.359', '3695.101', '31.00']"
571,"['5.72', '-10.41', '5.39', '2573.242', '3959.037', '31.00']"
572,"['3.89', '-7.42', '4.90', '2587.891', '4750.845', '31.00']"
573,"['1.20', '-3.03', '-2.36', '2602.539', '5542.652', '31.00']"
574,"['-0.01', '-1.81', '0.08', '2553.711', '2903.294', '31.00']"
575,"['-2.51', '3.74', '-1.62', '2583.008', '4486.909', '31.00']"
576,"['2.73', '-2.73', '6.79', '2578.125', '4222.973', '31.00']"
577,"['-4.34', '1.97', '-5.89', '2607.422', '5806.588', '31.00']"
578,"['-4.40', '8.61', '-7.30', '2583.008', '4486.909', '31.00']"
579,"['-4.34', '4.22', '-8.33', '2578.125', '4222.973', '31.00']"
580,"['-0.14', '3.92', '-3.39', '2583.008', '4486.909', '31.00']"
581,"['0.11', '-0.05', '-0.71', '2563.477', '3431.166', '31.00']"
582,"['-1.05', '-0.90', '-0.77', '2578.125', '4222.973', '31.00']"
583,"['2.12', '-1.39', '3.92', '2563.477', '3431.166', '31.00']"
584,"['1.88', '-1.63', '4.47', '2573.242', '3959.037', '31.00']"
585,"['4.38', '-5.72', '9.29', '2563.477', '3431.166', '31.00']"
586,"['3.70', '-6.94', '2.64', '2592.773', '5014.780', '31.00']"
587,"['2.79', '-7.67', '3.01', '2539.062', '2111.487', '31.00']"
588,"['-3.25', '0.56', '-7.84', '2568.359', '3695.101', '31.00']"
589,"['-0.69', '1.66', '-0.83', '2543.945', '2375.422', '31.00']"
590,"['-0.93', '0.75', '-2.30', '2548.828', '2639.358', '31.00']"
591,"['-1.78', '-0.29', '-4.92', '2568.359', '3695.101', '31.00']"
592,"['-4.28', '6.17', '-6.50', '2583.008', '4486.909', '31.00']"
593,"['-4.95', '9.47', '-8.64', '2583.008', '4486.909', '31.00']"
594,"['0.41', '3.19', '1.12', '2563.477', '3431.166', '31.00']"
595,"['-1.11', '5.26', '-3.58', '2568.359', '3695.101', '31.00']"
596,"['-2.76', '6.05', '-1.93', '2573.242', '3959.037', '31.00']"
597,"['-1.30', '0.69', '-4.67', '2558.594', '3167.229', '31.00']"
598,"['1.08', '-5.59', '0.45', '2587.891', '4750.845', '31.00']"
599,"['3.64', '-5.59', '4.53', '2578.125', '4222.973', '31.00']"
600,"['7.12', '-9.68', '8.62', '2553.711', '2903.294', '31.00']"
601,"['5.41', '-9.19', '5.39', '2558.594', '3167.229', '31.00']"
602,"['0.41', '-0.90', '2.58', '2553.711', '2903.294', '31.00']"
603,"['0.96', '-1.02', '1.91', '2558.594', '3167.229', '31.00']"
604,"['-0.38', '-0.53', '0.57', '2558.594', '3167.229', '31.00']"
605,"['-0.99', '1.97', '0.27', '2558.594', '3167.229', '31.00']"
606,"['-1.78', '3.67', '-9.25', '2573.242', '3959.037', '31.00']"
607,"['-3.00', '5.14', '-2.90', '2578.125', '4222.973', '31.00']"
608,"['0.05', '-2.18', '-0.77', '2563.477', '3431.166', '31.00']"
609,"['-1.48', '6.11', '-0.10', '2587.891', '4750.845', '31.00']"
610,"['-1.72', '6.05', '-2.17', '2558.594', '3167.229', '31.00']"
611,"['1.27', '-0.05', '-3.64', '2543.945', '2375.422', '31.00']"
612,"['2.97', '-4.37', '1.55', '2563.477', '3431.166', '31.00']"
613,"['1.51', '-3.22', '0.75', '2568.359', '3695.101', '31.00']"
614,"['0.35', '3.55', '-2.11', '2573.242', '3959.037', '31.00']"
615,"['1.51', '-2.30', '1.06', '2543.945', '2375.422', '31.00']"
616,"['4.13', '-5.72', '1.42', '2539.062', '2111.487', '31.00']"
617,"['3.89', '-7.12', '8.13', '2573.242', '3959.037', '31.00']"
618,"['-0.87', '1.05', '3.68', '2578.125', '4222.973', '31.00']"
619,"['-1.42', '2.39', '0.33', '2578.125', '4222.973', '31.00']"
620,"['-2.09', '3.61', '-4.92', '2553.711', '2903.294', '31.00']"
621,"['-1.84', '2.82', '-4.67', '2563.477', '3431.166', '31.00']"
622,"['-4.28', '6.30', '-6.20', '2563.477', '3431.166', '31.00']"
623,"['-3.61', '12.21', '-4.80', '2583.008', '4486.909', '31.00']"
624,"['-0.81', '1.11', '0.39', '2558.594', '3167.229', '31.00']"
625,"['2.61', '-7.97', '-0.77', '2563.477', '3431.166', '31.00']"
626,"['4.86', '-7.91', '8.56', '2573.242', '3959.037', '31.00']"
627,"['1.94', '0.26', '5.88', '2548.828', '2639.358', '31.00']"
628,"['6.02', '-6.63', '3.80', '2539.062', '2111.487', '31.00']"
629,"['0.90', '2.03', '-3.33', '2578.125', '4222.973', '31.00']"
630,"['1.75', '0.32', '1.85', '2587.891', '4750.845', '31.00']"
631,"['-1.36', '-2.12', '-1.75', '2558.594', '3167.229', '31.00']"
632,"['0.53', '1.78', '3.62', '2568.359', '3695.101', '31.00']"
633,"['0.47', '-0.78', '-0.40', '2553.711', '2903.294', '31.00']"
634,"['-4.71', '6.66', '-7.23', '2573.242', '3959.037', '31.00']"
635,"['-4.71', '6.78', '-11.99', '2597.656', '5278.716', '31.00']"
636,"['-1.66', '3.19', '-5.22', '2553.711', '2903.294', '31.00']"
637,"['0.23', '0.93', '-0.77', '2548.828', '2639.358', '31.00']"
638,"['2.06', '-5.65', '5.75', '2592.773', '5014.780', '31.00']"
639,"['3.64', '-4.92', '6.49', '2553.711', '2903.294', '31.00']"
640,"['3.34', '-2.91', '4.53', '2592.773', '5014.780', '31.00']"
641,"['5.11', '-7.12', '3.62', '2578.125', '4222.973', '31.00']"
642,"['2.55', '-6.45', '2.95', '2558.594', '3167.229', '31.00']"
643,"['1.33', '-2.55', '1.91', '2578.125', '4222.973', '31.00']"
644,"['-2.39', '2.88', '-5.77', '2558.594', '3167.229', '31.00']"
645,"['-1.36', '0.99', '-2.42', '2548.828', '2639.358', '31.00']"
646,"['-3.00', '0.38', '-3.82', '2563.477', '3431.166', '31.00']"
647,"['-1.17', '2.64', '-0.28', '2578.125', '4222.973', '31.00']"
648,"['-3.55', '4.35', '-4.37', '2573.242', '3959.037', '31.00']"
649,"['-5.62', '8.67', '-6.99', '2573.242', '3959.037', '31.00']"
650,"['0.72', '0.14', '4.29', '2563.477', '3431.166', '31.00']"
651,"['-1.30', '4.83', '-2.66', '2558.594', '3167.229', '31.00']"
652,"['-1.54', '7.03', '-2.54', '2568.359', '3695.101', '31.00']"
653,"['0.23', '-2.79', '-6.62', '2563.477', '3431.166', '31.00']"
654,"['0.72', '-4.62', '1.61', '2587.891', '4750.845', '31.00']"
655,"['0.66', '-0.72', '2.10', '2587.891', '4750.845', '31.00']"
656,"['2.67', '-1.02', '6.61', '2583.008', '4486.909', '31.00']"
657,"['5.05', '-5.05', '4.60', '2558.594', '3167.229', '31.00']"
658,"['5.11', '-7.18', '6.12', '2539.062', '2111.487', '31.00']"
659,"['2.85', '-5.59', '10.51', '2583.008', '4486.909', '31.00']"
660,"['-0.81', '-2.24', '0.94', '2578.125', '4222.973', '31.00']"
661,"['-0.87', '0.32', '1.24', '2568.359', '3695.101', '31.00']"
662,"['-4.34', '9.53', '-6.99', '2558.594', '3167.229', '31.00']"
663,"['-1.05', '2.88', '-2.78', '2548.828', '2639.358', '31.00']"
664,"['-3.86', '3.06', '-5.89', '2573.242', '3959.037', '31.00']"
665,"['-3.43', '5.87', '-4.00', '2558.594', '3167.229', '31.00']"
666,"['-5.50', '7.52', '-5.59', '2553.711', '2903.294', '31.00']"
667,"['-4.71', '2.64', '-3.15', '2558.594', '3167.229', '31.00']"
668,"['0.84', '2.58', '2.64', '2573.242', '3959.037', '31.00']"
669,"['0.60', '-0.17', '-3.76', '2548.828', '2639.358', '31.00']"
670,"['-2.21', '8.80', '-6.20', '2573.242', '3959.037', '31.00']"
671,"['0.05', '0.69', '-0.53', '2558.594', '3167.229', '31.00']"
672,"['2.67', '-4.25', '2.34', '2558.594', '3167.229', '31.00']"
673,"['1.63', '-0.17', '0.81', '2568.359', '3695.101', '31.00']"
674,"['3.03', '2.33', '6.18', '2578.125', '4222.973', '31.00']"
675,"['-0.44', '-2.36', '2.52', '2568.359', '3695.101', '31.00']"
676,"['4.80', '-5.29', '5.57', '2568.359', '3695.101', '31.00']"
677,"['2.36', '0.02', '5.20', '2568.359', '3695.101', '31.00']"
