0,1,2,3
7.24,-0.47,7.51,-1.31968
7.00,-8.33,9.65,-0.79181
4.01,-7.48,3.86,-0.26394
2.12,-8.88,1.11,0.79181
-3.07,2.70,-2.79,-1.31968
-2.82,7.70,-4.25,0.52787
0.47,10.08,1.23,0.52787
3.28,6.54,-2.18,0.52787
1.32,0.45,1.54,0.00000
3.52,-1.32,5.38,-0.26394
7.36,-4.98,12.03,-0.52787
0.53,-6.81,7.88,0.79181
5.10,-12.66,4.40,-0.79181
5.47,-8.09,2.03,-0.52787
-5.08,7.70,-8.28,0.00000
-1.36,-7.24,6.05,0.00000
2.97,-7.85,4.89,0.00000
-1.48,-6.69,-2.85,-0.79181
1.93,-13.58,3.00,-0.52787
2.54,-14.37,6.36,-0.52787
-1.42,-10.35,-0.60,0.52787
-1.60,-9.74,2.94,-0.79181
-4.59,-6.44,2.09,-1.05574
-3.68,3.62,-7.36,-1.05574
-1.30,12.82,-3.52,0.00000
1.02,-4.49,3.19,-0.79181
1.32,-3.64,8.98,-0.52787
-4.83,-8.70,-2.30,0.26394
5.10,-13.33,4.34,0.26394
3.28,-11.87,3.12,-0.52787
0.78,-8.94,7.76,1.31968
2.12,1.12,-1.33,1.31968
-3.31,7.76,-8.70,-0.52787
-3.74,12.52,-6.63,-0.79181
2.79,6.24,1.30,-1.05574
0.96,-5.22,2.88,0.00000
3.03,-2.60,5.81,-0.52787
-4.65,-5.59,-2.55,0.00000
8.95,-4.55,11.11,-0.26394
1.02,-6.08,6.11,0.00000
2.00,-4.80,0.81,-0.52787
2.30,-6.57,6.17,0.26394
3.64,-0.35,-0.47,-0.52787
1.93,5.63,-7.24,0.26394
-0.57,9.78,-1.33,-0.79181
-0.32,11.06,0.99,-0.26394
-3.68,12.64,-7.12,0.26394
-3.25,2.82,4.04,0.26394
-2.15,6.54,-7.42,0.26394
-2.15,-0.41,-1.08,0.79181
3.34,-3.27,8.25,-0.52787
-3.43,4.47,-7.24,-1.05574
-1.60,-1.69,2.33,0.26394
3.95,-7.97,7.76,-0.52787
-7.15,2.09,-6.94,-0.79181
-1.54,5.26,-4.99,-1.05574
-0.08,3.07,-1.45,1.05574
0.59,7.58,-2.18,1.31968
-1.91,-7.79,0.38,0.26394
4.92,-11.08,6.90,-0.26394
8.95,-10.29,8.00,-0.79181
1.51,-13.88,1.78,0.79181
3.34,-6.93,5.69,0.26394
2.06,-4.68,6.05,0.00000
3.76,-1.20,9.53,-0.79181
-1.05,-5.47,6.48,-0.79181
5.04,-4.74,8.98,0.00000
4.01,-7.79,9.28,0.52787
2.67,2.40,-2.00,-1.31968
-7.27,10.81,-8.89,-0.52787
-4.04,10.75,-7.85,0.79181
-4.22,11.12,-3.34,0.00000
-0.32,1.60,-4.31,-1.58361
10.17,-9.37,9.95,0.52787
6.39,-8.76,9.22,0.00000
1.20,-5.16,8.73,0.26394
-5.69,-5.35,-0.35,0.00000
6.39,-3.46,4.83,0.00000
-1.18,9.29,-5.90,0.00000
-0.69,5.75,-7.42,0.79181
-0.02,2.15,3.98,-0.79181
-2.15,2.89,-1.45,0.00000
-0.38,-5.53,3.06,0.52787
1.75,-10.65,0.38,-0.52787
6.26,-8.88,4.40,-0.52787
0.53,-5.04,9.16,0.26394
2.00,-4.49,7.21,1.05574
-2.46,-3.03,-2.42,0.00000
0.10,8.98,0.81,-0.52787
-8.13,11.60,-8.95,2.37542
-1.66,0.26,-2.91,-0.26394
-0.26,3.62,-7.30,-0.52787
1.39,3.68,-6.81,-0.26394
-2.15,6.42,0.99,0.79181
-1.72,10.39,-8.46,-0.26394
-0.93,4.78,-2.49,-0.52787
-2.27,10.26,-1.02,-1.05574
2.00,7.82,-0.66,-1.31968
-2.64,7.34,-3.46,1.58361
-0.63,-0.16,-1.02,-0.52787
-1.66,1.67,-8.46,-2.11149
-2.27,4.23,-2.42,-1.05574
-2.82,-0.35,-1.94,0.26394
0.35,-17.24,3.37,-1.05574
4.62,-3.76,6.17,-0.26394
6.08,-2.91,5.93,0.52787
0.04,-3.94,0.08,0.79181
4.07,-4.00,10.93,-1.31968
2.30,-3.88,4.04,-1.05574
-4.96,-5.53,-4.99,-0.26394
4.98,-5.90,5.69,-0.52787
0.71,-7.11,8.61,0.52787
5.78,-3.46,1.90,-0.26394
4.62,-2.72,7.33,-0.79181
0.47,-8.88,8.73,0.52787
2.18,4.90,-2.73,-0.52787
4.50,-9.55,9.65,-0.52787
-2.33,-5.29,0.32,-0.26394
-5.32,-3.76,-3.58,-0.26394
-7.21,4.04,-5.72,0.52787
0.41,5.02,-1.88,-1.31968
-0.38,2.52,-4.07,-2.11149
3.40,9.23,0.75,0.52787
-4.59,10.81,-4.74,0.00000
-3.13,9.04,-2.36,0.79181
-6.72,12.70,-9.56,-0.52787
1.63,11.36,-1.39,0.00000
1.51,7.64,1.60,-0.52787
-0.08,12.95,-2.18,0.52787
-8.07,15.20,-8.03,-0.26394
-4.65,8.19,-1.27,0.00000
-1.48,7.03,-4.68,-0.52787
-0.87,10.75,-6.51,-0.26394
3.03,0.39,6.17,-0.52787
-0.20,10.75,-2.61,0.26394
2.73,17.15,-6.51,0.00000
-1.91,5.57,0.69,0.79181
5.47,2.70,3.06,-1.31968
2.60,-0.53,1.42,-1.05574
2.67,6.18,1.30,-1.31968
-0.50,-6.69,3.12,0.52787
3.52,0.87,4.16,0.00000
-2.82,-0.53,-2.91,0.79181
5.65,-8.52,8.55,-0.79181
1.69,-5.10,3.06,0.26394
2.12,-2.48,-1.63,0.52787
5.65,-6.08,2.70,0.79181
4.25,-0.59,-0.17,0.00000
4.62,6.48,-2.61,-1.05574
-3.19,11.48,-7.36,-0.26394
-1.05,10.75,-1.75,-1.31968
-2.52,3.31,-6.45,0.52787
3.03,3.62,6.23,-0.26394
-3.07,2.95,-6.94,-0.26394
-1.79,2.28,-0.11,-0.26394
0.23,-7.97,4.89,0.00000
-2.64,-6.50,0.08,0.00000
-2.15,-10.16,3.49,-0.79181
1.08,-5.04,1.90,1.05574
-0.26,-14.68,3.67,0.00000
6.02,-6.99,9.04,-1.58361
2.12,-6.08,7.33,0.00000
0.71,-1.93,-0.11,-0.79181
2.36,-5.22,7.27,-0.79181
3.09,2.46,0.93,0.00000
-0.75,7.15,-10.11,0.26394
7.00,5.45,3.92,0.00000
3.40,-3.15,3.55,-0.79181
3.82,-4.00,10.93,-0.79181
-1.66,-5.22,3.00,0.00000
0.10,-4.61,6.97,-0.52787
2.18,-6.20,6.66,-0.52787
-2.70,-7.79,10.26,-1.05574
3.58,-6.75,5.32,-1.31968
4.92,-8.70,8.98,1.05574
2.97,-5.96,10.26,0.52787
5.78,-10.35,5.99,-0.52787
2.54,-5.29,9.40,-0.79181
-0.93,-5.90,2.33,-0.26394
4.80,-5.71,5.87,-0.79181
1.69,-5.83,6.97,0.79181
3.58,-7.72,10.32,-0.26394
4.37,2.28,-1.39,-0.52787
0.59,-6.26,6.05,-0.52787
4.68,-5.83,3.06,-0.52787
2.97,-12.11,7.64,0.79181
5.29,-9.07,4.95,-0.79181
3.46,-10.35,6.66,-0.52787
-7.09,0.57,-7.79,-0.26394
1.87,6.00,0.32,2.11149
-3.31,7.82,-5.78,-0.26394
-2.21,10.20,-5.05,1.05574
-2.70,12.09,-0.11,0.26394
-1.91,12.15,-3.34,-0.52787
2.67,11.24,2.03,0.52787
-3.07,8.01,0.44,0.00000
-2.82,6.30,-4.31,0.00000
-1.18,5.69,-6.45,0.26394
-4.47,8.19,-7.36,2.11149
-3.74,10.20,-3.28,0.26394
-3.37,6.91,-4.56,0.26394
5.96,8.98,0.56,0.52787
-3.31,10.39,-11.27,0.79181
1.02,10.81,-0.96,-1.31968
4.31,-9.74,7.33,0.26394
2.36,-8.76,2.21,0.52787
-0.75,-10.96,0.20,0.00000
2.00,-10.71,3.43,0.00000
-0.69,-5.77,-2.00,0.26394
2.60,2.52,2.27,-0.26394
-2.40,2.28,-2.97,-0.26394
-4.41,3.31,-1.81,0.26394
2.24,5.57,1.42,-0.26394
6.26,1.85,4.28,0.26394
0.29,-9.25,8.06,0.79181
2.36,-9.19,-1.94,-1.31968
-0.75,-11.08,5.87,-0.52787
-0.57,-6.14,4.59,0.79181
-9.10,11.60,-15.53,0.00000
7.06,-2.42,4.04,-0.79181
0.35,-6.32,6.84,0.26394
4.01,-12.72,11.05,-0.26394
7.67,-14.86,6.66,0.26394
-1.72,2.09,-8.10,-0.26394
-1.30,12.95,0.38,0.52787
5.96,-10.29,14.10,-0.52787
-0.69,-5.29,5.81,0.26394
4.80,-11.50,2.51,-0.52787
1.45,-4.86,-3.52,-0.52787
-1.85,0.26,0.20,-1.05574
-2.09,1.42,-0.53,0.26394
-2.76,-1.50,-3.64,0.79181
4.31,-11.50,7.21,2.11149
-3.00,-7.66,-0.17,-0.26394
-2.09,5.87,-9.07,0.26394
-5.50,10.08,-13.77,1.31968
-0.50,8.25,-6.20,1.31968
-1.54,2.09,-1.14,-0.79181
-4.16,-3.52,4.16,-0.26394
-8.43,-4.98,-2.42,-0.52787
3.15,-10.77,5.62,0.00000
-1.79,-7.18,0.38,-0.52787
2.91,-6.02,5.75,0.26394
3.82,5.26,1.78,-0.52787
-5.44,10.93,-6.88,-1.05574
2.67,-0.71,4.34,0.00000
4.13,2.64,1.90,-0.26394
0.90,-8.40,5.81,1.31968
4.13,-10.35,14.40,1.05574
1.81,-12.85,1.66,-1.58361
-2.58,-10.71,3.43,0.26394
-4.90,-9.07,-2.49,0.26394
-2.46,6.30,-4.92,-1.31968
-2.52,11.67,-2.85,-1.05574
3.46,-3.64,0.14,-0.26394
1.57,-13.03,4.10,0.00000
-3.31,-2.42,0.62,-1.58361
-1.91,3.74,-7.97,-0.52787
3.70,3.31,2.58,1.05574
6.45,6.36,-2.12,-0.79181
1.51,-6.81,9.47,-1.31968
9.01,-13.82,12.64,-0.26394
-1.79,-16.32,5.26,0.79181
-0.44,2.95,-1.69,-1.58361
0.65,4.65,-0.53,0.00000
4.01,9.23,-4.31,0.00000
2.54,-6.32,5.38,0.52787
1.20,-4.68,3.43,0.52787
13.58,-6.14,13.73,-0.26394
-2.64,-10.53,-1.63,-0.52787
-2.03,-0.83,-0.66,-0.26394
-6.36,7.70,-8.83,-0.52787
-8.43,14.23,-6.75,-0.26394
4.62,7.46,-0.47,-0.52787
1.81,-4.92,4.10,-1.05574
2.36,-5.71,5.38,-1.05574
-0.87,-11.08,-0.90,-1.05574
0.96,-10.71,6.05,-0.79181
-7.40,-5.16,-7.49,-1.05574
-5.63,11.18,-7.24,-1.05574
3.21,6.85,-2.67,0.52787
-5.02,1.18,-9.50,0.00000
-0.69,-9.19,4.16,-1.05574
-2.94,-10.10,4.10,0.52787
-1.72,5.08,-3.70,-0.26394
1.26,9.29,0.38,-0.26394
2.18,-5.59,6.36,-0.79181
2.24,-5.59,8.67,-0.26394
7.30,-13.33,9.65,0.00000
4.31,5.45,-0.29,-1.31968
-3.61,11.12,-2.42,-1.84755
2.48,7.58,1.60,-1.31968
2.85,-4.92,6.60,-0.52787
1.32,-7.60,8.12,-0.52787
-1.48,-7.30,4.89,-0.52787
-0.63,4.65,-5.17,0.26394
-3.86,9.23,-4.25,0.79181
-0.63,13.25,-0.78,0.26394
-0.38,3.92,-1.94,0.26394
-4.83,-9.98,-5.66,-0.79181
-2.15,4.59,-7.06,-1.58361
-2.94,6.18,-4.38,1.05574
-1.05,-6.75,-0.05,-0.79181
-1.18,4.29,-1.57,-0.79181
2.73,7.58,-4.86,-1.31968
3.82,-4.86,2.58,-0.79181
-3.13,-3.33,1.30,-0.52787
-0.93,5.75,-4.92,-1.05574
-7.52,11.91,-7.67,-0.26394
3.64,5.93,5.20,-1.05574
2.48,-6.20,6.66,-0.26394
0.71,-3.09,2.70,-1.05574
3.46,-3.88,4.34,-1.31968
-2.27,-6.38,1.48,0.26394
-2.03,9.17,-5.23,0.00000
8.70,-1.87,5.56,-0.79181
10.10,-7.18,9.77,0.26394
-0.99,2.09,0.26,-1.05574
-4.10,6.36,-6.20,-1.05574
4.07,9.84,4.10,-0.79181
4.07,2.09,3.12,-0.79181
4.31,0.75,3.43,-0.26394
12.00,-0.41,9.77,-1.31968
-2.46,-8.88,1.72,0.26394
6.32,-7.85,4.89,-0.79181
-0.75,-6.26,-8.16,-0.52787
7.06,-11.69,5.87,-1.05574
4.62,-11.99,0.99,-1.05574
6.32,-3.27,0.38,-0.79181
-1.72,0.87,-3.58,-0.52787
-0.93,3.43,-8.64,-0.52787
-0.38,9.35,-7.30,-0.52787
-10.75,12.89,-11.94,-0.26394
-1.85,13.49,-1.20,-1.31968
2.67,5.81,1.36,-0.26394
8.15,-1.08,11.54,-1.58361
6.75,-12.97,8.86,0.00000
-3.13,-2.72,2.64,-0.26394
-4.35,6.36,-6.45,-0.52787
-0.63,-1.14,5.44,-1.58361
3.40,-9.49,1.97,-1.05574
-3.92,-13.09,0.14,-1.31968
-1.24,-2.05,1.05,-1.05574
-2.27,7.28,-6.39,1.31968
1.32,-5.35,8.92,0.79181
0.23,-8.27,-3.64,-0.26394
-9.77,-1.75,2.82,-0.79181
-2.52,5.32,-6.27,-0.52787
-2.33,12.15,-5.41,0.00000
0.35,-6.08,2.33,-0.79181
-3.61,-0.10,0.81,-0.79181
-2.21,4.41,-8.22,0.79181
-0.57,13.80,-4.44,-0.52787
2.30,-0.04,3.67,-1.31968
6.75,-8.70,2.88,-0.52787
-8.25,-7.18,-5.23,0.26394
2.36,4.84,-2.24,-1.05574
-2.21,9.59,-8.64,0.52787
-2.03,16.18,-2.42,-0.79181
-1.24,-2.66,-0.23,-0.79181
2.60,-2.60,3.80,-1.31968
3.28,-0.16,0.69,-1.05574
8.40,-4.68,9.53,0.79181
-1.91,-8.21,5.75,0.52787
-0.08,-4.13,7.82,-1.31968
-3.25,-9.07,0.62,-1.31968
-0.38,-16.38,0.38,-1.05574
-2.88,-10.04,1.78,0.52787
-3.25,-7.11,2.39,-0.79181
-0.44,2.64,5.20,-1.31968
-4.90,5.08,-8.77,-0.52787
-0.50,8.19,-5.17,-1.58361
2.54,4.78,-1.88,-1.58361
2.42,9.96,-4.44,0.00000
-0.38,12.82,-0.84,-1.31968
9.01,-2.97,9.89,-1.05574
1.81,-6.20,5.62,-0.79181
4.56,-11.50,2.82,-1.84755
2.54,-12.72,2.70,-0.52787
1.14,2.09,0.69,-1.05574
-1.54,3.56,-7.30,0.26394
-1.54,6.12,-4.38,-1.31968
-4.65,16.48,-11.20,-0.26394
-0.20,2.09,-2.61,-1.31968
6.75,-12.85,4.47,-1.05574
-0.20,-2.97,6.84,-1.31968
-1.11,8.43,-12.73,-1.05574
-3.43,6.85,-1.27,0.52787
-0.87,11.12,-1.94,-0.79181
8.52,-6.69,16.36,0.00000
2.18,-7.85,7.51,0.00000
1.93,-6.26,5.32,-1.05574
-3.25,-4.92,-5.60,-1.05574
4.25,-7.79,5.38,-0.26394
-3.86,-3.64,-0.66,-2.11149
1.02,-3.52,3.67,-1.31968
-3.00,1.91,-4.31,-0.79181
0.65,2.15,-3.64,-0.52787
-2.88,-0.22,-1.63,-1.84755
-5.14,7.21,-11.45,-1.31968
-1.42,9.53,3.80,-0.26394
-2.94,7.34,-2.24,0.52787
1.75,6.79,2.33,-0.52787
-3.00,9.96,1.11,-1.31968
4.07,1.18,0.69,-1.58361
-2.15,-1.26,-1.33,-0.52787
1.32,-7.24,11.84,-0.79181
0.78,-4.49,7.09,-1.31968
3.46,-9.80,10.75,-1.05574
9.43,-15.53,16.29,-1.58361
-4.71,-7.60,3.31,-1.05574
-1.79,-6.63,0.93,0.26394
-10.50,8.68,-13.95,-1.05574
-1.72,2.40,1.78,-1.31968
-2.64,1.97,-3.16,-0.79181
4.74,5.69,-5.53,-0.52787
-0.99,4.04,-2.06,-0.79181
-0.14,4.53,-3.89,-0.52787
1.75,-0.10,0.32,-0.79181
-1.54,-2.60,4.34,-1.05574
-1.24,4.53,-4.07,-1.05574
-1.11,6.54,-7.97,-0.52787
0.96,-0.41,5.87,-1.31968
-3.86,5.20,-8.10,-1.05574
-1.11,5.87,-6.63,-2.11149
-10.20,4.23,-7.12,-0.26394
2.73,11.24,2.58,0.00000
-3.37,12.70,-4.92,-0.79181
-2.82,10.81,-7.12,0.79181
-0.02,6.18,-2.30,0.79181
-0.63,12.46,2.58,-1.05574
-1.36,10.93,-4.62,-0.52787
-3.61,10.63,-14.80,-0.79181
0.41,6.85,-4.13,-1.84755
-2.27,1.12,-3.28,-0.26394
-9.90,-0.77,-0.47,-0.79181
-3.74,-11.14,-1.88,-0.26394
4.68,-7.85,3.80,-0.52787
3.15,-3.58,3.19,-0.79181
1.45,-5.16,3.37,-0.52787
2.79,8.19,-1.02,0.52787
-3.80,10.32,-3.40,-1.05574
1.20,11.73,-10.53,-0.79181
-1.11,3.92,-7.42,-0.79181
-0.75,-2.24,2.09,-1.31968
-3.92,-8.09,6.23,1.84755
1.69,-15.29,6.66,1.05574
0.96,-5.53,8.37,1.58361
8.21,2.03,8.00,0.79181
-6.11,11.79,-10.23,2.37542
-1.72,3.80,-5.90,-1.31968
-7.03,-1.14,-8.40,-0.52787
5.78,-8.03,-1.39,-1.05574
-0.20,-7.30,5.08,-0.52787
3.46,11.36,-2.97,-1.84755
3.52,8.19,-3.77,1.84755
-1.24,5.26,-8.40,-0.52787
-1.48,-4.55,3.43,-0.79181
1.45,-10.47,4.65,0.00000
0.04,-7.30,4.47,0.00000
4.92,4.35,0.20,-1.05574
-5.32,8.98,-2.85,0.26394
-6.05,6.73,-5.17,-0.52787
-1.48,3.37,-6.02,-1.31968
0.78,-6.87,1.17,-0.26394
0.41,-5.41,1.48,-1.58361
-0.50,-5.41,7.03,0.79181
7.54,4.10,4.04,-0.52787
-0.20,8.19,-2.55,0.00000
-2.70,2.95,-8.89,-1.05574
-0.81,-11.08,2.03,-0.26394
5.41,-9.07,10.93,-1.05574
2.91,-5.83,5.75,-0.79181
3.28,1.60,0.50,-0.26394
2.24,12.46,-7.24,0.26394
-7.70,9.84,-2.55,0.00000
-2.15,8.19,-4.86,-0.52787
6.45,6.85,1.36,0.26394
-1.97,4.84,-6.75,-0.79181
-2.52,-5.22,-0.90,0.52787
1.02,-6.50,1.97,-1.31968
6.81,-7.66,4.95,0.52787
7.48,-9.31,5.93,-0.26394
1.45,-5.04,5.87,1.05574
3.58,0.93,1.78,0.52787
-4.04,11.54,-2.55,1.05574
-2.94,5.51,-7.36,0.79181
0.65,3.68,-6.14,-0.79181
-1.60,-0.16,1.05,0.26394
1.63,-12.66,5.08,-0.52787
7.54,-9.55,20.14,1.05574
3.52,1.24,4.16,0.26394
3.28,-2.54,3.31,0.00000
-0.02,14.41,-1.14,0.52787
-5.26,7.76,-8.52,0.52787
-1.24,6.06,-3.16,-1.05574
-3.25,-10.53,3.67,-0.52787
5.41,-13.88,15.14,0.26394
2.48,-7.18,3.80,-1.05574
3.64,-2.60,3.49,0.79181
0.04,7.15,3.00,-0.26394
-8.37,9.17,-4.99,-1.05574
-2.64,5.26,-5.72,-1.05574
4.25,9.10,0.93,-0.26394
-2.21,-5.83,1.72,-1.31968
4.80,-13.09,0.50,-0.79181
-0.14,-8.46,9.34,-0.79181
1.75,-2.48,4.65,1.05574
3.03,-1.20,-0.17,0.79181
-0.38,9.35,1.30,0.00000
-3.86,8.31,-10.35,-0.79181
-2.03,0.08,-2.00,-0.79181
-0.93,-10.16,3.80,-0.52787
10.65,-13.33,12.82,-1.58361
2.97,-3.94,4.95,0.00000
1.32,7.76,-0.05,-0.52787
6.39,6.85,1.66,1.31968
-0.57,3.86,-11.88,-0.26394
-3.25,-2.60,0.50,-0.26394
1.20,-9.31,0.87,0.26394
4.43,2.15,3.25,-0.79181
0.41,12.76,0.26,0.00000
-0.87,5.08,-7.18,-0.26394
-7.27,4.84,-11.39,0.00000
-1.54,-11.32,3.98,1.58361
0.47,-7.11,5.56,-0.26394
6.39,5.75,-7.79,-0.26394
-2.70,9.47,-1.39,0.00000
-5.20,8.25,-10.05,-0.26394
4.19,-0.35,5.81,0.26394
-0.93,-9.74,6.42,0.26394
2.18,-5.16,9.65,-0.52787
7.97,8.50,1.48,0.00000
-4.29,11.54,-1.63,0.00000
-1.60,5.93,-9.99,0.26394
1.93,-11.57,5.26,0.26394
10.53,-6.63,12.03,-0.52787
2.24,9.35,-0.66,-0.52787
-2.40,4.53,-5.47,0.79181
2.73,3.19,8.19,0.00000
-4.59,-6.08,-2.12,-0.52787
4.43,-6.44,4.16,-0.52787
7.12,-10.96,11.66,1.31968
-3.37,3.80,-5.05,0.00000
0.23,11.30,0.62,0.26394
2.79,20.20,-13.40,-0.52787
-2.33,-1.75,4.47,0.26394
-1.54,-8.70,4.59,-0.52787
5.23,-10.47,13.06,-1.84755
4.01,-6.38,12.82,-1.58361
5.71,2.21,0.14,0.52787
-3.43,9.17,-7.79,0.26394
2.91,3.37,6.66,-0.52787
-1.54,-8.03,2.45,0.00000
3.64,-8.58,0.44,0.00000
-3.13,0.02,-6.33,0.00000
0.04,2.46,-1.27,0.00000
-3.43,9.71,-3.83,1.31968
-6.54,0.45,-9.99,-0.26394
-1.36,-7.18,1.84,0.52787
5.53,-13.52,2.82,-1.05574
7.48,1.48,2.94,0.26394
5.71,8.37,3.37,-0.52787
-1.72,7.46,-7.42,0.00000
-0.02,1.67,-4.86,-0.79181
1.02,0.69,3.06,-0.26394
0.29,-15.29,4.65,-0.52787
-1.54,-4.49,4.65,0.26394
0.04,8.07,-5.41,-1.05574
-1.30,12.64,-1.63,-1.05574
-2.40,3.80,-6.27,-0.52787
-8.55,-3.40,-9.86,0.52787
3.03,-8.88,-0.72,-0.26394
-0.75,-4.61,6.66,-0.26394
3.95,14.78,-10.41,0.00000
-1.24,9.10,-2.85,-0.26394
0.59,5.63,-3.28,0.00000
6.20,-12.60,6.97,-0.79181
6.69,-1.02,3.49,0.00000
3.52,4.65,2.88,-0.79181
-4.16,4.71,-3.64,0.00000
0.53,3.31,-2.73,-0.52787
-0.87,-11.99,3.31,0.00000
-1.18,-7.66,4.83,-0.26394
4.50,8.13,-6.27,-1.58361
-4.96,9.04,-3.77,0.00000
-0.38,7.09,-3.95,-1.05574
4.37,-9.43,11.78,-0.52787
2.67,-7.54,1.36,-0.79181
2.24,-6.38,8.19,-0.52787
-1.72,-3.64,-1.08,-0.52787
1.87,4.90,-1.75,-0.26394
-0.44,9.90,-1.88,0.00000
2.79,5.75,-4.62,-0.52787
-0.93,0.26,-2.42,-0.79181
-3.31,-8.76,2.58,0.00000
3.70,-11.44,4.53,-1.31968
-1.54,-9.43,12.94,-1.31968
4.92,0.14,2.27,-0.79181
-1.97,9.35,-1.88,0.26394
-1.91,7.09,-15.41,-0.26394
1.14,8.31,-3.28,-1.58361
-2.46,-8.52,1.54,-0.26394
7.00,-5.83,5.99,-0.26394
3.46,2.82,-3.16,-0.26394
-3.68,9.78,-4.19,-1.31968
1.63,4.78,-6.08,-0.26394
1.39,1.06,2.45,0.26394
5.65,-11.99,2.03,0.79181
1.02,-6.14,8.00,-0.79181
9.62,-2.72,15.26,0.52787
3.46,7.40,-2.79,0.00000
-0.38,10.32,0.20,-0.52787
-5.50,5.93,-16.81,-0.79181
-1.85,-0.10,-3.64,-0.52787
1.93,-10.71,4.47,-0.26394
2.18,-6.63,9.04,-0.26394
1.20,-10.65,10.44,0.79181
2.67,2.21,-1.94,0.00000
-1.72,7.70,-4.62,-0.52787
-3.13,7.82,-7.73,0.52787
-2.15,2.28,-3.28,-0.79181
1.39,5.63,-2.97,-2.11149
2.60,-7.79,13.73,0.52787
-4.35,1.12,-5.23,-2.37542
-4.10,2.34,-2.24,0.00000
3.64,2.03,0.38,-1.31968
1.39,6.00,-4.99,-0.79181
-1.66,6.54,-7.06,-1.05574
-4.59,0.20,-1.20,-1.05574
-4.96,3.68,-2.61,-0.79181
-2.03,-4.55,2.51,-0.52787
-4.77,-2.54,-2.12,0.00000
-3.92,7.58,-14.74,-0.26394
-3.92,6.30,-2.61,-1.05574
-1.66,5.63,-9.99,-1.31968
2.85,4.35,-4.25,-0.52787
3.34,7.95,-8.22,-0.52787
-0.57,-12.48,3.98,-0.52787
2.54,2.46,0.38,-0.26394
1.75,6.30,-0.53,0.52787
-1.97,-0.16,0.99,-0.26394
-0.20,-5.59,-3.28,-1.31968
-0.81,0.93,-2.24,-0.26394
-1.85,6.73,-4.13,-0.26394
6.69,-12.91,3.98,-1.05574
3.34,1.85,-2.79,-0.79181
-5.38,7.89,-5.53,0.52787
-0.93,-6.44,4.40,0.52787
-7.15,-6.99,0.87,-1.05574
5.53,8.31,-4.44,0.26394
-2.58,4.47,-7.00,-1.31968
3.46,-13.58,8.31,0.00000
5.90,-4.74,6.97,-0.79181
2.06,11.67,-1.20,-1.58361
-1.97,9.04,-6.57,-1.05574
5.78,-12.05,1.90,-0.52787
3.95,7.03,0.69,-2.11149
-7.76,4.41,-7.36,0.52787
-7.52,-2.05,-2.30,0.26394
1.26,-7.48,4.04,1.05574
2.48,5.51,0.44,-0.52787
-2.64,-5.59,-0.11,1.58361
0.96,-6.81,9.10,-1.05574
-2.58,6.36,-7.12,0.00000
3.52,-9.25,0.56,0.00000
-0.63,12.95,-0.47,-1.31968
0.47,-7.66,4.10,0.79181
-1.18,1.85,-4.62,-1.05574
-1.48,9.35,-7.18,-0.52787
4.19,-11.57,5.56,0.26394
9.43,3.80,3.80,-0.26394
-3.07,7.46,-6.94,0.00000
4.80,-12.11,4.34,-1.05574
1.51,-0.65,-0.53,0.26394
-2.76,9.29,-2.06,-0.79181
0.96,-14.49,3.00,-0.79181
6.14,0.57,-0.11,-0.52787
-0.87,8.98,-4.50,-1.05574
-3.68,-5.10,-0.29,0.52787
-1.91,-3.70,2.51,-0.26394
-0.75,9.84,-2.91,-0.79181
-1.54,-8.94,4.95,0.26394
1.51,-2.66,-0.23,-1.31968
-2.82,12.15,-5.29,0.00000
-1.36,-2.11,0.50,0.00000
1.81,-6.93,8.12,0.26394
-8.25,10.32,-10.84,0.79181
-4.04,-13.33,-1.45,-0.52787
4.62,1.67,5.08,-0.79181
-1.60,3.19,5.32,-0.79181
-2.94,-0.96,0.14,0.26394
-1.05,-7.97,7.45,-0.26394
-6.66,10.39,-9.38,-0.26394
-3.07,2.21,-6.69,-0.52787
-0.99,-13.70,2.58,-1.05574
-1.24,-8.15,3.25,-0.26394
-7.09,8.19,-0.29,0.52787
-2.52,2.03,-4.68,0.00000
1.32,-5.35,8.00,-0.52787
6.93,0.39,4.53,-0.26394
-3.00,8.86,-4.56,0.52787
2.91,-10.65,5.56,-0.52787
1.39,-1.93,6.17,-0.52787
-3.92,4.71,-5.60,-0.52787
0.04,-16.87,2.51,-0.79181
0.53,-3.88,-0.17,1.84755
0.23,10.39,-5.23,1.58361
2.91,-11.38,3.73,0.00000
-2.94,4.53,-4.74,0.52787
-6.60,5.69,-7.30,-0.52787
4.56,-10.29,2.27,0.52787
6.75,5.93,7.88,0.00000
-1.11,-3.15,1.60,-0.79181
1.26,-2.42,5.56,-0.52787
-7.33,3.07,-0.72,-0.26394
-5.14,5.08,-1.14,-1.05574
3.28,-5.29,6.54,-0.79181
-2.03,10.32,-4.62,0.79181
-3.92,-11.44,5.08,-0.52787
2.73,6.06,0.08,-0.26394
-3.13,-1.08,-1.69,-1.31968
-1.79,-3.46,11.30,-2.37542
-2.15,6.73,-9.19,0.52787
1.20,-3.58,7.33,0.26394
-1.91,2.58,-3.70,-0.79181
3.70,-13.27,-1.57,-0.52787
-2.40,10.87,-3.40,-1.84755
-2.64,-12.24,-2.61,-0.52787
3.46,8.43,-3.46,-0.52787
-2.82,-10.65,-0.05,0.00000
11.08,7.95,7.70,0.52787
