,x-axis,y-axis,z-axis,voltage,current,temperature
63,-4.8,2.83,-4.17,2583.008,4486.909,33
64,-2.54,3.01,-4.47,2578.125,4222.973,33
65,-2.85,3.01,-4.23,2558.594,3167.229,33
66,3.07,-6.32,4.73,2578.125,4222.973,33
67,-2.36,4.23,-3.25,2568.359,3695.101,32
68,-6.69,14.05,-9.17,2587.891,4750.845,33
69,-0.9,4.47,3.94,2578.125,4222.973,33
70,3.68,-3.57,4,2568.359,3695.101,33
71,-1.45,0.88,-6.42,2568.359,3695.101,33
72,-3.28,7.34,-2.52,2578.125,4222.973,33
73,-1.57,4.41,-2.03,2583.008,4486.909,33
74,4.35,-8.15,-0.69,2568.359,3695.101,33
75,0.87,-2.54,4.19,2578.125,4222.973,33
76,-4.37,6.79,-3.01,2573.242,3959.037,32
77,-2.36,2.58,-3.74,2578.125,4222.973,32
78,0.32,-3.33,0.71,2587.891,4750.845,33
79,4.47,-7.66,8.03,2583.008,4486.909,33
80,2.46,-4.12,3.27,2578.125,4222.973,33
81,-4.86,7.58,-3.19,2592.773,5014.78,33
82,-2.48,5.75,-1.06,2583.008,4486.909,33
83,7.94,-10.4,10.34,2587.891,4750.845,33
84,2.09,-5.4,5.89,2583.008,4486.909,33
85,-5.78,8.32,-6.91,2573.242,3959.037,33
86,-1.45,5.27,0.28,2592.773,5014.78,33
87,0.81,-5.16,1.5,2587.891,4750.845,33
88,0.99,-6.99,1.62,2568.359,3695.101,33
89,0.63,-0.4,2.6,2592.773,5014.78,33
90,-5.96,10.21,-5.27,2578.125,4222.973,33
91,-4.8,9.41,-8.01,2573.242,3959.037,33
92,2.46,-4.73,0.89,2583.008,4486.909,33
93,1.97,0.63,6.69,2563.477,3431.166,33
94,1.18,-2.42,-3.5,2573.242,3959.037,33
95,-4.68,5.82,-4.53,2592.773,5014.78,33
96,-1.2,4.41,-1.97,2568.359,3695.101,33
97,5.32,-11.38,-0.51,2578.125,4222.973,33
98,0.87,-1.81,2.48,2587.891,4750.845,33
99,-1.32,1.85,-2.89,2558.594,3167.229,33
100,-7.12,17.52,-5.14,2592.773,5014.78,33
101,-2.97,4.17,-3.07,2583.008,4486.909,33
102,6.24,-8.15,4.37,2583.008,4486.909,33
103,-1.81,7.58,1.26,2587.891,4750.845,33
104,-2.73,3.74,-1.97,2583.008,4486.909,33
105,-1.39,1.73,-3.74,2578.125,4222.973,33
106,-0.47,2.22,-1.06,2568.359,3695.101,33
107,3.43,-7.78,3.09,2583.008,4486.909,33
108,3.61,-8.94,7.6,2583.008,4486.909,33
109,-2.48,1.61,-6.18,2573.242,3959.037,33
110,-3.76,4.72,-6.24,2578.125,4222.973,33
111,0.69,2.71,3.82,2568.359,3695.101,33
112,5.69,-8.15,6.87,2583.008,4486.909,33
113,1.48,-1.68,1.99,2587.891,4750.845,33
114,1.42,-0.95,-1.36,2583.008,4486.909,32
115,-2.42,4.23,-4.05,2578.125,4222.973,33
116,0.08,0.57,1.5,2592.773,5014.78,33
117,3,-5.65,8.27,2587.891,4750.845,33
118,1.91,-3.39,2.9,2587.891,4750.845,33
119,-3.09,6.85,-2.16,2578.125,4222.973,33
120,-5.1,3.56,-8.99,2568.359,3695.101,33
121,3.31,-8.57,3.45,2573.242,3959.037,33
122,2.21,0.21,3.03,2583.008,4486.909,33
123,-1.57,0.63,-3.07,2548.828,2639.358,33
124,-5.9,6.73,-6.06,2573.242,3959.037,33
125,-2.67,1.85,-1.61,2583.008,4486.909,33
126,1.24,-7.42,-0.33,2573.242,3959.037,33
127,0.57,2.58,-1.42,2583.008,4486.909,33
128,-1.87,3.62,-2.52,2553.711,2903.294,33
129,-1.26,0.08,-2.16,2597.656,5278.716,33
130,6.36,-9.37,4.8,2553.711,2903.294,33
131,3.8,0.88,5.95,2602.539,5542.652,33
132,-3.15,5.69,-1.06,2583.008,4486.909,33
133,-2.54,0.82,-4.78,2587.891,4750.845,33
134,4.83,-5.28,6.56,2578.125,4222.973,33
135,5.93,-5.71,7.42,2583.008,4486.909,33
136,-0.41,-1.38,-1.42,2568.359,3695.101,33
137,-9.25,13.56,-9.78,2602.539,5542.652,33
138,-3.82,3.86,2.05,2607.422,5806.588,33
139,4.22,-5.34,3.88,2558.594,3167.229,33
140,-0.78,2.95,1.75,2583.008,4486.909,33
141,0.57,3.8,-0.14,2583.008,4486.909,33
142,-3.46,5.94,-3.62,2597.656,5278.716,33
143,0.14,-1.07,-0.88,2587.891,4750.845,33
144,1.54,-5.1,2.05,2587.891,4750.845,33
145,2.58,-4.31,5.1,2578.125,4222.973,33
146,0.2,-3.57,1.44,2607.422,5806.588,33
147,-5.47,7.83,-5.45,2592.773,5014.78,33
148,-3.52,3.74,-5.63,2578.125,4222.973,33
149,-0.84,3.38,2.23,2583.008,4486.909,33
150,4.22,-3.76,1.56,2548.828,2639.358,33
151,-0.17,0.33,-0.08,2583.008,4486.909,33
152,-1.26,4.29,-1.06,2583.008,4486.909,33
153,-2.91,5.21,-6.49,2568.359,3695.101,33
154,-1.32,3.86,-1.91,2587.891,4750.845,33
155,3.86,-4.79,7.11,2573.242,3959.037,33
156,1.97,-4.37,1.38,2583.008,4486.909,33
157,-3.95,6.49,-8.56,2583.008,4486.909,33
158,-3.4,2.04,-3.44,2583.008,4486.909,33
159,-2.12,3.68,-0.51,2583.008,4486.909,33
160,-3.09,2.04,-3.74,2592.773,5014.78,33
161,1.36,-2.84,5.65,2587.891,4750.845,33
162,-3.15,4.05,-2.89,2573.242,3959.037,33
163,-4.74,8.68,-11.49,2583.008,4486.909,33
164,-2.42,9.23,-1.55,2563.477,3431.166,33
165,4.47,-9.06,3.64,2587.891,4750.845,33
166,3.31,-5.4,2.23,2583.008,4486.909,33
167,0.5,2.52,-5.45,2583.008,4486.909,33
168,-4.8,6.18,-7.46,2573.242,3959.037,33
169,-5.71,6.06,-5.63,2583.008,4486.909,33
170,-0.35,-0.53,-0.69,2587.891,4750.845,33
171,4.41,-7.23,2.6,2587.891,4750.845,33
172,5.02,-5.71,4.06,2597.656,5278.716,33
173,-2.12,1.97,-3.07,2583.008,4486.909,33
174,-3.64,9.05,-7.28,2583.008,4486.909,33
175,-1.87,2.22,-1.91,2568.359,3695.101,33
176,4.22,-7.42,2.3,2568.359,3695.101,33
177,0.38,-0.83,-0.51,2597.656,5278.716,33
178,1.91,-1.56,2.11,2587.891,4750.845,33
179,-3.7,4.29,-5.2,2602.539,5542.652,33
180,-4.07,5.39,-5.08,2558.594,3167.229,33
181,4.35,-9.12,2.17,2568.359,3695.101,33
182,0.2,-3.88,3.33,2592.773,5014.78,33
183,-6.63,11.12,-10.63,2597.656,5278.716,33
184,-3.82,8.19,-6,2583.008,4486.909,33
185,-3.28,3.56,0.16,2578.125,4222.973,33
186,2.88,-2.66,-4.47,2592.773,5014.78,33
187,4.04,-6.14,2.48,2573.242,3959.037,33
188,-2.48,2.58,-0.75,2592.773,5014.78,33
189,-3.76,4.17,-10.08,2597.656,5278.716,33
190,-2.24,3.56,-1.42,2597.656,5278.716,33
191,4.83,-9.92,6.99,2592.773,5014.78,33
192,3.31,1,2.84,2568.359,3695.101,33
193,-1.51,4.35,-1.61,2578.125,4222.973,33
194,-3.4,6.49,-1.91,2578.125,4222.973,33
195,-2.54,-0.83,-3.86,2578.125,4222.973,33
196,4.65,-9.12,3.39,2573.242,3959.037,33
197,9.47,-10.65,9.61,2602.539,5542.652,33
198,-2.73,3.44,-2.46,2568.359,3695.101,33
199,-4.19,4.78,-5.02,2578.125,4222.973,33
200,0.99,-0.46,6.62,2587.891,4750.845,33
201,4.16,-7.78,3.27,2597.656,5278.716,33
202,1.36,-3.45,4.12,2563.477,3431.166,33
203,-3.28,9.54,-2.1,2583.008,4486.909,33
204,-6.2,11.24,-5.57,2583.008,4486.909,33
205,-4.37,5.45,-4.72,2583.008,4486.909,33
206,-2,0.69,-4.11,2583.008,4486.909,33
207,3.74,-5.83,0.47,2578.125,4222.973,33
208,2.21,-3.64,5.83,2597.656,5278.716,33
209,-3.4,8.5,-10.81,2578.125,4222.973,33
210,-7.12,10.63,-7.95,2597.656,5278.716,33
211,-3.82,4.17,-1.06,2573.242,3959.037,33
212,2.46,-5.83,-0.27,2583.008,4486.909,33
213,2.52,-4.06,5.16,2597.656,5278.716,33
214,0.14,2.46,-2.95,2587.891,4750.845,33
215,-4.86,4.41,-6.91,2592.773,5014.78,33
216,-1.87,5.57,-2.58,2553.711,2903.294,33
217,8.49,-16.62,7.3,2592.773,5014.78,33
218,-0.47,-1.01,4.92,2583.008,4486.909,33
219,0.38,0.45,-1,2573.242,3959.037,33
220,-3.09,7.28,-2.16,2597.656,5278.716,33
221,-1.69,3.07,-1.12,2607.422,5806.588,33
222,3.92,-8.45,4.25,2568.359,3695.101,33
223,3.74,-6.38,5.89,2583.008,4486.909,33
224,1.18,-1.93,-1.55,2592.773,5014.78,33
225,-5.59,7.1,-5.14,2592.773,5014.78,33
226,0.14,2.22,0.71,2597.656,5278.716,33
227,3.55,-9.55,1.26,2583.008,4486.909,33
228,2.46,-3.15,5.53,2583.008,4486.909,33
229,1.79,6.36,1.99,2573.242,3959.037,33
230,-4.19,7.83,-4.84,2587.891,4750.845,33
231,-0.96,5.82,0.04,2587.891,4750.845,33
232,5.69,-9.67,5.89,2578.125,4222.973,33
233,2.27,-3.15,4,2578.125,4222.973,33
234,0.99,1.91,0.83,2592.773,5014.78,33
235,-2.48,3.74,-0.75,2597.656,5278.716,33
236,1.72,-4.67,0.71,2607.422,5806.588,33
237,1.85,1.79,2.48,2587.891,4750.845,33
238,-0.41,-0.71,-0.94,2597.656,5278.716,33
239,-3.7,5.15,-5.81,2612.305,6070.524,33
240,-6.93,8.62,-4.41,2587.891,4750.845,33
241,5.75,-5.4,7.42,2573.242,3959.037,33
242,2.52,-3.76,3.58,2597.656,5278.716,33
243,-3.52,5.15,-3.99,2573.242,3959.037,33
244,-2.73,3.19,-5.94,2573.242,3959.037,33
245,-0.1,1.3,-2.95,2602.539,5542.652,33
246,5.44,-5.89,-1.61,2578.125,4222.973,33
247,0.44,-0.59,4.25,2607.422,5806.588,33
248,-1.45,5.39,-2.34,2558.594,3167.229,33
249,-3.76,8.07,-9.29,2592.773,5014.78,33
250,-2.18,4.96,-0.33,2573.242,3959.037,33
251,6.42,-9.73,5.28,2592.773,5014.78,33
252,1.36,-3.94,-2.34,2597.656,5278.716,33
253,-1.32,4.54,-0.69,2583.008,4486.909,33
254,-3.82,3.86,-4.23,2583.008,4486.909,33
255,-0.59,-0.04,-3.8,2587.891,4750.845,32
256,3.8,-1.14,4.8,2573.242,3959.037,33
257,-0.1,2.65,1.14,2583.008,4486.909,33
258,-4.19,2.46,-5.02,2612.305,6070.524,33
259,-0.78,4.11,0.83,2578.125,4222.973,33
260,3.25,-1.99,3.82,2602.539,5542.652,33
261,3.55,-10.04,4.73,2602.539,5542.652,33
262,-5.9,10.08,-5.63,2597.656,5278.716,33
263,-2.48,2.46,-5.45,2602.539,5542.652,33
264,4.77,-7.17,5.16,2583.008,4486.909,33
265,2.4,-3.15,4.86,2597.656,5278.716,33
266,-1.69,-3.57,-1.61,2587.891,4750.845,33
267,-2.97,1.43,-8.62,2568.359,3695.101,33
268,1.72,-5.77,1.32,2578.125,4222.973,33
269,3.49,-2.6,12.54,2573.242,3959.037,33
270,0.5,3.74,0.4,2573.242,3959.037,33
271,-2.18,5.94,-4.6,2583.008,4486.909,33
272,2.27,-3.82,8.09,2617.187,6334.459,33
273,2.33,-3.09,3.82,2587.891,4750.845,33
274,-1.02,8.56,-1.18,2578.125,4222.973,33
275,-3.76,6.55,-2.52,2626.953,6862.331,33
276,-2.18,3.93,0.04,2578.125,4222.973,33
277,1.66,-1.32,0.04,2587.891,4750.845,33
278,-0.78,1.67,-0.45,2583.008,4486.909,33
279,-5.29,5.69,-3.92,2607.422,5806.588,33
280,0.99,-4.73,-1.49,2587.891,4750.845,33
281,1.66,-5.22,2.23,2583.008,4486.909,33
282,0.93,-4.92,2.17,2592.773,5014.78,33
283,-2.67,8.01,-0.02,2597.656,5278.716,33
284,-3.15,2.89,-8.5,2573.242,3959.037,32
285,4.1,-11.75,2.42,2578.125,4222.973,33
286,0.5,2.28,0.22,2607.422,5806.588,33
287,-0.1,7.16,0.28,2568.359,3695.101,33
288,-3.09,2.52,-7.34,2568.359,3695.101,33
289,-0.1,0.39,-6.12,2607.422,5806.588,32
290,-0.41,3.68,2.97,2587.891,4750.845,32
291,-3.64,5.82,-1.61,2568.359,3695.101,32
292,0.14,3.62,2.84,2553.711,2903.294,32
293,1.91,-7.11,2.48,2558.594,3167.229,33
294,-0.17,-1.38,4.86,2568.359,3695.101,33
295,-1.26,6.73,4.49,2563.477,3431.166,32
296,-2.54,2.71,-3.86,2578.125,4222.973,33
297,1.91,-7.35,1.26,2568.359,3695.101,33
298,5.99,-9.25,9.37,2563.477,3431.166,33
299,2.15,-1.68,2.42,2558.594,3167.229,32
300,-3.03,1.97,-7.03,2568.359,3695.101,33
301,-0.84,3.74,2.11,2587.891,4750.845,32
302,2.46,-3.09,3.21,2573.242,3959.037,32
303,1.3,-6.38,4.49,2563.477,3431.166,33
304,-4.5,7.16,-4.29,2583.008,4486.909,32
305,-2.97,6.67,-1.49,2558.594,3167.229,33
306,3.61,-2.11,6.99,2583.008,4486.909,33
307,4.1,-7.72,3.39,2578.125,4222.973,32
308,-4.43,3.86,-4.23,2583.008,4486.909,32
309,0.38,1.24,0.1,2558.594,3167.229,32
310,6.24,-3.76,3.39,2568.359,3695.101,33
311,1.79,-7.54,2.9,2597.656,5278.716,33
312,-4.5,9.35,-6.18,2578.125,4222.973,32
313,-2.73,2.16,-6.67,2558.594,3167.229,33
314,3.43,-10.4,4.31,2587.891,4750.845,32
315,-0.04,0.15,-0.88,2578.125,4222.973,32
316,-1.57,5.27,-3.5,2543.945,2375.422,33
317,-3.09,2.77,-2.22,2597.656,5278.716,32
318,0.02,1.55,1.5,2573.242,3959.037,33
319,3.07,-0.22,4.25,2573.242,3959.037,33
320,1.05,1.73,1.87,2587.891,4750.845,32
321,-2,6.67,-1.24,2617.187,6334.459,32
322,-0.23,3.8,-1.24,2587.891,4750.845,32
323,-0.71,0.57,-1,2592.773,5014.78,32
324,1.42,1.55,5.1,2573.242,3959.037,33
325,-3.46,6.85,-3.19,2587.891,4750.845,32
326,-0.78,-1.99,-1.42,2568.359,3695.101,32
327,3.19,-7.66,4.98,2578.125,4222.973,32
328,2.64,-2.78,3.94,2568.359,3695.101,32
329,-4.62,12.28,-1.61,2573.242,3959.037,32
330,-1.26,-0.34,-3.99,2592.773,5014.78,32
331,4.83,-5.53,1.14,2568.359,3695.101,32
332,6.54,-12.9,9.43,2612.305,6070.524,32
333,-6.87,12.4,-3.74,2578.125,4222.973,32
334,-2.54,5.02,-3.44,2573.242,3959.037,32
335,1.91,-6.87,-3.44,2583.008,4486.909,32
336,0.57,0.57,-0.45,2578.125,4222.973,32
337,-4.01,4.84,-6.36,2578.125,4222.973,32
338,-1.26,0.82,0.1,2587.891,4750.845,32
339,3.92,-3.82,5.22,2602.539,5542.652,32
340,-1.81,9.35,-0.63,2578.125,4222.973,32
341,-0.9,-0.46,-3.38,2583.008,4486.909,32
342,0.26,-6.56,2.42,2578.125,4222.973,32
343,3.74,-13.45,4.67,2587.891,4750.845,32
344,-3.15,3.68,1.32,2558.594,3167.229,32
345,-1.75,3.62,-2.64,2592.773,5014.78,32
346,6.54,-9.43,6.69,2573.242,3959.037,32
347,1.36,-4.31,0.22,2573.242,3959.037,32
348,-4.07,6.24,-6.42,2587.891,4750.845,32
349,-0.35,4.17,-4.41,2597.656,5278.716,32
350,3.19,-4.85,3.15,2578.125,4222.973,32
351,1.24,0.08,-1.06,2578.125,4222.973,32
352,-5.96,3.86,-14.35,2587.891,4750.845,32
353,-0.65,2.22,1.26,2578.125,4222.973,32
354,4.29,-2.35,4.49,2558.594,3167.229,32
355,6.05,-7.54,8.58,2587.891,4750.845,32
356,-4.8,3.99,-5.57,2587.891,4750.845,32
357,-1.26,1.3,0.83,2578.125,4222.973,32
358,4.41,-3.03,7.72,2587.891,4750.845,32
359,-3.03,6.3,-2.34,2558.594,3167.229,32
360,-2.3,9.17,-2.28,2602.539,5542.652,32
361,-2,-1.87,-2.95,2622.07,6598.395,32
362,-0.53,-3.7,2.36,2587.891,4750.845,32
363,-6.45,14.17,-6.61,2573.242,3959.037,32
364,-3.89,9.11,-5.14,2563.477,3431.166,32
365,4.47,-4.61,4.06,2573.242,3959.037,32
366,-2.12,-0.1,0.16,2563.477,3431.166,32
367,-4.5,7.4,-3.62,2563.477,3431.166,32
368,-1.2,-0.89,-0.33,2539.062,2111.487,32
369,5.26,-7.66,9.86,2573.242,3959.037,32
370,2.03,-2.54,1.14,2573.242,3959.037,32
371,-4.98,6.06,-6.24,2568.359,3695.101,32
372,2.09,0.27,7.9,2573.242,3959.037,32
373,5.93,-7.35,6.56,2558.594,3167.229,32
374,-0.41,1.91,-0.57,2563.477,3431.166,32
375,-5.53,8.25,-9.05,2583.008,4486.909,32
376,0.26,-4.31,1.26,2602.539,5542.652,32
377,2.58,-5.34,3.88,2573.242,3959.037,32
378,-1.69,-1.38,-2.22,2583.008,4486.909,32
379,-1.63,1.73,-2.95,2573.242,3959.037,32
380,0.32,-0.77,4.73,2568.359,3695.101,32
381,2.4,-4.73,6.08,2558.594,3167.229,32
382,-5.78,9.23,-4.96,2573.242,3959.037,32
383,-0.9,3.38,-2.1,2607.422,5806.588,32
384,4.35,-5.59,4.25,2553.711,2903.294,32
385,1.97,-3.94,0.22,2578.125,4222.973,32
386,-2.36,3.99,0.47,2587.891,4750.845,32
387,-0.9,-0.59,-1.42,2563.477,3431.166,32
388,4.83,-7.11,4.06,2553.711,2903.294,32
389,-1.81,3.56,-6.61,2568.359,3695.101,32
390,-2.48,2.22,-4.35,2558.594,3167.229,32
391,2.76,-6.81,2.54,2573.242,3959.037,32
392,4.22,-2.96,7.23,2578.125,4222.973,32
393,-3.4,4.66,-2.46,2592.773,5014.78,32
394,-2.79,5.02,-2.1,2578.125,4222.973,32
395,4.1,-7.9,7.54,2568.359,3695.101,32
396,1.36,-4.85,0.22,2573.242,3959.037,32
397,-5.04,6.97,-7.28,2553.711,2903.294,32
398,1.18,-3.03,1.99,2578.125,4222.973,32
399,1.48,-4.61,2.78,2553.711,2903.294,32
400,-8.46,10.69,-10.27,2553.711,2903.294,32
401,1.97,-2.96,4.31,2578.125,4222.973,32
402,2.46,-4.49,5.22,2573.242,3959.037,32
403,-0.1,0.69,1.99,2563.477,3431.166,32
404,-3.4,3.19,-6.73,2568.359,3695.101,32
405,2.52,-6.62,3.7,2563.477,3431.166,32
406,4.22,-9.73,10.28,2587.891,4750.845,32
407,-0.84,5.88,2.54,2578.125,4222.973,32
408,-0.9,2.34,-4.11,2573.242,3959.037,32
409,-2,-2.72,-1.3,2592.773,5014.78,32
410,1.72,-4.98,3.94,2578.125,4222.973,32
411,-4.07,7.04,-4.23,2573.242,3959.037,32
412,-4.5,3.99,-12.03,2568.359,3695.101,32
413,1.36,-7.23,1.69,2578.125,4222.973,32
414,1.11,-2.9,3.88,2568.359,3695.101,32
415,-2,5.02,-1.85,2573.242,3959.037,32
416,-3.21,1.67,-5.33,2563.477,3431.166,32
417,3.92,-5.77,4.67,2602.539,5542.652,32
418,6.79,-10.77,8.82,2583.008,4486.909,32
419,-0.47,2.04,-0.57,2583.008,4486.909,32
420,-6.32,7.04,-9.78,2573.242,3959.037,32
421,0.93,-3.51,1.93,2578.125,4222.973,32
422,1.05,-2.05,4.43,2583.008,4486.909,32
423,1.05,1.85,3.94,2563.477,3431.166,32
424,-1.63,-1.2,-6.67,2583.008,4486.909,32
425,-0.53,-3.51,1.81,2592.773,5014.78,32
426,3.55,-2.6,12.9,2597.656,5278.716,32
427,2.4,0.02,0.28,2578.125,4222.973,32
428,-1.45,3.62,-4.29,2573.242,3959.037,32
429,-3.28,2.83,-3.68,2573.242,3959.037,32
430,0.2,-0.16,1.38,2578.125,4222.973,32
431,-4.31,4.23,-3.74,2597.656,5278.716,32
432,2.94,-2.96,7.05,2583.008,4486.909,32
433,5.63,-8.27,7.11,2587.891,4750.845,32
434,-0.9,-1.26,-0.57,2563.477,3431.166,32
435,-0.17,2.89,1.69,2592.773,5014.78,32
436,-0.53,1.12,1.38,2578.125,4222.973,32
437,1.48,-4.37,2.6,2583.008,4486.909,32
438,0.14,0.69,-1.85,2558.594,3167.229,32
439,-5.29,6.24,-6.18,2578.125,4222.973,32
440,5.08,-9.67,7.9,2597.656,5278.716,32
441,0.87,0.21,1.08,2563.477,3431.166,32
442,-3.82,6.43,-2.95,2573.242,3959.037,32
443,-6.93,7.1,-8.8,2568.359,3695.101,32
444,3.55,-7.96,1.75,2592.773,5014.78,32
445,1.54,-0.46,6.01,2583.008,4486.909,32
446,-6.26,11.12,-8.56,2568.359,3695.101,32
447,-5.17,7.89,-7.03,2583.008,4486.909,32
448,3.86,-6.26,3.7,2578.125,4222.973,32
449,6.85,-6.32,11.5,2578.125,4222.973,32
450,-2.12,5.57,-2.16,2573.242,3959.037,32
451,-1.75,0.57,-4.41,2587.891,4750.845,32
452,3.8,-4.98,6.56,2578.125,4222.973,32
453,3.68,-4.18,7.48,2583.008,4486.909,32
454,-3.64,8.32,-3.25,2578.125,4222.973,32
455,-0.1,1.43,-3.31,2587.891,4750.845,32
456,2.88,-6.5,1.38,2592.773,5014.78,32
457,1.05,-3.03,2.42,2573.242,3959.037,32
458,-3.64,8.01,-5.75,2583.008,4486.909,32
459,-4.31,7.46,-5.14,2558.594,3167.229,32
460,3.19,-8.27,4.98,2578.125,4222.973,32
461,1.3,0.15,4.43,2568.359,3695.101,32
462,-4.01,6.73,-1.67,2563.477,3431.166,32
463,-5.41,9.9,-10.81,2558.594,3167.229,32
464,0.81,-4.73,-1.12,2607.422,5806.588,32
465,3.25,-3.64,5.89,2583.008,4486.909,32
466,-6.39,10.08,-11.85,2583.008,4486.909,32
467,-4.5,5.15,-4.53,2592.773,5014.78,32
468,0.93,-2.96,0.95,2597.656,5278.716,32
469,4.35,-4,5.16,2583.008,4486.909,32
470,-1.2,-0.71,-2.95,2592.773,5014.78,32
471,-2.12,6.43,-5.45,2578.125,4222.973,32
472,0.5,-3.21,7.9,2578.125,4222.973,32
473,2.88,-1.56,6.93,2563.477,3431.166,32
474,0.14,2.4,-0.81,2583.008,4486.909,32
475,-1.87,3.56,-3.07,2573.242,3959.037,32
476,-0.71,1.61,0.47,2583.008,4486.909,32
477,-0.04,0.75,1.32,2548.828,2639.358,32
478,5.14,-4.37,6.01,2578.125,4222.973,32
479,-5.23,9.9,-6.67,2592.773,5014.78,32
480,1.79,-2.42,1.99,2573.242,3959.037,32
481,2.82,-2.6,0.16,2558.594,3167.229,32
482,2.03,-1.56,-0.51,2597.656,5278.716,32
483,-1.57,1.55,-4.84,2607.422,5806.588,32
484,-3.03,4.96,-5.51,2568.359,3695.101,32
485,5.75,-12.48,2.36,2573.242,3959.037,32
486,0.57,-6.62,-1.06,2583.008,4486.909,32
487,-4.19,9.41,-1.85,2583.008,4486.909,32
488,-2.3,3.99,-3.13,2587.891,4750.845,32
489,1.54,-7.54,-1.42,2587.891,4750.845,32
490,1.85,-1.07,4.86,2558.594,3167.229,32
491,-4.07,5.82,-2.58,2573.242,3959.037,32
492,0.63,0.88,-2.22,2578.125,4222.973,32
493,0.99,-5.34,1.08,2592.773,5014.78,32
494,3.31,-7.78,4.8,2597.656,5278.716,32
495,-3.34,6.79,-0.27,2583.008,4486.909,32
496,-1.57,1.06,-3.62,2583.008,4486.909,32
497,1.85,-3.94,1.08,2587.891,4750.845,32
498,7.15,-5.46,7.42,2563.477,3431.166,32
499,0.75,0.08,-1.24,2568.359,3695.101,32
500,-8.4,6.55,-9.6,2587.891,4750.845,32
501,0.5,3.01,2.3,2587.891,4750.845,32
502,6.42,-7.54,2.05,2578.125,4222.973,32
503,3.61,-5.28,5.59,2602.539,5542.652,32
504,-3.7,8.07,-6.3,2583.008,4486.909,32
505,-1.93,5.88,-1.42,2573.242,3959.037,32
506,7.7,-7.05,12.42,2578.125,4222.973,32
507,1.05,-7.66,-2.22,2558.594,3167.229,32
