0,1,2,3,4
-114.98,109.56,-2.29,4.92187,-2.11149
-119.01,-44.47,76.67,4.90234,-2.63936
-130.23,131.75,-56.25,4.94141,-1.58361
-77.85,119.07,24.29,4.86328,-3.69510
-81.27,-23.31,-1.68,4.76562,-6.33446
153.18,8.40,-184.79,4.97070,-0.79181
-10.60,17.91,-185.64,4.99023,-0.26394
-37.73,34.25,51.31,4.98047,-0.52787
-144.37,-296.48,73.01,4.97070,-0.79181
441.66,-338.43,328.86,4.98047,-0.52787
-31.20,103.21,-32.54,4.97070,-0.79181
380.01,-48.61,-147.72,4.92187,-2.11149
25.32,114.74,-61.62,4.38477,-16.62796
-199.01,267.18,-82.23,4.90234,-2.63936
135.44,-39.59,-67.66,5.03906,1.05574
-177.42,198.58,171.37,5.00000,0.00000
-199.68,26.51,4.54,4.48242,-13.98860
157.94,-244.53,409.47,4.40430,-16.10009
-205.23,44.01,105.02,4.49219,-13.72466
-21.33,68.89,-51.07,5.00977,0.26394
190.01,560.95,-212.17,5.01953,0.52787
-72.00,126.14,19.35,4.98047,-0.52787
-273.28,150.65,-31.86,4.99023,-0.26394
96.54,-69.28,-72.05,4.98047,-0.52787
70.75,-31.60,-51.86,4.95117,-1.31968
-120.17,237.48,19.78,4.88281,-3.16723
75.75,-59.04,-24.79,4.83398,-4.48691
259.04,-194.53,12.10,4.76562,-6.33446
-159.62,44.62,53.20,4.70703,-7.91807
22.76,90.71,-46.56,4.86328,-3.69510
21.23,-185.81,1.55,4.81445,-5.01478
-57.00,58.28,30.57,5.00977,0.26394
114.34,-17.27,-70.22,4.78516,-5.80659
383.36,-335.01,-73.75,4.96094,-1.05574
-62.73,-27.39,16.55,4.61914,-10.29350
-173.89,244.68,-25.64,4.72656,-7.39020
100.56,25.47,-39.06,4.83398,-4.48691
164.71,-2.70,-67.72,4.77539,-6.07052
33.49,17.48,-91.01,4.81445,-5.01478
-151.51,41.51,17.89,4.92187,-2.11149
283.43,-215.50,-42.66,4.95117,-1.31968
0.75,90.90,-59.43,4.91211,-2.37542
-72.73,63.89,-21.38,4.90234,-2.63936
-114.31,223.34,15.64,4.87305,-3.43117
99.53,31.51,-80.71,4.86328,-3.69510
-263.70,289.98,-23.57,5.00977,0.26394
-10.05,118.82,-54.55,4.78516,-5.80659
-80.17,76.93,-8.33,4.70703,-7.91807
108.31,38.83,-68.63,4.92187,-2.11149
-55.23,-7.88,51.12,4.92187,-2.11149
-114.74,142.97,-67.17,4.87305,-3.43117
128.49,-95.50,-58.08,4.77539,-6.07052
70.07,-145.38,-48.88,5.01953,0.52787
11.48,-40.14,6.06,4.85352,-3.95904
-21.81,44.68,-82.23,4.83398,-4.48691
-65.23,43.28,2.16,4.86328,-3.69510
493.61,-136.29,-63.88,4.94141,-1.58361
-177.79,-10.02,4.78,4.89258,-2.90329
4.47,-24.22,-20.83,4.83398,-4.48691
173.06,59.50,-157.53,4.80469,-5.27872
-91.26,19.19,48.62,4.81445,-5.01478
-2.12,15.84,-28.51,4.84375,-4.22297
162.76,97.24,-157.59,4.85352,-3.95904
-21.75,95.90,16.43,4.90234,-2.63936
73.18,-5.26,-124.42,4.91211,-2.37542
62.94,77.91,-65.58,4.88281,-3.16723
-361.45,170.59,70.39,4.89258,-2.90329
-39.98,119.86,-50.71,4.85352,-3.95904
118.06,35.47,-75.83,4.84375,-4.22297
-67.00,168.03,-37.23,4.82422,-4.75084
132.82,-24.10,-111.62,4.86328,-3.69510
194.46,74.62,-111.86,4.82422,-4.75084
14.53,45.41,-36.19,4.95117,-1.31968
-161.39,89.19,198.26,4.91211,-2.37542
5.20,17.48,-68.08,4.84375,-4.22297
59.04,7.42,-76.62,4.94141,-1.58361
-135.47,4.86,39.35,4.95117,-1.31968
-23.09,31.33,-25.77,4.90234,-2.63936
96.78,-29.41,-156.13,4.90234,-2.63936
-80.41,203.58,-14.73,4.80469,-5.27872
-5.17,34.01,-39.49,4.94141,-1.58361
77.82,31.87,-40.28,4.72656,-7.39020
-41.57,163.95,-20.22,4.83398,-4.48691
512.63,-143.73,-108.75,4.90234,-2.63936
47.15,67.12,-70.10,4.84375,-4.22297
1025.00,-347.39,709.84,4.89258,-2.90329
-97.06,203.52,-54.97,4.86328,-3.69510
22.21,55.59,-4.91,4.73633,-7.12627
149.95,-101.72,-124.85,4.82422,-4.75084
106.23,44.86,-98.94,4.89258,-2.90329
423.79,-26.36,-153.63,4.93164,-1.84755
-45.78,-45.32,-40.16,4.97070,-0.79181
59.77,-7.58,-50.28,5.00000,0.00000
-59.19,102.48,-29.18,4.97070,-0.79181
-187.30,37.79,108.99,5.01953,0.52787
-81.75,41.14,11.49,4.97070,-0.79181
231.48,-446.05,-302.17,5.03906,1.05574
-199.25,194.37,112.77,4.96094,-1.05574
-10.72,24.86,-22.54,5.00977,0.26394
-123.76,69.92,28.74,4.96094,-1.05574
1147.99,34.62,541.73,4.98047,-0.52787
-99.92,46.14,6.61,4.99023,-0.26394
144.10,66.87,209.78,4.91211,-2.37542
-15.29,23.09,-47.29,4.77539,-6.07052
-119.37,-101.36,18.99,4.96094,-1.05574
-6.02,-12.94,14.96,4.95117,-1.31968
-146.45,27.42,3.26,4.92187,-2.11149
133.61,-119.89,-85.22,4.88281,-3.16723
-2.67,-194.34,62.59,5.00000,0.00000
-223.82,38.40,1.61,4.99023,-0.26394
-1.08,-103.86,-8.21,4.95117,-1.31968
-273.82,17.18,-25.52,5.00000,0.00000
-3.03,-24.34,-65.46,5.02930,0.79181
80.87,41.75,-132.41,4.95117,-1.31968
-95.23,128.03,-3.08,4.95117,-1.31968
-90.72,64.86,203.93,5.00000,0.00000
-69.50,49.43,-221.98,5.00977,0.26394
-68.03,-18.49,8.56,5.03906,1.05574
-26.45,411.81,-384.73,4.99023,-0.26394
-64.07,65.47,-18.27,5.00977,0.26394
119.71,-101.84,-80.22,5.01953,0.52787
103.31,-62.64,-143.14,4.93164,-1.84755
-28.46,40.23,-19.73,4.86328,-3.69510
-369.74,15.47,72.77,4.74609,-6.86233
47.64,53.83,-4.85,4.98047,-0.52787
-6.63,36.69,-6.68,4.78516,-5.80659
-32.79,36.39,-28.94,4.98047,-0.52787
28.19,-78.73,-38.94,4.69727,-8.18201
66.11,53.40,-7.54,4.96094,-1.05574
-173.95,110.96,10.88,5.00977,0.26394
-105.72,145.96,42.53,5.03906,1.05574
119.46,-23.06,-83.45,4.94141,-1.58361
-74.98,70.23,-13.94,5.03906,1.05574
-8.10,62.97,-34.30,4.97070,-0.79181
175.81,-78.12,-107.72,4.99023,-0.26394
5.38,73.15,-9.67,4.91211,-2.37542
55.93,-15.87,-73.57,4.93164,-1.84755
91.54,-5.63,-67.41,4.92187,-2.11149
100.81,-24.77,-67.41,4.96094,-1.05574
-94.25,98.09,29.23,4.88281,-3.16723
414.34,-194.47,-162.84,4.96094,-1.05574
-98.34,138.58,24.48,4.91211,-2.37542
-89.80,121.20,13.38,4.85352,-3.95904
51.29,-69.04,-40.16,4.89258,-2.90329
130.32,-100.20,-83.94,4.92187,-2.11149
47.94,-47.45,-44.43,4.97070,-0.79181
-263.70,328.46,-27.66,4.92187,-2.11149
2.39,32.91,-22.54,4.87305,-3.43117
-49.01,108.58,-2.96,1.70898,-88.94638
118.67,-85.87,-56.56,4.79492,-5.54265
-271.75,385.71,129.96,4.92187,-2.11149
3.92,36.57,-21.38,4.92187,-2.11149
-708.27,471.75,-257.96,5.00000,0.00000
-79.56,40.90,-5.52,4.93164,-1.84755
108.00,-117.39,-84.30,4.91211,-2.37542
140.62,-134.71,-110.52,4.89258,-2.90329
-13.03,1.69,-30.89,4.95117,-1.31968
-160.11,-254.46,-27.29,4.89258,-2.90329
85.50,-59.53,-73.57,4.90234,-2.63936
-127.06,289.07,179.78,4.87305,-3.43117
-4.13,142.91,-26.93,4.84375,-4.22297
78.61,-40.20,-72.53,4.83398,-4.48691
317.76,-251.48,-139.73,4.94141,-1.58361
-4.13,93.58,-21.44,4.94141,-1.58361
66.23,-11.05,-73.08,4.94141,-1.58361
-96.57,75.17,3.93,4.96094,-1.05574
-123.95,-114.83,-186.56,4.95117,-1.31968
29.47,-37.64,-36.25,4.90234,-2.63936
-161.51,141.26,-182.41,4.87305,-3.43117
-71.87,164.56,0.70,4.86328,-3.69510
40.20,18.70,-65.46,4.87305,-3.43117
233.37,-193.73,-172.29,4.96094,-1.05574
52.76,12.73,-60.34,4.93164,-1.84755
-37.36,8.28,13.26,4.99023,-0.26394
99.04,-110.20,-69.36,4.90234,-2.63936
-125.23,220.04,99.17,1.95312,-82.34798
-90.90,67.54,15.27,1.78711,-86.83488
7.51,140.84,-42.60,4.89258,-2.90329
206.42,-98.25,-91.44,4.88281,-3.16723
-71.08,-51.17,-45.16,4.86328,-3.69510
36.90,80.59,-11.38,4.87305,-3.43117
-75.66,132.60,-51.74,4.88281,-3.16723
73.00,-23.86,-48.02,4.92187,-2.11149
79.22,-5.38,-60.28,4.91211,-2.37542
-200.78,263.40,269.66,4.93164,-1.84755
-119.44,34.62,19.60,4.95117,-1.31968
323.55,-154.71,-66.62,4.90234,-2.63936
-98.58,116.08,-2.84,4.93164,-1.84755
-323.34,68.40,15.76,4.90234,-2.63936
104.22,-100.99,-60.22,4.91211,-2.37542
53.31,-87.03,-43.08,4.92187,-2.11149
21.90,42.06,-34.85,4.90234,-2.63936
105.81,-94.04,-80.10,4.93164,-1.84755
66.54,18.89,-46.13,4.90234,-2.63936
84.83,-37.09,-83.27,4.90234,-2.63936
61.36,-51.23,-47.90,4.94141,-1.58361
71.72,-70.26,-38.02,4.90234,-2.63936
-407.73,55.11,126.91,4.91211,-2.37542
-111.20,31.45,9.05,4.91211,-2.37542
106.60,-45.81,-57.78,4.90234,-2.63936
118.61,-155.50,-77.17,4.90234,-2.63936
-53.40,17.79,-43.82,4.92187,-2.11149
-141.51,113.15,219.23,4.93164,-1.84755
-3.28,76.75,-41.44,4.95117,-1.31968
62.21,-122.15,45.15,4.89258,-2.90329
86.90,-70.02,-6.32,5.00000,0.00000
-396.99,207.24,114.17,4.93164,-1.84755
-105.35,90.17,14.66,4.92187,-2.11149
213.73,-6.17,-29.24,5.02930,0.79181
13.37,-43.37,-15.34,4.96094,-1.05574
-172.73,73.46,26.79,4.94141,-1.58361
124.04,-68.98,-88.14,4.95117,-1.31968
-49.38,136.08,-28.33,4.95117,-1.31968
101.90,-121.17,-4.24,4.92187,-2.11149
-120.41,65.35,29.84,4.95117,-1.31968
-108.46,-28.86,-72.90,4.95117,-1.31968
115.07,-32.70,-96.56,4.93164,-1.84755
-68.77,100.23,11.79,4.92187,-2.11149
21.97,-19.71,-1.01,4.96094,-1.05574
103.79,-39.47,-76.50,4.94141,-1.58361
-41.94,99.01,-33.57,4.95117,-1.31968
123.73,-0.32,-86.31,4.92187,-2.11149
-230.90,270.90,0.27,4.96094,-1.05574
111.29,-71.30,-47.17,4.93164,-1.84755
400.74,45.04,-135.83,4.95117,-1.31968
-113.15,74.01,52.46,4.94141,-1.58361
-5.90,26.94,-50.16,4.99023,-0.26394
300.68,-162.76,-130.89,4.94141,-1.58361
-4.38,129.43,-62.60,4.92187,-2.11149
-143.28,94.13,-60.83,5.03906,1.05574
147.33,-105.62,-88.08,4.97070,-0.79181
67.76,-38.25,-59.12,4.97070,-0.79181
45.38,-13.80,-46.19,5.00000,0.00000
-199.98,72.30,-18.33,5.10742,2.90329
-185.90,37.97,-54.55,4.93164,-1.84755
-221.51,157.36,16.85,4.94141,-1.58361
-9.56,38.58,-59.12,4.92187,-2.11149
56.23,42.85,-50.03,4.96094,-1.05574
-38.52,116.51,-26.74,4.93164,-1.84755
13.37,105.78,-61.99,4.97070,-0.79181
112.57,-32.27,-76.99,4.94141,-1.58361
24.59,65.78,-26.74,4.95117,-1.31968
88.25,-1.72,-17.35,4.95117,-1.31968
-192.24,101.87,118.93,4.97070,-0.79181
-102.24,119.56,13.87,4.94141,-1.58361
36.11,-12.27,-20.22,4.93164,-1.84755
-66.39,3.64,10.88,4.93164,-1.84755
3.61,-69.77,-69.18,4.93164,-1.84755
421.53,-460.99,-219.18,5.00977,0.26394
-26.81,8.40,-64.85,4.93164,-1.84755
99.40,-3.67,-3.45,4.94141,-1.58361
102.94,-7.27,-41.50,4.94141,-1.58361
251.54,-156.17,-67.23,4.92187,-2.11149
-255.96,320.71,-116.62,4.95117,-1.31968
-135.41,112.73,90.45,4.92187,-2.11149
132.45,-10.63,346.06,4.97070,-0.79181
-160.84,203.76,61.31,4.96094,-1.05574
-38.83,41.08,-5.16,4.98047,-0.52787
314.65,-185.20,-253.63,4.94141,-1.58361
-73.89,97.18,4.90,4.93164,-1.84755
-118.28,87.06,-109.79,4.95117,-1.31968
-2.97,-55.56,-89.91,4.93164,-1.84755
233.43,-197.03,102.46,4.93164,-1.84755
-71.87,99.13,-28.45,4.92187,-2.11149
61.78,98.64,87.83,4.93164,-1.84755
-0.11,31.26,-11.80,4.99023,-0.26394
50.99,-3.49,-79.30,4.93164,-1.84755
-10.29,106.81,29.29,4.96094,-1.05574
32.94,-102.33,-14.43,5.00977,0.26394
-178.83,255.41,213.86,4.94141,-1.58361
-7.18,-69.47,-29.85,4.96094,-1.05574
48.67,-85.56,-103.75,4.93164,-1.84755
39.89,2.91,16.18,4.91211,-2.37542
-195.41,117.48,18.01,5.00000,0.00000
51.84,21.75,-76.19,4.93164,-1.84755
108.55,-1.72,-105.46,4.96094,-1.05574
95.50,-61.17,-75.77,4.95117,-1.31968
-68.46,109.19,11.06,4.91211,-2.37542
-96.20,92.42,178.44,4.96094,-1.05574
-27.49,51.81,-9.24,4.95117,-1.31968
231.23,-217.88,-4.24,4.99023,-0.26394
10.75,43.22,-10.40,4.94141,-1.58361
-142.97,35.90,69.17,4.93164,-1.84755
32.64,-41.78,-61.86,4.97070,-0.79181
47.15,13.83,-63.45,4.95117,-1.31968
495.74,-354.28,-320.28,4.98047,-0.52787
-89.07,72.79,27.04,4.94141,-1.58361
-29.86,-5.50,-24.49,4.98047,-0.52787
64.04,-38.00,-65.10,4.95117,-1.31968
-180.78,139.37,17.34,4.95117,-1.31968
49.47,8.34,-64.73,4.94141,-1.58361
76.17,-48.19,-85.28,4.96094,-1.05574
-138.15,156.93,36.73,4.99023,-0.26394
-271.51,173.82,-38.69,4.95117,-1.31968
79.28,-39.47,13.81,4.97070,-0.79181
-121.57,218.52,41.61,4.89258,-2.90329
-86.33,94.86,17.10,4.94141,-1.58361
-3.03,-159.40,-189.24,4.95117,-1.31968
32.27,-31.48,-22.11,4.90234,-2.63936
-55.96,107.36,-22.23,4.96094,-1.05574
-383.40,74.31,104.23,4.93164,-1.84755
91.84,-63.19,-37.60,4.97070,-0.79181
29.53,-118.61,-38.27,4.99023,-0.26394
-75.17,95.84,-26.99,4.97070,-0.79181
48.25,123.40,-49.85,4.95117,-1.31968
126.96,-75.02,-128.57,4.97070,-0.79181
-17.18,17.67,-31.68,4.96094,-1.05574
-200.90,372.24,52.95,4.96094,-1.05574
-35.17,-9.35,-23.02,4.94141,-1.58361
95.07,-97.58,-60.83,4.96094,-1.05574
-31.45,15.90,-1.01,4.99023,-0.26394
-56.51,367.54,266.06,5.04883,1.31968
-55.96,129.98,-73.27,5.04883,1.31968
91.78,-32.94,-93.14,4.95117,-1.31968
2.51,65.78,-64.06,4.97070,-0.79181
-285.53,197.12,-65.16,4.96094,-1.05574
0.38,27.48,-9.73,5.00000,0.00000
99.46,-78.55,-71.44,4.97070,-0.79181
-39.31,22.00,0.76,4.96094,-1.05574
-75.29,100.78,75.27,4.93164,-1.84755
4.04,-43.86,-21.93,4.97070,-0.79181
78.06,-64.28,-87.60,4.97070,-0.79181
-286.32,250.71,-46.25,4.97070,-0.79181
85.38,71.87,-48.02,4.96094,-1.05574
63.86,-86.78,-53.02,5.00000,0.00000
-86.69,142.79,-45.22,5.02930,0.79181
-292.85,257.05,-130.03,5.05859,1.58361
86.84,-7.76,-71.07,4.99023,-0.26394
64.40,-70.75,-47.17,4.97070,-0.79181
-77.73,45.04,51.24,4.96094,-1.05574
86.78,-9.16,-78.57,4.93164,-1.84755
67.94,-33.13,-53.94,4.90234,-2.63936
7.70,1.57,-39.67,4.95117,-1.31968
-141.39,96.20,23.38,4.95117,-1.31968
266.54,235.47,179.78,4.95117,-1.31968
-6.08,40.41,-59.79,4.95117,-1.31968
86.72,-64.16,-82.78,4.96094,-1.05574
344.58,179.07,126.67,5.00977,0.26394
127.03,-133.25,-100.22,4.95117,-1.31968
-20.23,45.17,-18.57,4.96094,-1.05574
-134.01,-137.64,-125.40,4.98047,-0.52787
80.26,-99.89,-42.05,4.94141,-1.58361
-80.47,124.43,55.70,4.99023,-0.26394
246.72,-91.54,-253.57,4.97070,-0.79181
-55.84,-17.15,-12.23,4.95117,-1.31968
-65.59,89.56,6.85,5.01953,0.52787
-201.93,169.68,13.56,4.99023,-0.26394
136.90,-167.94,-94.36,4.95117,-1.31968
-53.34,-15.69,-15.58,5.00977,0.26394
98.61,245.90,88.13,4.98047,-0.52787
-33.70,82.36,-12.47,4.97070,-0.79181
164.77,-162.39,-42.41,4.91211,-2.37542
-112.30,-71.60,43.68,4.98047,-0.52787
194.89,-190.44,-130.22,4.96094,-1.05574
-30.11,104.07,4.42,4.91211,-2.37542
-13.89,49.13,-24.61,4.95117,-1.31968
227.09,-270.62,-133.27,4.93164,-1.84755
-47.42,30.65,35.45,4.96094,-1.05574
-49.86,92.30,12.53,4.93164,-1.84755
139.77,25.72,-140.52,4.97070,-0.79181
75.07,-50.08,-104.91,4.94141,-1.58361
-89.50,55.04,18.26,4.96094,-1.05574
-155.65,9.31,-2.96,5.00000,0.00000
87.94,-113.25,-95.03,4.97070,-0.79181
24.34,32.73,-50.03,4.97070,-0.79181
-31.63,33.09,109.11,4.94141,-1.58361
136.23,-149.89,-61.80,4.98047,-0.52787
-52.48,30.53,-32.47,4.94141,-1.58361
-254.62,238.64,-59.06,4.94141,-1.58361
125.68,-30.50,-109.73,4.95117,-1.31968
90.01,-69.41,-56.32,4.91211,-2.37542
-93.70,66.08,0.82,4.95117,-1.31968
199.71,251.69,116.79,4.94141,-1.58361
-26.88,57.85,-40.34,4.97070,-0.79181
74.28,-99.65,-97.66,4.91211,-2.37542
-47.91,62.00,-14.61,4.94141,-1.58361
90.32,118.64,-39.43,4.98047,-0.52787
134.16,-40.38,-65.46,4.90234,-2.63936
34.89,5.65,-46.86,4.93164,-1.84755
-373.21,460.35,-173.51,4.98047,-0.52787
97.76,7.61,-19.55,4.94141,-1.58361
66.17,-88.37,-49.85,4.95117,-1.31968
-140.41,-235.50,-19.61,4.97070,-0.79181
-226.93,111.81,-29.61,5.02930,0.79181
-17.24,10.72,-20.71,4.95117,-1.31968
-164.80,66.87,246.18,4.96094,-1.05574
155.81,-90.08,-66.19,4.94141,-1.58361
-12.49,69.98,-5.28,4.98047,-0.52787
-57.79,10.72,-0.77,4.97070,-0.79181
70.14,-107.51,4.96,4.95117,-1.31968
107.09,-53.92,-58.02,4.94141,-1.58361
-57.18,70.53,23.62,4.95117,-1.31968
295.32,-120.20,-96.07,4.90234,-2.63936
50.68,34.86,-97.05,5.00000,0.00000
-82.48,111.51,38.87,4.96094,-1.05574
40.32,-74.77,-44.12,4.85352,-3.95904
242.45,-245.93,-118.88,4.93164,-1.84755
23.25,109.19,-75.83,4.93164,-1.84755
-65.47,58.52,7.34,4.92187,-2.11149
-25.66,-18.00,23.14,4.93164,-1.84755
139.59,-56.05,-92.47,4.93164,-1.84755
-7.12,101.87,-9.43,4.95117,-1.31968
102.39,-15.81,-65.58,4.91211,-2.37542
92.27,-112.76,-57.23,4.93164,-1.84755
-41.51,92.18,16.85,4.90234,-2.63936
-222.06,294.68,-103.88,4.95117,-1.31968
90.68,-22.21,-22.78,4.96094,-1.05574
261.05,-163.55,-48.69,4.95117,-1.31968
-104.98,138.34,83.13,4.97070,-0.79181
-57.00,105.47,-4.67,4.94141,-1.58361
919.46,-456.60,-164.42,4.95117,-1.31968
-129.13,56.69,7.83,4.93164,-1.84755
72.82,23.09,-75.89,4.89258,-2.90329
-82.55,128.70,-86.07,4.94141,-1.58361
98.73,-101.11,-71.62,4.96094,-1.05574
-944.00,225.84,197.10,4.94141,-1.58361
16.48,194.98,49.84,4.94141,-1.58361
-25.23,66.63,-15.77,4.97070,-0.79181
-9.38,-22.09,-36.62,4.95117,-1.31968
401.17,300.47,20.64,4.94141,-1.58361
-21.75,99.43,15.57,4.95117,-1.31968
-85.17,74.74,23.26,4.95117,-1.31968
178.24,-128.49,-145.46,4.96094,-1.05574
-403.64,101.08,330.02,4.97070,-0.79181
252.02,180.65,-45.28,4.99023,-0.26394
105.87,-6.17,59.60,4.96094,-1.05574
