0,1,2,3,4,5
-2.69,1.37,-6.48,5.06836,1.84755,33.00
-1.05,-3.26,-0.20,5.09766,2.63936,33.00
-0.80,4.12,0.72,5.05859,1.58361,33.00
0.72,0.15,-0.75,5.08789,2.37542,33.00
0.54,1.98,0.84,5.04883,1.31968,33.00
-0.74,-0.58,-0.93,5.12695,3.43117,33.00
2.67,-0.40,7.55,5.10742,2.90329,33.00
-2.51,3.51,-0.81,5.09766,2.63936,33.00
0.60,-1.43,-1.24,5.10742,2.90329,33.00
-2.15,4.91,-1.91,5.05859,1.58361,33.00
2.49,-7.77,1.87,5.13672,3.69510,33.00
-1.66,5.46,-1.91,5.08789,2.37542,33.00
-1.72,6.19,-1.66,5.08789,2.37542,33.00
-1.60,-0.46,-2.21,5.03906,1.05574,33.00
-0.32,-8.32,1.87,5.13672,3.69510,33.00
-4.71,14.85,-7.21,5.07812,2.11149,33.00
3.10,-6.19,0.65,5.15625,4.22297,33.00
-0.80,6.01,-2.21,5.09766,2.63936,33.00
4.01,-9.73,3.64,5.14648,3.95904,33.00
-3.67,5.27,-3.55,5.07812,2.11149,33.00
1.94,-7.90,7.06,5.12695,3.43117,33.00
-1.90,2.90,-3.25,5.03906,1.05574,33.00
2.49,-2.77,2.42,5.03906,1.05574,33.00
-4.77,6.43,-3.92,5.09766,2.63936,33.00
2.00,-1.98,3.28,5.04883,1.31968,33.00
1.70,-0.82,0.17,5.07812,2.11149,33.00
6.57,-0.58,7.85,5.08789,2.37542,33.00
-3.24,6.92,-4.59,5.06836,1.84755,33.00
2.06,-10.64,-2.76,5.09766,2.63936,33.00
-4.34,6.43,-2.15,5.07812,2.11149,33.00
5.23,-7.77,3.03,5.06836,1.84755,33.00
-2.27,6.01,-1.17,5.07812,2.11149,33.00
4.38,-8.32,2.06,5.05859,1.58361,33.00
-1.96,5.46,-2.09,5.06836,1.84755,33.00
2.43,-10.64,1.02,5.04883,1.31968,33.00
-3.36,9.42,-1.54,5.05859,1.58361,33.00
2.12,-6.74,4.44,5.06836,1.84755,33.00
-2.69,5.88,-2.15,5.06836,1.84755,33.00
2.25,-7.65,0.59,5.04883,1.31968,33.00
-2.94,5.82,-2.33,5.07812,2.11149,33.00
1.45,-3.51,1.63,5.05859,1.58361,33.00
-3.55,9.05,0.29,5.04883,1.31968,33.00
-1.05,4.66,-4.10,5.11719,3.16723,33.00
-1.72,4.97,-0.14,5.03906,1.05574,33.00
-0.01,-4.54,0.96,5.09766,2.63936,33.00
5.78,-4.54,4.86,5.02930,0.79181,33.00
-1.41,1.80,-1.36,5.09766,2.63936,33.00
1.03,-0.82,1.08,5.05859,1.58361,33.00
-1.90,2.71,-1.78,5.04883,1.31968,33.00
1.45,-4.60,0.53,5.05859,1.58361,33.00
-3.85,11.37,-3.67,5.03906,1.05574,33.00
2.00,-0.21,0.65,5.10742,2.90329,33.00
-2.63,4.73,-4.59,5.06836,1.84755,33.00
1.45,-10.88,8.28,5.08789,2.37542,33.00
-2.15,10.09,-3.43,5.02930,0.79181,33.00
1.82,-1.49,2.97,5.04883,1.31968,33.00
-7.39,12.65,-13.19,5.09766,2.63936,33.00
2.85,-6.74,1.69,5.05859,1.58361,33.00
-2.15,4.12,-2.64,5.07812,2.11149,33.00
6.94,-4.42,9.31,5.06836,1.84755,33.00
-3.49,8.81,-0.81,5.12695,3.43117,33.00
6.64,-11.92,7.91,5.06836,1.84755,33.00
-1.60,3.99,-2.76,5.05859,1.58361,33.00
4.68,-7.04,3.64,5.01953,0.52787,33.00
-3.85,7.65,-5.14,5.08789,2.37542,33.00
1.94,-8.93,-1.85,5.05859,1.58361,33.00
-3.55,7.90,-3.67,5.07812,2.11149,33.00
0.48,-5.15,3.89,5.09766,2.63936,33.00
-0.62,4.66,0.53,5.06836,1.84755,33.00
-1.90,0.03,0.65,5.03906,1.05574,33.00
0.42,3.63,-0.14,5.05859,1.58361,33.00
-1.47,6.98,0.47,5.10742,2.90329,33.00
3.22,-4.18,0.78,5.10742,2.90329,33.00
-3.06,10.58,-3.19,5.08789,2.37542,33.00
3.53,-4.18,3.09,5.08789,2.37542,33.00
-2.63,0.95,-2.82,5.10742,2.90329,33.00
2.79,-11.07,7.06,5.08789,2.37542,33.00
-2.21,1.68,-3.37,5.06836,1.84755,33.00
-0.13,0.58,-2.82,5.07812,2.11149,33.00
-4.28,6.37,-3.13,5.10742,2.90329,33.00
1.82,-3.20,4.50,5.06836,1.84755,33.00
-2.08,10.52,-1.66,5.06836,1.84755,33.00
5.72,-5.15,3.89,5.04883,1.31968,33.00
-3.85,4.48,-3.67,5.06836,1.84755,33.00
2.37,-4.66,-0.20,5.04883,1.31968,33.00
-4.58,9.79,-4.47,5.08789,2.37542,33.00
0.96,-6.13,1.39,5.04883,1.31968,33.00
-4.40,7.47,-6.11,5.07812,2.11149,33.00
3.04,-8.51,0.41,5.05859,1.58361,33.00
-3.24,2.23,0.96,5.08789,2.37542,33.00
3.89,-5.15,3.34,5.06836,1.84755,33.00
-4.28,7.53,-1.66,5.06836,1.84755,33.00
4.38,-7.41,-1.05,5.06836,1.84755,33.00
-4.28,8.57,-2.58,5.08789,2.37542,33.00
4.07,-8.69,1.81,5.06836,1.84755,33.00
-2.15,-4.30,8.22,5.04883,1.31968,33.00
4.68,-9.12,3.22,5.05859,1.58361,33.00
-2.82,4.97,-1.54,5.05859,1.58361,33.00
1.94,-11.86,-4.71,5.04883,1.31968,33.00
-4.95,5.76,-3.19,5.05859,1.58361,33.00
3.34,-3.57,1.14,5.04883,1.31968,33.00
-2.94,4.24,-2.58,5.06836,1.84755,33.00
3.53,-8.45,1.63,5.06836,1.84755,33.00
-5.62,8.57,-6.54,5.05859,1.58361,33.00
1.21,-7.29,4.68,5.07812,2.11149,33.00
-4.83,9.66,-3.06,5.02930,0.79181,33.00
4.68,-6.62,5.23,5.05859,1.58361,33.00
1.64,4.73,0.11,5.06836,1.84755,33.00
2.67,-10.40,3.03,5.05859,1.58361,33.00
-0.56,1.55,-0.20,5.06836,1.84755,33.00
0.90,-6.19,1.14,5.09766,2.63936,33.00
-1.96,7.10,-0.63,5.01953,0.52787,33.00
-2.21,4.66,2.06,5.08789,2.37542,33.00
0.66,2.41,-1.78,5.08789,2.37542,33.00
2.92,-10.27,4.74,5.10742,2.90329,33.00
3.71,-5.15,4.74,5.08789,2.37542,33.00
-1.96,3.81,1.14,5.06836,1.84755,33.00
1.33,6.25,-4.04,5.06836,1.84755,33.00
-1.47,1.43,-1.72,5.07812,2.11149,33.00
2.73,-2.65,2.61,5.07812,2.11149,33.00
0.60,1.98,4.98,5.08789,2.37542,33.00
3.04,-5.21,3.34,5.07812,2.11149,33.00
-1.78,0.82,1.87,5.09766,2.63936,33.00
-2.88,-6.19,-8.00,5.05859,1.58361,33.00
-3.30,5.64,-1.24,5.08789,2.37542,33.00
1.51,-4.66,-1.30,5.06836,1.84755,33.00
-2.02,6.37,-1.91,5.05859,1.58361,33.00
3.71,-8.57,1.39,5.10742,2.90329,33.00
-1.41,0.15,-2.45,5.07812,2.11149,33.00
1.33,-6.92,1.57,5.07812,2.11149,33.00
-2.75,4.36,-1.48,5.08789,2.37542,33.00
5.48,-7.04,8.89,5.06836,1.84755,33.00
-1.47,2.96,-3.86,5.06836,1.84755,33.00
0.66,-3.26,-2.15,5.09766,2.63936,33.00
-3.36,3.38,-3.06,5.08789,2.37542,33.00
0.78,-3.51,-0.50,5.04883,1.31968,33.00
-3.49,2.84,-1.42,5.08789,2.37542,33.00
5.60,-3.69,6.20,5.07812,2.11149,33.00
-3.30,3.75,-2.21,5.02930,0.79181,33.00
2.79,-8.45,1.63,5.02930,0.79181,33.00
0.66,-0.64,-5.81,5.05859,1.58361,33.00
2.73,-6.49,4.50,5.08789,2.37542,33.00
-4.22,10.21,-4.65,5.05859,1.58361,33.00
2.06,-2.71,2.97,5.07812,2.11149,33.00
-2.08,2.84,-4.10,5.03906,1.05574,33.00
0.48,-0.95,10.35,5.06836,1.84755,33.00
-2.45,3.99,-3.92,5.05859,1.58361,33.00
1.51,-3.69,5.05,5.05859,1.58361,33.00
-6.72,8.81,-12.64,5.05859,1.58361,33.00
4.07,-6.68,1.94,5.04883,1.31968,33.00
-2.57,7.53,-6.05,5.07812,2.11149,33.00
6.82,-5.95,8.15,5.04883,1.31968,33.00
-4.04,9.54,-4.35,5.11719,3.16723,33.00
5.29,-8.75,6.20,5.06836,1.84755,33.00
-4.58,11.37,-0.99,5.05859,1.58361,33.00
4.14,-6.25,2.18,5.06836,1.84755,33.00
-3.24,9.85,0.96,5.08789,2.37542,33.00
5.05,-11.13,2.36,5.04883,1.31968,33.00
-4.04,7.16,-1.91,5.09766,2.63936,33.00
3.65,-14.54,6.87,5.05859,1.58361,33.00
-5.93,7.10,-5.02,5.05859,1.58361,33.00
3.16,-5.64,6.20,5.07812,2.11149,33.00
-4.89,12.84,-11.24,5.10742,2.90329,33.00
3.89,-7.23,0.29,5.04883,1.31968,33.00
-4.83,9.85,-2.94,5.07812,2.11149,33.00
2.00,-9.73,7.61,5.05859,1.58361,33.00
-4.89,8.02,-2.88,5.06836,1.84755,33.00
3.04,-7.90,-0.75,5.09766,2.63936,33.00
-1.96,3.69,1.08,5.07812,2.11149,33.00
2.98,-11.37,2.48,5.04883,1.31968,33.00
-0.44,6.13,4.56,5.00977,0.26394,33.00
-0.25,-0.52,1.51,5.08789,2.37542,33.00
0.42,2.84,-0.81,5.05859,1.58361,33.00
-1.96,1.80,-1.78,5.03906,1.05574,33.00
1.09,3.20,-0.99,5.05859,1.58361,33.00
-1.84,0.82,-0.44,5.07812,2.11149,33.00
1.33,-5.21,1.26,5.09766,2.63936,33.00
-2.39,2.59,-1.36,5.03906,1.05574,33.00
2.67,-3.87,1.87,5.11719,3.16723,33.00
-0.80,1.80,1.39,5.05859,1.58361,33.00
2.79,-8.02,4.31,5.07812,2.11149,33.00
-2.33,7.16,-7.15,5.08789,2.37542,33.00
5.90,-7.53,9.56,5.06836,1.84755,33.00
-1.05,4.54,-3.74,5.09766,2.63936,33.00
3.59,-5.76,2.61,5.06836,1.84755,33.00
-2.94,3.81,-2.58,5.09766,2.63936,33.00
4.26,-2.90,8.34,5.05859,1.58361,33.00
-2.39,1.98,4.37,5.08789,2.37542,33.00
3.04,-5.27,1.75,5.08789,2.37542,33.00
-4.58,6.98,-1.60,5.08789,2.37542,33.00
