x-axis,y-axis,z-axis,voltage,current,temp
-2.04,5.03,0.55,5.12695,3.43117,27
-2.35,5.4,-4.93,5.09766,2.63936,27
-3.75,3.08,-5.91,5.09766,2.63936,27
-3.63,10.52,-6.64,5.11719,3.16723,27
0.09,0.34,-2.19,5.09766,2.63936,27
2.17,-15.51,3.72,5.09766,2.63936,27
1.07,-0.09,1.71,5.11719,3.16723,27
-4.72,10.7,-4.02,5.14648,3.95904,27
-2.59,7.35,-3.17,5.11719,3.16723,27
1.25,4.55,2.69,5.07812,2.11149,27
1.13,3.39,4.27,5.12695,3.43117,27
5.28,-8.62,7.38,5.11719,3.16723,27
0.22,8.75,-0.36,5.12695,3.43117,27
-2.47,2.84,-0.42,5.12695,3.43117,27
-4.05,5.64,-5,5.09766,2.63936,27
-4.05,4,-4.93,5.11719,3.16723,27
2.11,3.27,-2.01,5.09766,2.63936,27
-1.92,3.14,2.14,5.09766,2.63936,27
0.83,-1.49,2.2,5.06836,1.84755,27
-3.5,3.33,-4.14,5.08789,2.37542,27
-2.95,11.44,-2.31,5.12695,3.43117,27
-5.58,9.91,-1.52,5.12695,3.43117,27
-3.93,8.14,-5.54,5.11719,3.16723,27
1.56,1.31,2.63,5.12695,3.43117,27
-2.22,0.1,-1.03,5.08789,2.37542,27
4.06,-10.27,7.75,5.13672,3.6951,27
-4.54,10.22,0.31,5.11719,3.16723,27
-6.19,19.55,-13.47,5.11719,3.16723,27
-5.15,13.51,-4.69,5.12695,3.43117,27
-2.35,10.03,-3.84,5.10742,2.90329,27
2.41,-5.94,3.97,5.13672,3.6951,27
0.22,-4.72,2.99,5.11719,3.16723,27
-4.42,5.34,-3.04,5.04883,1.31968,27
-6.06,10.03,-5.42,5.12695,3.43117,27
-1.86,5.83,-6.21,5.11719,3.16723,27
-2.16,6.62,0.19,5.17578,4.75084,27
-0.58,-1.25,-0.18,5.12695,3.43117,27
3.63,-3.56,2.99,5.14648,3.95904,27
6.86,-13.01,11.04,5.16602,4.48691,27
-2.35,5.16,-0.42,5.11719,3.16723,27
-0.94,1.92,-2.86,5.11719,3.16723,27
-3.2,8.08,-5.67,5.09766,2.63936,27
-1.49,9.97,1.29,5.13672,3.6951,27
2.59,0.64,2.2,5.14648,3.95904,27
5.4,-10.15,8.18,5.08789,2.37542,27
-7.95,15.89,-8.84,5.10742,2.90329,27
-3.02,15.95,-0.06,5.13672,3.6951,27
-2.22,10.52,-3.47,5.11719,3.16723,27
0.22,3.51,-1.4,5.10742,2.90329,27
-3.32,5.95,-8.47,5.15625,4.22297,27
-0.94,-1.12,-2.8,5.09766,2.63936,27
2.17,-3.26,2.93,5.09766,2.63936,27
-2.16,5.52,-3.23,5.09766,2.63936,27
-2.35,11.99,-4.93,5.08789,2.37542,27
-3.63,11.62,-4.69,5.07812,2.11149,27
-2.65,4,-3.1,5.10742,2.90329,27
6.19,-6.49,5.68,5.10742,2.90329,27
0.7,-8.01,2.08,5.11719,3.16723,27
-0.27,2.47,-3.78,5.09766,2.63936,27
-2.16,8.08,-3.23,5.12695,3.43117,27
-1.98,5.1,-6.7,5.10742,2.90329,27
-4.54,4.12,0.25,5.16602,4.48691,27
0.46,-0.15,1.71,5.11719,3.16723,27
0.95,-2.95,0.49,5.11719,3.16723,27
4.06,-8.08,9.88,5.09766,2.63936,27
-1.61,1.62,-3.59,5.10742,2.90329,27
-3.44,5.16,-3.9,5.08789,2.37542,27
1.5,-2.89,0.68,5.09766,2.63936,27
-2.95,14.85,1.1,5.12695,3.43117,27
4,-9.72,3.91,5.13672,3.6951,27
3.57,-3.56,4.33,5.05859,1.58361,27
3.26,-1.98,8.6,5.10742,2.90329,27
1.07,6.86,-2.13,5.06836,1.84755,27
-1.13,6.74,1.77,5.03906,1.05574,27
2.41,-6.61,-0.18,5.07812,2.11149,27
3.94,-4.36,4.27,5.14648,3.95904,27
2.29,-1.25,7.44,5.05859,1.58361,27
0.46,1.44,-2.19,5.09766,2.63936,27
-5.64,10.22,-9.69,5.07812,2.11149,27
-3.81,3.57,-1.09,5.07812,2.11149,27
0.64,-1.67,4.4,5.08789,2.37542,27
3.94,-6.19,6.77,5.06836,1.84755,27
1.56,-2.04,1.1,5.05859,1.58361,27
1.92,-4.42,4.88,5.12695,3.43117,27
-3.02,4.97,-0.48,5.04883,1.31968,27
-2.1,9.97,-1.7,5.05859,1.58361,27
3.87,-10.76,3.3,5.11719,3.16723,27
4.73,-6.67,7.38,5.09766,2.63936,27
0.76,-4.54,-0.67,5.08789,2.37542,27
0.15,3.02,-1.76,5.05859,1.58361,27
-2.53,10.16,-4.45,5.11719,3.16723,27
-4.11,8.69,-10.06,5.07812,2.11149,27
1.68,-3.93,2.81,5.05859,1.58361,27
5.09,-12.53,8.36,5.13672,3.6951,27
2.78,-7.71,-0.67,5.14648,3.95904,27
3.26,-4.54,3.54,5.08789,2.37542,27
-3.5,8.2,-3.65,5.05859,1.58361,27
-5.09,4.3,-12.68,5.10742,2.90329,27
-2.95,3.94,0.86,5.11719,3.16723,27
5.15,-7.53,8.36,5.07812,2.11149,27
2.72,-8.62,4.46,5.15625,4.22297,27
2.05,-0.45,-1.09,5.13672,3.6951,27
0.46,-1.49,-0.24,5.07812,2.11149,27
-3.38,10.4,-3.96,5.15625,4.22297,27
-1.74,9.06,-1.7,5.07812,2.11149,27
4.91,-5.33,6.9,5.08789,2.37542,27
-0.03,-2.34,-0.6,5.13672,3.6951,27
-3.08,10.77,-3.96,5.07812,2.11149,27
-1.31,0.22,-10.42,5.10742,2.90329,27
-5.7,6.38,-8.41,5.09766,2.63936,27
-1.86,5.58,-2.92,5.07812,2.11149,27
-3.14,6.44,-2.13,5.09766,2.63936,27
5.58,-10.94,8.24,5.08789,2.37542,27
2.29,-1.92,4.82,5.09766,2.63936,27
0.15,2.17,-2.25,5.08789,2.37542,27
-4.97,10.64,-8.04,5.06836,1.84755,27
-1.06,5.52,-3.35,5.05859,1.58361,27
-4.66,6.62,-3.65,5.13672,3.6951,27
-1.61,9.85,-2.31,5.08789,2.37542,27
1.86,-3.38,12.02,5.10742,2.90329,27
1.86,-2.83,7.14,5.07812,2.11149,27
1.86,-5.33,3.72,5.12695,3.43117,27
-0.03,-0.94,2.38,5.08789,2.37542,27
-5.27,6.31,-7.07,5.08789,2.37542,27
-4.36,10.4,-4.75,5.14648,3.95904,27
2.78,-1.31,6.04,5.07812,2.11149,27
3.69,-9.84,2.99,5.05859,1.58361,27
3.08,-9.66,2.26,5.10742,2.90329,27
0.15,-3.32,-2.56,5.06836,1.84755,27
0.22,3.51,0.55,5.07812,2.11149,27
-5.09,7.96,1.1,5.09766,2.63936,27
-3.63,10.22,-3.71,5.10742,2.90329,27
0.52,-5.58,-2.5,5.09766,2.63936,27
1.44,-6.43,1.83,5.09766,2.63936,27
4.12,-2.65,2.63,5.16602,4.48691,27
6.07,-9.72,5.19,5.09766,2.63936,27
-0.82,1.19,-2.68,5.08789,2.37542,27
-5.39,7.47,-10.91,5.11719,3.16723,27
-4.54,10.28,-2.92,5.10742,2.90329,27
5.28,-3.01,4.82,5.10742,2.90329,27
1.8,-2.1,5,5.07812,2.11149,27
0.52,-1.06,6.71,5.15625,4.22297,27
0.03,-0.33,1.77,5.10742,2.90329,27
-5.52,11.25,-5.3,5.07812,2.11149,27
-3.87,8.75,-3.96,5.07812,2.11149,27
-2.95,14.79,-3.35,5.11719,3.16723,27
2.65,1.01,6.59,5.05859,1.58361,27
1.25,0.58,-0.3,5.08789,2.37542,27
-0.94,-1.8,0.74,5.04883,1.31968,27
-0.45,1.25,-2.68,5.09766,2.63936,27
-5.76,6.74,-6.76,5.15625,4.22297,27
-2.65,9.18,-2.07,5.09766,2.63936,27
4.73,-5.58,6.53,5.04883,1.31968,27
2.72,-6,-0.06,5.09766,2.63936,27
-4.97,12.59,-5.97,5.09766,2.63936,27
-5.82,10.83,-6.64,5.12695,3.43117,27
-3.14,14.36,-6.15,5.12695,3.43117,27
2.9,-5.7,-2.01,5.07812,2.11149,27
5.09,-4.84,5.43,5.11719,3.16723,27
-3.14,12.72,-8.96,5.08789,2.37542,27
-3.99,9.73,-6.4,5.14648,3.95904,27
-2.83,3.57,-6.46,5.11719,3.16723,27
-2.83,3.02,-1.15,5.08789,2.37542,27
7.29,-8.99,2.93,5.09766,2.63936,27
0.7,-0.15,2.87,5.07812,2.11149,27
-2.04,5.64,-5.18,5.06836,1.84755,27
-3.14,9,-7.25,5.12695,3.43117,27
-1.25,9.55,6.71,5.08789,2.37542,27
-1.13,-0.09,0.31,5.08789,2.37542,27
1.98,-3.93,3.66,5.10742,2.90329,27
4.73,-11.61,9.58,5.12695,3.43117,27
2.72,-3.32,0.55,5.10742,2.90329,27
-2.35,8.14,-1.21,5.08789,2.37542,27
-0.33,7.35,1.47,5.07812,2.11149,27
4.12,-6.73,7.93,5.09766,2.63936,27
1.37,-3.01,0.92,5.15625,4.22297,27
4.48,-2.34,5.98,5.06836,1.84755,27
1.86,-5.58,2.63,5.16602,4.48691,27
-0.39,3.63,-10.54,5.10742,2.90329,27
-5.33,9.79,-8.53,5.11719,3.16723,27
1.56,-1.12,-0.42,5.10742,2.90329,27
1.68,-2.95,7.87,5.06836,1.84755,27
2.72,-3.93,6.9,5.09766,2.63936,27
4.36,-6,5.07,5.07812,2.11149,27
-0.45,-0.33,-0.97,5.17578,4.75084,27
-1.74,4.24,6.22,5.06836,1.84755,27
-3.5,6.56,-0.06,5.07812,2.11149,27
1.86,-5.76,2.81,5.10742,2.90329,27
1.44,-3.69,-2.07,5.12695,3.43117,27
3.39,2.17,4.52,5.13672,3.6951,27
3.14,-0.82,2.38,5.10742,2.90329,27
2.53,-7.83,3.91,5.12695,3.43117,27
-4.78,6.44,-2.19,5.09766,2.63936,27
1.5,9.12,-0.06,5.10742,2.90329,27
-2.77,3.81,-2.25,5.11719,3.16723,27
0.34,4.61,0.98,5.08789,2.37542,27
2.84,-6.37,9.33,5.06836,1.84755,27
7.78,-11.55,8.79,5.08789,2.37542,27
3.14,-6.31,7.38,5.08789,2.37542,27
-5.21,18.75,-2.01,5.08789,2.37542,27
-0.7,2.47,-6.64,5.11719,3.16723,27
0.28,1.68,-2.43,5.08789,2.37542,27
-2.95,8.63,-5.06,5.09766,2.63936,27
0.58,4,2.69,5.08789,2.37542,27
6.13,-9.23,4.58,5.17578,4.75084,27
2.23,-4.3,2.93,5.09766,2.63936,27
-4.3,6.31,-3.9,5.10742,2.90329,27
0.09,3.81,-3.41,5.11719,3.16723,27
1.68,7.9,1.9,5.12695,3.43117,27
-1.98,6.5,-5.79,5.09766,2.63936,27
1.31,-1.67,5.8,5.10742,2.90329,27
0.52,-7.04,-4.81,5.11719,3.16723,27
3.33,-2.04,3.85,5.07812,2.11149,27
-2.1,6.74,-2.13,5.09766,2.63936,27
-3.56,9.36,-0.6,5.08789,2.37542,27
-6.31,10.22,-9.08,5.14648,3.95904,27
-3.93,11.38,-4.51,5.14648,3.95904,27
2.11,-7.53,1.04,5.09766,2.63936,27
5.46,-8.99,9.76,5.05859,1.58361,27
0.58,-2.71,0.19,5.09766,2.63936,27
-4.54,7.84,-4.08,5.13672,3.6951,27
-0.7,1.07,1.22,5.09766,2.63936,27
0.64,-8.93,2.5,5.10742,2.90329,27
-1.92,2.05,3.66,5.07812,2.11149,27
3.08,-1.8,2.99,5.10742,2.90329,27
4.18,-6.86,4.76,5.13672,3.6951,27
-5.21,13.08,-5.54,5.08789,2.37542,27
-6.37,5.34,-7.5,5.07812,2.11149,27
-2.22,5.89,-1.7,5.13672,3.6951,27
1.56,-4.54,0.49,5.13672,3.6951,27
5.64,-9.05,5.61,5.08789,2.37542,27
1.56,-8.93,4.4,5.07812,2.11149,27
-6,11.5,-6.28,5.10742,2.90329,27
-3.32,8.63,-7.01,5.10742,2.90329,27
-1.92,2.53,1.47,5.09766,2.63936,27
-0.76,0.95,-0.67,5.12695,3.43117,27
1.37,-3.87,3.97,5.13672,3.6951,27
5.22,-2.47,6.47,5.08789,2.37542,27
2.84,-4.3,4.09,5.07812,2.11149,27
-3.87,10.7,-1.58,5.12695,3.43117,27
-0.21,6.68,1.1,5.12695,3.43117,27
-1.8,3.27,-3.9,5.09766,2.63936,27
-0.76,3.57,-1.21,5.11719,3.16723,27
5.7,-7.4,6.59,5.06836,1.84755,27
3.94,-3.5,-2.86,5.10742,2.90329,27
0.15,-4.05,-2.86,5.11719,3.16723,27
-1.8,7.78,-7.01,5.03906,1.05574,27
0.89,-1.12,4.03,5.09766,2.63936,27
4.85,-5.7,1.96,5.13672,3.6951,27
2.47,-5.51,5.37,5.08789,2.37542,27
2.65,-4.23,4.52,5.09766,2.63936,27
0.64,-2.89,4.09,5.10742,2.90329,27
-4.24,10.34,1.41,5.09766,2.63936,27
0.89,-1.19,3.24,5.12695,3.43117,27
2.9,-1.61,6.29,5.13672,3.6951,27
2.59,-1.43,2.93,5.09766,2.63936,27
3.14,-2.83,0.43,5.12695,3.43117,27
-4.05,9.42,-3.84,5.07812,2.11149,27
-2.77,6.92,-4.39,5.09766,2.63936,27
5.09,0.46,6.59,5.12695,3.43117,27
-0.58,-1.06,2.2,5.07812,2.11149,27
-3.63,5.95,-4.02,5.11719,3.16723,27
-5.21,14.06,-8.41,5.08789,2.37542,27
-2.53,10.58,-7.37,5.15625,4.22297,27
-3.14,2.66,-1.28,5.06836,1.84755,27
3.02,-6.31,3.18,5.10742,2.90329,27
-3.26,-0.45,-3.59,5.10742,2.90329,27
-2.89,4.67,-3.53,5.13672,3.6951,27
-1.86,2.84,-0.48,5.08789,2.37542,27
-1.86,4.61,-1.09,5.09766,2.63936,27
3.45,-0.94,1.9,5.15625,4.22297,27
3.69,-3.87,5.49,5.08789,2.37542,27
-1.31,1.44,-1.4,5.06836,1.84755,27
-0.27,8.57,0.86,5.11719,3.16723,27
5.76,-11.25,3.97,5.12695,3.43117,27
5.34,-5.15,3.24,5.07812,2.11149,27
4,-8.87,5.37,5.13672,3.6951,27
1.13,-2.4,4.27,5.11719,3.16723,27
-4.24,10.4,-5.18,5.10742,2.90329,27
-2.89,9.91,-5.24,5.07812,2.11149,27
4.55,-3.93,6.96,5.04883,1.31968,27
0.76,-1.73,0.74,5.09766,2.63936,27
0.58,-4.78,1.47,5.14648,3.95904,27
-2.04,7.66,-0.73,5.10742,2.90329,27
-1.98,3.08,1.65,5.14648,3.95904,27
-3.08,2.78,-0.06,5.10742,2.90329,27
3.94,-8.93,9.64,5.09766,2.63936,27
1.92,-1.55,-0.48,5.09766,2.63936,27
1.74,-1.37,-5,5.07812,2.11149,27
-3.32,4.67,-1.4,5.12695,3.43117,27
-1.86,2.78,-4.51,5.07812,2.11149,27
4.12,-5.76,2.93,5.11719,3.16723,27
3.51,-9.6,3.6,5.09766,2.63936,27
-1.74,9.06,-3.84,5.08789,2.37542,27
-1.92,10.89,-3.59,5.07812,2.11149,27
-3.2,10.34,-7.43,5.04883,1.31968,27
-1.98,5.4,-2.13,5.10742,2.90329,27
5.09,-4.42,6.53,5.08789,2.37542,27
1.01,-3.99,3.3,5.07812,2.11149,27
-0.21,14.12,-0.97,5.08789,2.37542,27
-5.21,17.05,-1.95,5.09766,2.63936,27
1.68,-3.32,1.22,5.05859,1.58361,27
2.41,-4.17,7.75,5.06836,1.84755,27
1.37,1.74,1.96,5.08789,2.37542,27
-3.32,8.08,-4.08,5.12695,3.43117,27
-2.41,7.23,-7.07,5.12695,3.43117,27
4.42,-13.08,7.2,5.07812,2.11149,27
4.42,-3.81,7.81,5.13672,3.6951,27
1.07,0.83,-1.52,5.10742,2.90329,27
-0.88,2.6,-1.95,5.09766,2.63936,27
-5.21,7.41,0.61,5.11719,3.16723,27
-1.55,9.24,1.41,5.06836,1.84755,27
5.52,-11.67,6.1,5.08789,2.37542,27
-1.43,2.9,1.04,5.09766,2.63936,27
-0.58,2.35,-8.84,5.15625,4.22297,27
-2.16,6.01,-3.84,5.11719,3.16723,27
-0.15,4.24,1.22,5.06836,1.84755,27
0.03,-0.51,2.87,5.09766,2.63936,27
1.5,-4.17,6.47,5.07812,2.11149,27
-6.43,15.03,-8.35,5.07812,2.11149,27
-1.8,1.92,-1.58,5.13672,3.6951,27
5.28,-9.11,7.44,5.06836,1.84755,27
1.37,-1.8,0.49,5.08789,2.37542,27
1.19,-1.37,1.1,5.10742,2.90329,27
-5.21,7.6,-5.12,5.06836,1.84755,27
0.15,6.01,-6.15,5.12695,3.43117,27
2.9,-8.62,3.18,5.06836,1.84755,27
2.84,-3.08,4.88,5.10742,2.90329,27
-1.13,-5.64,6.53,5.09766,2.63936,27
-1,-0.21,-6.52,5.09766,2.63936,27
-5.39,4.55,-6.34,5.08789,2.37542,27
-3.81,11.25,-4.63,5.08789,2.37542,27
6.62,-9.9,7.2,5.17578,4.75084,27
-0.15,2.72,2.93,5.11719,3.16723,27
-6.25,10.77,-7.07,5.11719,3.16723,27
-3.5,15.58,-7.43,5.13672,3.6951,27
-4.42,12.59,-1.4,5.09766,2.63936,27
0.15,-4.17,-1.21,5.09766,2.63936,27
2.35,-0.76,2.02,5.14648,3.95904,27
-1.19,0.83,2.69,5.11719,3.16723,27
-3.2,3.02,-0.06,5.12695,3.43117,27
3.94,-9.48,1.29,5.14648,3.95904,27
0.52,-0.88,1.35,5.08789,2.37542,27
1.92,-7.04,5.43,5.04883,1.31968,27
-1.67,-5.21,-2.31,5.13672,3.6951,27
-5.27,8.27,-4.81,5.11719,3.16723,27
0.83,-3.08,-1.64,5.07812,2.11149,27
0.83,-4.05,1.35,5.10742,2.90329,27
-3.63,2.47,-5.6,5.08789,2.37542,27
-2.65,5.1,-4.32,5.11719,3.16723,27
-2.83,12.72,1.71,5.11719,3.16723,27
2.9,-2.65,6.96,5.16602,4.48691,28
1.74,-5.33,4.27,5.12695,3.43117,28
-3.44,3.33,0.55,5.10742,2.90329,28
-1.8,12.41,-7.92,5.08789,2.37542,28
0.64,3.2,5.74,5.08789,2.37542,28
-1.55,1.01,-1.09,5.10742,2.90329,28
4.42,-6.73,3.85,5.11719,3.16723,28
2.29,-6.25,2.99,5.07812,2.11149,28
-4.6,10.34,-4.51,5.07812,2.11149,28
-0.82,3.51,-0.24,5.10742,2.90329,28
-0.27,-8.5,-7.92,5.12695,3.43117,28
0.22,-3.38,0.92,5.08789,2.37542,28
4.73,-2.28,3.42,5.08789,2.37542,28
0.34,-8.69,5.55,5.05859,1.58361,28
5.89,-6.8,5.07,5.10742,2.90329,28
-3.99,3.02,-3.71,5.07812,2.11149,28
-1.19,5.83,-0.85,5.06836,1.84755,28
4.12,0.1,4.58,5.15625,4.22297,28
-1.74,5.22,-0.42,5.09766,2.63936,28
5.15,-12.04,4.76,5.12695,3.43117,28
3.63,-4.23,4.09,5.06836,1.84755,28
-1.43,1.5,-4.57,5.14648,3.95904,28
-3.93,7.05,-10.18,5.12695,3.43117,28
-3.14,6.92,-5.24,5.08789,2.37542,28
-1.19,0.4,0.31,5.06836,1.84755,28
-3.38,7.35,0.68,5.09766,2.63936,28
5.7,-6.86,7.87,5.16602,4.48691,28
1.98,-4.11,5.19,5.12695,3.43117,28
0.58,0.34,0.25,5.10742,2.90329,28
-3.5,6.74,-7.19,5.07812,2.11149,28
-4.11,11.92,-4.39,5.13672,3.6951,28
-1.25,9.18,-1.09,5.05859,1.58361,28
-6.19,16.13,-8.23,5.16602,4.48691,28
4.48,-6.12,-0.3,5.16602,4.48691,28
3.94,-5.09,1.96,5.06836,1.84755,28
1.62,-1.73,-0.42,5.07812,2.11149,28
-3.44,13.81,-1.64,5.13672,3.6951,28
-3.26,9.85,-5.12,5.11719,3.16723,28
-1.61,2.29,-4.26,5.07812,2.11149,28
-3.5,12.72,-1.89,5.11719,3.16723,28
-1.67,-0.51,0.31,5.10742,2.90329,28
3.87,-7.71,3.3,5.06836,1.84755,28
1.19,-0.94,3.48,5.10742,2.90329,28
-2.95,11.13,-5.79,5.06836,1.84755,28
-2.89,13.08,1.16,5.12695,3.43117,28
-2.53,3.51,-6.09,5.09766,2.63936,28
-1,4.49,-1.64,5.06836,1.84755,28
2.9,-8.56,6.16,5.08789,2.37542,28
4.36,-0.45,2.93,5.07812,2.11149,28
-1.19,2.23,-0.85,5.05859,1.58361,28
-5.82,6.44,-4.87,5.09766,2.63936,28
-3.87,11.5,-6.82,5.10742,2.90329,28
-4.11,10.34,-5.12,5.12695,3.43117,28
-2.35,6.8,-0.79,5.04883,1.31968,28
0.95,-1.43,-1.7,5.14648,3.95904,28
1.86,-7.04,4.58,5.13672,3.6951,28
-3.81,6.01,-3.1,5.06836,1.84755,28
-1,5.7,-2.01,5.09766,2.63936,28
-2.22,10.16,-3.35,5.15625,4.22297,28
-1.86,-0.21,-6.21,5.05859,1.58361,28
2.35,-2.16,0.25,5.13672,3.6951,28
6.01,-9.23,8.24,5.05859,1.58361,28
0.64,7.35,-1.52,5.09766,2.63936,28
-3.63,10.46,-7.13,5.09766,2.63936,28
-2.83,8.88,-5.24,5.09766,2.63936,28
-1,7.78,-0.24,5.11719,3.16723,28
-2.89,8.39,-5.67,5.08789,2.37542,28
1.19,-6.8,-0.79,5.10742,2.90329,28
5.22,-9.17,4.7,5.14648,3.95904,28
-4.42,-1.86,-11.58,5.11719,3.16723,28
-6.25,10.64,-6.89,5.12695,3.43117,28
-1.98,4.18,-4.26,5.05859,1.58361,28
-3.14,8.02,-3.78,5.10742,2.90329,28
-1.74,6.62,-0.36,5.04883,1.31968,28
3.81,-0.33,3.24,5.13672,3.6951,28
0.95,0.7,1.53,5.07812,2.11149,28
-1.92,4.67,-2.8,5.06836,1.84755,28
-4.48,11.01,-8.35,5.12695,3.43117,28
-1.92,5.4,-4.39,5.09766,2.63936,28
-1.98,7.17,-2.25,5.09766,2.63936,28
2.65,3.88,10,5.10742,2.90329,28
3.75,-3.75,3.11,5.07812,2.11149,28
-3.32,5.16,-1.4,5.11719,3.16723,28
-1.61,5.03,-4.81,5.10742,2.90329,28
0.7,-2.28,4.4,5.10742,2.90329,28
-0.45,2.17,0.25,5.08789,2.37542,28
4.12,-4.54,6.22,5.03906,1.05574,28
1.31,0.64,0.98,5.08789,2.37542,28
7.05,-12.04,9.82,5.15625,4.22297,28
-2.41,9.85,-5.67,5.11719,3.16723,28
-4.3,6.07,-4.63,5.08789,2.37542,28
9.73,-13.93,17.32,5.19531,5.27872,28
3.87,-2.16,2.5,5.13672,3.6951,28
3.69,-7.22,7.02,5.12695,3.43117,28
-1,-0.51,-3.96,5.07812,2.11149,28
-5.88,18.45,-4.63,5.07812,2.11149,28
-2.65,5.64,-0.54,5.07812,2.11149,28
3.08,-6.55,6.1,5.06836,1.84755,28
2.11,-5.39,3.42,5.12695,3.43117,28
3.81,-2.71,5.74,5.06836,1.84755,28
2.29,-4.23,2.44,5.12695,3.43117,28
0.4,4.06,-0.12,5.05859,1.58361,28
-2.1,20.83,-4.02,5.11719,3.16723,28
0.34,-1.67,-1.15,5.08789,2.37542,28
3.14,-0.21,4.76,5.04883,1.31968,28
3.39,-3.62,4.94,5.09766,2.63936,28
-1.25,4.49,-0.06,5.06836,1.84755,28
-0.88,-2.1,-2.86,5.08789,2.37542,28
-5.88,11.07,-8.23,5.09766,2.63936,28
-2.95,3.02,0.8,5.09766,2.63936,28
5.58,-15.09,2.93,5.04883,1.31968,28
2.05,-3.01,7.08,5.07812,2.11149,28
3.51,-4.54,5.07,5.12695,3.43117,28
6.5,-17.4,11.71,5.14648,3.95904,28
1.92,-0.15,2.5,5.09766,2.63936,28
-3.63,7.23,0,5.12695,3.43117,28
2.78,-3.87,2.26,5.13672,3.6951,28
8.45,-11.12,9.58,5.06836,1.84755,28
5.03,-8.75,5.98,5.05859,1.58361,28
2.9,-6.43,6.71,5.06836,1.84755,28
-1.19,0.64,-3.9,5.07812,2.11149,28
-2.77,4.3,-4.57,5.06836,1.84755,28
-3.14,4.18,-2.74,5.07812,2.11149,28
1.01,-3.69,5.68,5.12695,3.43117,28
7.23,-15.27,13.72,5.11719,3.16723,28
2.65,-1.37,5.19,5.10742,2.90329,28
3.45,-3.93,5.43,5.05859,1.58361,28
6.31,-8.93,7.63,5.11719,3.16723,28
0.64,-5.94,1.47,5.10742,2.90329,28
-3.75,11.13,-5.18,5.08789,2.37542,28
-1.06,8.94,-1.34,5.10742,2.90329,28
2.35,-4.11,5.61,5.14648,3.95904,28
-2.65,5.95,2.2,5.07812,2.11149,28
2.35,-5.7,4.94,5.12695,3.43117,28
0.89,-2.1,5.13,5.09766,2.63936,28
-3.08,9,-1.15,5.07812,2.11149,28
-3.99,10.16,-5.18,5.11719,3.16723,28
-0.58,2.84,1.16,5.10742,2.90329,28
-1.8,4.3,-0.18,5.07812,2.11149,28
-4.78,9.12,-9.93,5.09766,2.63936,28
0.83,0.4,3.97,5.07812,2.11149,28
1.37,0.95,3.54,5.05859,1.58361,28
0.34,0.64,1.59,5.08789,2.37542,28
-2.77,13.08,-1.95,5.08789,2.37542,28
-3.93,12.72,-2.07,5.10742,2.90329,28
-4.11,7.53,-1.76,5.08789,2.37542,28
-0.58,-1.98,10.68,5.12695,3.43117,28
5.03,-9.66,-1.28,5.11719,3.16723,28
0.4,-0.33,0.37,5.08789,2.37542,28
-1.43,2.84,-1.4,5.11719,3.16723,28
-0.7,-5.58,-3.84,5.13672,3.6951,28
0.09,-3.56,-4.93,5.06836,1.84755,28
-2.77,6.68,-5,5.13672,3.6951,28
-2.28,8.27,-0.79,5.11719,3.16723,28
2.05,3.08,2.87,5.09766,2.63936,28
3.2,-7.34,2.81,5.09766,2.63936,28
0.22,4.36,-3.59,5.07812,2.11149,28
-6.06,16.68,-6.7,5.09766,2.63936,28
-3.5,10.7,-5.36,5.15625,4.22297,28
-2.59,4.42,-0.42,5.14648,3.95904,28
-1,5.95,-1.95,5.10742,2.90329,28
0.46,-11.06,-5.79,5.11719,3.16723,28
1.31,-5.21,1.04,5.09766,2.63936,28
-2.16,8.88,-0.6,5.08789,2.37542,28
-0.27,4.61,2.26,5.11719,3.16723,28
-2.89,4.97,-6.4,5.11719,3.16723,28
-4.05,8.33,-7.74,5.09766,2.63936,28
3.75,-1.06,4.46,5.12695,3.43117,28
5.4,-10.45,10.25,5.11719,3.16723,28
1.37,-7.34,1.16,5.12695,3.43117,28
-5.15,12.9,-6.09,5.12695,3.43117,28
-1.67,10.28,-0.79,5.09766,2.63936,28
-6,7.78,-0.36,5.11719,3.16723,28
1.01,0.83,0.68,5.05859,1.58361,28
2.11,-2.59,1.22,5.08789,2.37542,28
0.64,-0.09,-1.15,5.05859,1.58361,28
-3.02,4.73,-4.32,5.10742,2.90329,28
-1.13,2.9,0.8,5.08789,2.37542,28
-1.31,2.84,0.31,5.07812,2.11149,28
-6.06,16.56,-11.64,5.07812,2.11149,28
-0.64,6.62,1.47,5.10742,2.90329,28
6.92,-8.26,8.79,5.09766,2.63936,28
4.24,0.34,2.75,5.07812,2.11149,28
-0.39,7.96,3.79,5.08789,2.37542,28
-3.75,11.19,-9.14,5.10742,2.90329,28
-3.56,5.77,-5.91,5.09766,2.63936,28
-2.65,6.07,-3.59,5.07812,2.11149,28
-4.54,5.89,-2.01,5.08789,2.37542,28
-1.25,4.61,0.43,5.12695,3.43117,28
1.8,-3.08,5.61,5.09766,2.63936,28
2.9,-2.77,6.16,5.09766,2.63936,28
-4.3,11.44,-2.19,5.09766,2.63936,28
-1.8,4,-2.86,5.10742,2.90329,28
-2.83,9.55,-3.23,5.04883,1.31968,28
-0.58,13.27,-4.32,5.09766,2.63936,28
-3.2,10.16,0.92,5.09766,2.63936,28
1.56,-5.15,3.54,5.11719,3.16723,28
-1.06,6.38,-5.12,5.03906,1.05574,28
-3.26,8.69,-0.12,5.12695,3.43117,28
