x-axis,y-axis,z-axis,voltage,current,temp
-2.47,3.2,-2.25,5.07812,2.11149,29
-1.06,-0.94,3.36,5.07812,2.11149,29
-4.48,7.29,-4.75,5.04883,1.31968,29
-5.64,15.64,-11.52,5.07812,2.11149,29
0.22,7.41,-1.28,5.12695,3.43117,29
4.36,-3.75,1.16,5.05859,1.58361,29
-0.94,2.96,-1.4,5.06836,1.84755,29
-3.56,10.83,-10.3,5.06836,1.84755,29
0.83,-6.92,4.88,5.10742,2.90329,29
-5.76,9,-5.48,5.10742,2.90329,29
-4.78,3.14,-8.59,5.09766,2.63936,29
-1.31,7.11,4.4,5.09766,2.63936,29
6.74,-12.34,4.7,5.06836,1.84755,29
0.34,4.06,0.43,5.08789,2.37542,29
-8.14,14,-12.13,5.07812,2.11149,29
5.76,-7.71,5,5.05859,1.58361,29
-0.45,-0.27,-1.21,5.10742,2.90329,29
-2.59,9.18,-3.1,5.07812,2.11149,29
0.52,7.84,1.04,5.09766,2.63936,29
1.92,-10.58,0.25,5.13672,3.6951,29
0.46,-4.36,-1.52,5.14648,3.95904,29
-3.08,6.8,-5.24,5.10742,2.90329,29
4.91,-11,6.16,5.08789,2.37542,29
1.37,-4.9,2.02,5.08789,2.37542,29
-0.58,-1.25,-0.42,5.11719,3.16723,29
-2.71,8.02,1.41,5.12695,3.43117,29
-4.72,6.56,0.92,5.09766,2.63936,29
-0.52,-5.33,-2.92,5.06836,1.84755,29
-2.53,6.38,-4.93,5.10742,2.90329,29
-4.05,12.59,-1.76,5.06836,1.84755,29
3.87,-4.78,4.76,5.05859,1.58361,29
-1.49,-1.19,-3.47,5.08789,2.37542,29
-2.47,4.36,-3.65,5.08789,2.37542,29
-2.83,14.91,-3.47,5.05859,1.58361,29
-1.55,-1.31,-5,5.04883,1.31968,29
-2.35,3.88,-8.04,5.07812,2.11149,29
2.17,-3.01,3.3,5.08789,2.37542,29
2.65,-2.22,2.38,5.04883,1.31968,29
0.95,-3.26,5.07,5.07812,2.11149,29
-4.66,9.97,-4.75,5.09766,2.63936,29
-1.8,-2.22,0.92,5.08789,2.37542,29
-1.8,1.19,-2.92,5.04883,1.31968,29
-2.04,6.8,-2.31,5.06836,1.84755,29
0.22,3.88,-0.12,5.11719,3.16723,29
-0.09,0.95,3.42,5.16602,4.48691,29
2.72,-4.17,1.59,5.08789,2.37542,29
-6.49,6.86,-6.46,5.07812,2.11149,29
0.34,-8.32,-2.19,5.07812,2.11149,29
1.37,-5.03,-1.34,5.14648,3.95904,29
-3.99,7.29,-4.75,5.08789,2.37542,29
-4.78,7.9,-4.93,5.05859,1.58361,29
-2.41,5.89,-0.73,5.10742,2.90329,29
2.23,-3.44,5.37,5.08789,2.37542,29
-1.06,4.06,-2.43,5.07812,2.11149,29
-2.77,2.05,-8.35,5.11719,3.16723,29
3.51,-9.54,4.52,5.06836,1.84755,29
-3.32,5.77,-4.39,5.06836,1.84755,29
-0.33,3.2,0.49,5.07812,2.11149,29
-2.1,11.25,-2.31,5.05859,1.58361,29
1.62,-1.67,0.61,5.10742,2.90329,29
2.35,-6.25,1.9,5.14648,3.95904,29
-2.1,2.96,-8.9,5.08789,2.37542,29
-0.7,1.07,1.1,5.08789,2.37542,29
5.89,-7.34,10.31,5.07812,2.11149,29
4.67,-6.86,8.6,5.05859,1.58361,29
-3.56,8.51,-5.6,5.10742,2.90329,30
-3.32,12.29,-3.41,5.14648,3.95904,29
6.44,-6.25,8.97,5.0293,0.79181,29
0.58,-1.73,2.63,5.07812,2.11149,30
-2.65,13.08,-3.53,5.08789,2.37542,30
-3.44,6.62,-4.63,5.10742,2.90329,30
4.36,-9.48,2.87,5.11719,3.16723,30
1.44,-6.37,0.07,5.10742,2.90329,30
2.9,2.9,6.04,5.07812,2.11149,30
4.61,-6.25,4.88,5.10742,2.90329,30
2.29,-3.5,7.2,5.06836,1.84755,30
-1.31,2.9,-11.76,5.05859,1.58361,30
-1.31,11.74,-1.03,5.05859,1.58361,30
-2.41,11.13,-1.76,5.08789,2.37542,30
2.59,-4.48,8.72,5.04883,1.31968,30
1.37,3.69,4.7,5.08789,2.37542,30
-2.83,10.46,-1.7,5.09766,2.63936,30
4.97,-7.4,6.77,5.10742,2.90329,30
-2.53,2.23,-8.41,5.08789,2.37542,30
3.08,0.58,5,5.05859,1.58361,30
-1.74,3.45,-2.37,5.09766,2.63936,30
0.52,1.62,2.08,5.09766,2.63936,30
3.51,2.72,8.54,5.10742,2.90329,30
-2.47,6.31,-2.01,5.10742,2.90329,30
3.26,-4.3,3.72,5.09766,2.63936,30
2.78,-1.55,7.02,5.06836,1.84755,30
1.31,0.34,2.81,5.08789,2.37542,30
-4.24,11.01,-7.31,5.07812,2.11149,30
0.03,-0.64,4.64,5.06836,1.84755,30
0.28,8.2,7.99,5.11719,3.16723,30
-5.94,6.86,-5.12,5.06836,1.84755,30
-3.56,7.96,-2.19,5.06836,1.84755,30
-1.49,3.14,-1.34,5.09766,2.63936,30
3.94,-4.23,1.71,5.05859,1.58361,30
2.9,-5.7,2.38,5.08789,2.37542,30
-2.59,4.18,-5.18,5.06836,1.84755,30
9.48,-12.4,14.39,5.05859,1.58361,30
-0.94,2.96,1.77,5.08789,2.37542,30
-4.36,5.03,-1.82,5.13672,3.6951,30
-4.05,8.51,-6.28,5.11719,3.16723,30
-5.21,7.11,-4.69,5.09766,2.63936,30
4,-4.97,2.44,5.07812,2.11149,30
-4.72,2.05,-4.2,5.09766,2.63936,30
-3.32,7.23,-3.78,5.11719,3.16723,30
1.56,-9.11,2.63,5.08789,2.37542,30
3.63,-10.15,3.6,5.09766,2.63936,30
-1.13,4.97,-2.25,5.05859,1.58361,30
-3.81,6.01,-0.85,5.10742,2.90329,30
-2.95,6.92,3.72,5.07812,2.11149,30
-1.67,0.28,-3.9,5.05859,1.58361,30
-1.43,7.78,-4.81,5.09766,2.63936,30
3.81,-8.5,-0.18,5.08789,2.37542,30
5.46,-8.99,8.3,5.07812,2.11149,30
0.28,-4.17,-1.03,5.07812,2.11149,30
-3.56,6.19,-0.42,5.08789,2.37542,30
-1.13,2.78,-0.24,5.09766,2.63936,30
0.03,-2.59,-1.7,5.09766,2.63936,30
-2.53,11.13,-4.87,5.09766,2.63936,30
-3.87,6.68,-0.79,5.10742,2.90329,30
0.58,2.11,3.3,5.09766,2.63936,30
0.4,-0.15,2.02,5.05859,1.58361,30
-1.74,2.47,-0.3,5.10742,2.90329,30
1.44,2.05,0.13,5.09766,2.63936,30
2.9,-2.1,6.04,5.09766,2.63936,30
-0.76,3.39,-0.97,5.05859,1.58361,30
-0.15,8.81,2.38,5.07812,2.11149,30
-3.81,4.55,-5.48,5.16602,4.48691,30
0.83,-4.48,3.72,5.08789,2.37542,30
1.37,-6.92,6.96,5.08789,2.37542,30
-3.08,15.03,-1.52,5.08789,2.37542,30
0.09,5.16,5.25,5.09766,2.63936,30
1.56,-2.89,5.86,5.06836,1.84755,30
2.41,-4.9,3.3,5.10742,2.90329,30
1.56,-0.82,4.09,5.10742,2.90329,30
-3.26,5.89,-2.5,5.08789,2.37542,30
2.29,-3.44,4.64,5.14648,3.95904,30
-1.49,13.88,-9.63,5.06836,1.84755,30
-3.81,9.61,-6.89,5.11719,3.16723,30
-1.67,6.01,-3.1,5.10742,2.90329,30
-0.76,2.53,-3.71,5.13672,3.6951,30
1.13,0.22,4.82,5.08789,2.37542,30
-0.15,6.62,0.74,5.07812,2.11149,30
-1.92,10.46,-0.36,5.09766,2.63936,30
1.98,-7.95,5.37,5.10742,2.90329,30
-0.09,3.33,-3.71,5.08789,2.37542,30
-4.54,10.16,-6.34,5.15625,4.22297,30
-3.5,9.42,-3.23,5.05859,1.58361,30
6.25,-0.39,8.66,5.03906,1.05574,30
3.69,-4.84,4.09,5.10742,2.90329,30
-1.86,5.7,0.55,5.08789,2.37542,30
1.31,4.18,4.94,5.09766,2.63936,30
-0.58,3.81,-2.07,5.11719,3.16723,30
-3.99,8.81,-1.46,5.07812,2.11149,30
-1.98,10.28,-2.31,5.11719,3.16723,30
7.78,-12.16,8.42,5.08789,2.37542,30
4.61,-7.59,7.14,5.11719,3.16723,30
-2.1,11.68,-6.46,5.05859,1.58361,30
4.55,-13.44,6.41,5.05859,1.58361,30
-0.27,-5.21,3.18,5.10742,2.90329,30
-1.74,-2.83,-6.58,5.05859,1.58361,30
-2.04,8.33,-3.47,5.06836,1.84755,30
2.53,-0.33,2.5,5.11719,3.16723,30
0.4,1.62,0.25,5.11719,3.16723,30
-2.53,7.05,-6.03,5.09766,2.63936,30
5.89,-5.76,3.54,5.07812,2.11149,30
6.01,-15.33,16.41,5.07812,2.11149,30
0.64,2.6,4.21,5.08789,2.37542,30
-5.52,12.59,-8.47,5.05859,1.58361,30
0.09,0.46,-0.06,5.12695,3.43117,30
-1.49,8.75,-2.07,5.10742,2.90329,30
-4.48,7.29,-8.78,5.06836,1.84755,30
3.45,-6.31,5.49,5.10742,2.90329,30
1.5,-6.49,4.94,5.05859,1.58361,30
0.58,-0.39,0.61,5.07812,2.11149,30
-0.94,7.6,-4.63,5.08789,2.37542,30
2.96,-0.39,4.15,5.04883,1.31968,30
-1.31,-1.43,-10.36,5.11719,3.16723,30
-2.95,6.56,-2.8,5.05859,1.58361,30
2.23,-5.76,1.22,5.07812,2.11149,30
2.65,-6.19,4.21,5.07812,2.11149,30
3.08,-1,2.26,5.07812,2.11149,30
-2.77,1.86,-4.39,5.07812,2.11149,30
0.89,-0.94,2.02,5.05859,1.58361,30
-4.78,8.27,-11.64,5.08789,2.37542,30
-0.88,10.03,-6.28,5.06836,1.84755,30
-1,-2.47,0.61,5.11719,3.16723,30
1.56,-4.97,3.91,5.09766,2.63936,30
-0.88,-1.92,3.05,5.12695,3.43117,30
-0.82,3.81,-1.76,5.06836,1.84755,30
-0.27,1.07,-0.91,5.05859,1.58361,30
-1.06,2.96,-4.26,5.07812,2.11149,30
0.22,0.46,-0.91,5.09766,2.63936,30
0.83,-3.2,0.37,5.11719,3.16723,30
1.56,-3.26,3.6,5.09766,2.63936,30
-4.78,7.66,-10.12,5.08789,2.37542,30
-0.58,8.63,-2.19,5.10742,2.90329,30
-0.58,2.72,-2.5,5.08789,2.37542,30
-2.41,5.03,0.98,5.06836,1.84755,30
-0.94,-0.64,-1.52,5.10742,2.90329,30
1.98,-4.11,0.55,5.06836,1.84755,30
0.83,1.74,0.98,5.11719,3.16723,30
-4.36,12.59,-8.29,5.07812,2.11149,30
-0.15,2.78,-2.01,5.07812,2.11149,30
1.86,-1.86,0.68,5.10742,2.90329,30
-0.64,6.74,-4.26,5.10742,2.90329,30
1.92,1.44,2.32,5.09766,2.63936,30
1.68,-4.84,-2.01,5.10742,2.90329,30
1.8,-1.61,2.32,5.13672,3.6951,30
-3.14,8.14,-5.36,5.11719,3.16723,30
3.81,-5.27,3.48,5.06836,1.84755,30
-4.3,14.06,-7.25,5.10742,2.90329,30
0.4,2.47,0.92,5.12695,3.43117,30
-2.47,-4.23,2.26,5.12695,3.43117,30
4.12,-4.78,6.47,5.09766,2.63936,30
-3.93,8.75,-2.74,5.10742,2.90329,30
0.7,0.4,0.61,5.08789,2.37542,30
-1.25,10.1,-2.56,5.11719,3.16723,30
-1.49,7.66,-2.86,5.06836,1.84755,30
3.57,-4.42,4.88,5.04883,1.31968,30
0.64,0.1,3.18,5.09766,2.63936,30
-2.35,10.58,-4.14,5.04883,1.31968,30
0.15,4.24,1.35,5.08789,2.37542,30
3.02,-3.08,4.4,5.11719,3.16723,30
-2.89,5.34,-1.15,5.12695,3.43117,30
2.65,-8.93,3.54,5.11719,3.16723,30
1.56,-2.77,1.1,5.16602,4.48691,30
-4.6,9.61,-7.31,5.09766,2.63936,30
-3.81,8.57,5.86,5.09766,2.63936,30
1.5,-5.39,3.05,5.06836,1.84755,30
0.52,2.47,0.92,5.13672,3.6951,30
5.34,-10.88,7.14,5.12695,3.43117,30
3.02,-6.49,1.77,5.08789,2.37542,30
-1.25,5.16,-2.37,5.10742,2.90329,30
-2.59,5.28,-3.53,5.08789,2.37542,30
0.09,-3.14,-0.85,5.17578,4.75084,30
2.53,-5.64,5.19,5.05859,1.58361,30
0.22,8.33,0.13,5.06836,1.84755,30
0.03,-2.65,0.8,5.05859,1.58361,30
3.69,-1.25,8.11,5.07812,2.11149,30
1.25,-1.86,-0.48,5.08789,2.37542,30
-3.14,7.66,-3.47,5.12695,3.43117,30
-0.39,5.22,0.43,5.07812,2.11149,30
4.24,-6.98,9.03,5.10742,2.90329,30
-0.64,2.47,-1.46,5.08789,2.37542,30
4.97,-8.38,6.29,5.11719,3.16723,30
5.76,-8.01,1.9,5.06836,1.84755,30
1.74,0.64,1.96,5.07812,2.11149,30
-3.93,7.05,-1.09,5.11719,3.16723,30
-3.5,16.56,-16.95,5.06836,1.84755,30
4.18,-1.98,6.59,5.07812,2.11149,30
-2.22,9.79,-0.85,5.07812,2.11149,30
0.76,2.47,2.26,5.09766,2.63936,30
0.95,-0.27,-0.12,5.10742,2.90329,30
1.13,0.52,1.83,5.04883,1.31968,30
1.74,-1.98,4.27,5.09766,2.63936,30
-3.93,6.56,-7.62,5.14648,3.95904,30
3.81,-1,6.35,5.06836,1.84755,30
1.37,-0.21,-0.79,5.07812,2.11149,30
-3.75,10.34,-4.02,5.09766,2.63936,30
-5.58,6.86,-5.73,5.12695,3.43117,30
-1.19,4.73,-1.95,5.07812,2.11149,30
2.96,-3.75,5.61,5.07812,2.11149,30
-4.6,9.42,-2.68,5.09766,2.63936,30
-0.39,6.56,0.37,5.04883,1.31968,30
4.79,-0.27,6.22,5.06836,1.84755,30
1.44,-5.21,2.69,5.13672,3.6951,30
4.97,-3.93,10.19,5.08789,2.37542,30
-5.33,13.14,-5.12,5.16602,4.48691,30
-0.15,4.91,1.1,5.07812,2.11149,30
-2.04,-1.43,-1.34,5.12695,3.43117,30
-3.56,12.59,-4.81,5.13672,3.6951,30
1.74,-6.37,1.04,5.06836,1.84755,30
0.83,-2.77,2.08,5.12695,3.43117,30
2.9,-4.72,1.47,5.10742,2.90329,30
1.5,-4.17,-1.21,5.14648,3.95904,30
-5.76,9.91,-4.81,5.09766,2.63936,30
4.91,-11.25,5.31,5.11719,3.16723,30
3.14,-2.65,-1.89,5.14648,3.95904,30
-0.21,-0.45,-0.06,5.07812,2.11149,30
-1.86,11.44,-1.09,5.07812,2.11149,30
-1.31,3.27,1.83,5.09766,2.63936,30
4.97,-6.55,0.68,5.10742,2.90329,30
2.23,-3.32,2.14,5.03906,1.05574,30
-0.45,4.91,-3.1,5.07812,2.11149,30
2.84,-7.22,2.14,5.08789,2.37542,30
5.34,-11.25,6.96,5.10742,2.90329,30
3.02,-2.53,3.42,5.09766,2.63936,30
-5.03,11.74,-2.37,5.09766,2.63936,30
0.34,6.62,-7.68,5.07812,2.11149,30
1.86,1.25,5.8,5.05859,1.58361,30
-3.38,4.97,-3.78,5.08789,2.37542,30
-1,4.85,1.96,5.06836,1.84755,30
-0.21,7.05,0.31,5.13672,3.6951,30
2.59,-4.72,2.5,5.06836,1.84755,30
3.08,-7.47,5.31,5.11719,3.16723,30
-6.49,9.67,-9.02,5.10742,2.90329,30
1.5,6.99,3.91,5.10742,2.90329,30
2.35,-3.38,6.29,5.09766,2.63936,30
-3.02,11.31,-3.23,5.16602,4.48691,30
0.4,-2.4,-1.46,5.14648,3.95904,30
-0.39,6.74,-3.17,5.09766,2.63936,30
1.8,-4.48,1.22,5.12695,3.43117,30
0.28,-0.03,6.83,5.11719,3.16723,30
-1.06,8.2,-4.87,5.10742,2.90329,30
0.4,0.4,4.76,5.08789,2.37542,30
2.9,-3.44,0.49,5.07812,2.11149,30
3.45,-5.82,-5.3,5.04883,1.31968,30
1.19,3.69,-4.69,5.12695,3.43117,30
-4.54,12.72,-3.35,5.06836,1.84755,30
0.95,-0.88,-0.48,5.12695,3.43117,30
-0.52,1.31,-7.07,5.08789,2.37542,30
-3.75,5.89,-7.25,5.08789,2.37542,30
-2.16,5.52,-4.69,5.13672,3.6951,30
1.98,-1.37,1.9,5.08789,2.37542,30
3.08,-4.84,2.75,5.09766,2.63936,30
-5.15,11.25,-0.3,5.07812,2.11149,30
2.47,-4.78,2.57,5.10742,2.90329,30
4.67,-14.29,-2.92,5.09766,2.63936,30
-1,-0.39,-4.39,5.09766,2.63936,30
-4.66,8.02,-3.17,5.10742,2.90329,30
1.56,1.8,4.76,5.08789,2.37542,30
2.29,2.96,1.35,5.09766,2.63936,30
-4.17,7.47,-6.64,5.06836,1.84755,30
-0.15,2.35,2.44,5.14648,3.95904,30
-2.04,8.63,-3.71,5.07812,2.11149,30
-0.45,-3.08,2.02,5.11719,3.16723,30
3.63,-6.25,0.07,5.07812,2.11149,30
-4.78,8.39,-5.54,5.07812,2.11149,30
0.46,12.78,3.97,5.10742,2.90329,30
-2.35,1.56,2.38,5.08789,2.37542,30
-3.44,1.38,-4.57,5.08789,2.37542,30
2.11,-4.05,2.2,5.14648,3.95904,30
4.18,-8.56,4.21,5.12695,3.43117,30
2.11,-6.8,9.27,5.08789,2.37542,30
-0.94,4.97,-0.85,5.05859,1.58361,30
-5.52,22.72,-8.9,5.04883,1.31968,30
-3.14,-2.95,3.97,5.11719,3.16723,30
-4.24,6.19,-1.15,5.10742,2.90329,30
-1.67,2.96,-0.3,5.08789,2.37542,30
-0.39,9.36,-1.7,5.06836,1.84755,30
3.51,-8.81,5.07,5.06836,1.84755,30
-1.37,-2.47,0.37,5.10742,2.90329,30
-1.13,-0.33,-2.62,5.07812,2.11149,30
5.83,-11.49,9.21,5.07812,2.11149,30
-2.65,7.35,-3.29,5.07812,2.11149,30
-3.44,9.3,-2.13,5.10742,2.90329,30
-2.59,5.28,-10.36,5.08789,2.37542,30
2.78,-5.51,5.98,5.08789,2.37542,30
2.11,-6.06,5.49,5.11719,3.16723,30
-1.55,8.02,1.53,5.09766,2.63936,30
5.76,-12.04,6.71,5.07812,2.11149,30
-1.37,4.73,0.74,5.08789,2.37542,30
-4.6,9.67,-5.6,5.12695,3.43117,30
-6.74,18.75,-9.26,5.10742,2.90329,30
-3.69,6.99,-2.98,5.05859,1.58361,30
1.92,-6.73,7.69,5.10742,2.90329,30
-3.63,9.06,-1.21,5.08789,2.37542,30
5.03,0.1,4.46,5.13672,3.6951,30
3.08,-3.56,7.32,5.08789,2.37542,30
2.78,-1.73,1.9,5.09766,2.63936,30
-5.58,10.95,-8.04,5.09766,2.63936,30
-1.37,10.22,1.53,5.11719,3.16723,30
5.34,-4.11,5.13,5.06836,1.84755,30
-4.05,10.46,-4.51,5.13672,3.6951,30
-0.7,9.55,4.21,5.08789,2.37542,30
1.86,-4.78,0.74,5.11719,3.16723,30
4.55,-4.3,3.6,5.09766,2.63936,30
2.59,-4.72,1.59,5.07812,2.11149,30
-1.25,5.58,-2.19,5.11719,3.16723,30
0.83,-0.39,2.93,5.14648,3.95904,30
1.62,-2.16,2.93,5.10742,2.90329,30
-6.55,17.96,-9.63,5.10742,2.90329,30
-3.63,8.45,-3.41,5.05859,1.58361,30
-2.22,12.47,-1.03,5.06836,1.84755,30
4.3,-3.01,4.33,5.07812,2.11149,30
3.08,-0.76,0.68,5.10742,2.90329,30
-1.49,2.6,-5.06,5.10742,2.90329,30
3.02,-4.36,-0.85,5.06836,1.84755,30
1.19,-0.45,1.77,5.10742,2.90329,30
0.58,-6.92,2.87,5.06836,1.84755,30
-5.21,9.06,-6.46,5.07812,2.11149,30
-3.69,9.61,-2.43,5.08789,2.37542,30
1.01,5.95,-2.43,5.07812,2.11149,30
-0.82,5.52,-8.78,5.08789,2.37542,30
-3.08,7.05,-4.14,5.07812,2.11149,30
2.17,-7.4,3.91,5.12695,3.43117,30
6.5,-8.32,9.76,5.07812,2.11149,30
-0.09,-6.86,2.57,5.07812,2.11149,30
-0.82,8.63,-1.7,5.10742,2.90329,30
-1.67,2.6,2.26,5.09766,2.63936,30
-0.21,-5.76,2.93,5.07812,2.11149,30
-3.5,6.07,-2.86,5.07812,2.11149,30
-4.42,11.25,-3.78,5.11719,3.16723,30
-3.08,11.31,-6.34,5.10742,2.90329,30
-1,2.78,-1.21,5.12695,3.43117,30
1.44,-4.6,2.81,5.09766,2.63936,30
-2.65,12.11,-2.19,5.11719,3.16723,30
1.56,1.38,3.6,5.10742,2.90329,30
1.8,-0.03,4.52,5.06836,1.84755,30
3.2,-1.92,6.22,5.11719,3.16723,30
-0.94,9.79,-3.23,5.12695,3.43117,30
-2.89,4.24,2.32,5.12695,3.43117,30
5.4,-11.86,2.5,5.05859,1.58361,30
1.19,1.25,-0.91,5.04883,1.31968,30
-5.76,3.33,-12.74,5.10742,2.90329,30
-0.64,3.02,-4.81,5.06836,1.84755,30
-0.45,0.83,-1.21,5.12695,3.43117,30
4.48,-5.33,8.54,5.09766,2.63936,30
1.31,1.25,-2.5,5.09766,2.63936,30
-1.55,9.61,-3.35,5.06836,1.84755,30
4.97,-6.55,10.74,5.10742,2.90329,30
-1.25,9.91,-7.68,5.11719,3.16723,30
-2.22,5.58,-2.31,5.12695,3.43117,30
-1,5.28,-3.96,5.03906,1.05574,30
4.12,-3.44,6.59,5.08789,2.37542,30
3.63,4.79,2.14,5.06836,1.84755,30
-1.98,10.77,-6.15,5.07812,2.11149,30
3.87,-3.2,2.38,5.10742,2.90329,30
4,-4.78,7.02,5.11719,3.16723,30
0.83,-1.37,3.18,5.06836,1.84755,30
-4.72,11.56,-3.78,5.03906,1.05574,30
-1.37,6.5,0.31,5.12695,3.43117,30
3.08,2.17,-0.36,5.05859,1.58361,30
-5.03,11.44,-5.06,5.08789,2.37542,30
-0.64,0.7,-1.03,5.08789,2.37542,30
1.25,-2.95,2.5,5.05859,1.58361,30
4.24,-12.77,10.49,5.11719,3.16723,30
-0.21,-3.75,-2.5,5.07812,2.11149,30
-4.24,7.53,-6.46,5.14648,3.95904,30
3.33,-4.17,-1.89,5.07812,2.11149,30
-0.39,2.47,-1.03,5.15625,4.22297,30
-2.22,13.2,-7.31,5.08789,2.37542,30
-0.45,3.14,-2.62,5.09766,2.63936,30
1.37,-1.25,6.22,5.08789,2.37542,30
1.37,-2.59,5.25,5.04883,1.31968,30
-1.13,8.08,-3.47,5.06836,1.84755,30
0.15,-1.98,1.16,5.12695,3.43117,30
3.02,-1.25,5.13,5.09766,2.63936,30
-1.8,6.99,1.22,5.09766,2.63936,30
-3.02,7.23,-3.71,5.09766,2.63936,30
-0.15,-0.88,-3.17,5.12695,3.43117,30
-0.39,-3.26,-2.5,5.08789,2.37542,30
2.17,-4.48,0.98,5.07812,2.11149,30
-1.31,3.02,-4.93,5.07812,2.11149,30
1.31,-1.67,6.22,5.06836,1.84755,30
1.13,-1.06,3.85,5.11719,3.16723,30
1.92,-3.01,5.55,5.06836,1.84755,30
-5.52,9.91,-6.89,5.08789,2.37542,30
-5.88,11.86,-6.46,5.11719,3.16723,30
2.59,-7.28,5.98,5.06836,1.84755,30
-5.27,7.11,-6.21,5.13672,3.6951,30
-1.37,-4.97,5,5.06836,1.84755,30
0.22,2.17,-2.74,5.06836,1.84755,30
0.89,-0.51,3.3,5.06836,1.84755,30
-0.33,6.07,-2.74,5.04883,1.31968,30
-7.89,5.95,-11.15,5.07812,2.11149,30
4,-11.06,10.49,5.09766,2.63936,30
-1.8,5.77,0.25,5.06836,1.84755,30
-2.28,3.69,-0.91,5.10742,2.90329,30
-2.89,6.38,1.53,5.05859,1.58361,30
6.25,-6.8,8.05,5.07812,2.11149,30
-0.09,0.46,-3.65,5.04883,1.31968,30
0.22,3.63,-5.73,5.08789,2.37542,30
-0.33,-2.04,5.86,5.06836,1.84755,30
-5.27,8.45,-7.25,5.06836,1.84755,30
-1.49,7.47,-1.34,5.09766,2.63936,30
-2.35,7.53,-4.87,5.09766,2.63936,30
3.39,-9.72,6.9,5.06836,1.84755,30
-1.55,5.7,-0.36,5.07812,2.11149,30
3.39,-9.3,11.59,5.16602,4.48691,30
4.85,-12.22,5.07,5.12695,3.43117,30
-4.6,9.61,-8.23,5.11719,3.16723,30
-1.06,3.57,0.37,5.10742,2.90329,30
0.15,13.08,2.26,5.09766,2.63936,30
3.26,-8.93,4.7,5.09766,2.63936,30
-5.94,7.17,-7.8,5.04883,1.31968,30
5.15,-12.1,6.16,5.05859,1.58361,30
0.7,-6.92,1.65,5.12695,3.43117,30
-4.72,5.58,-5.97,5.11719,3.16723,30
-0.82,5.58,1.16,5.05859,1.58361,30
2.9,-6.31,11.71,5.08789,2.37542,30
0.58,-8.32,-1.09,5.12695,3.43117,30
-2.83,5.1,-4.69,5.05859,1.58361,30
-0.21,3.14,3.85,5.07812,2.11149,30
-8.14,8.88,-8.96,5.09766,2.63936,30
-5.03,11.19,-5.67,5.09766,2.63936,30
-3.63,13.02,-2.92,5.06836,1.84755,30
0.83,-3.56,2.75,5.07812,2.11149,30
-1.86,2.05,-3.47,5.06836,1.84755,30
-2.95,6.44,-2.25,5.08789,2.37542,30
1.86,-3.62,4.46,5.08789,2.37542,30
-5.7,11.68,-9.32,5.09766,2.63936,30
-3.44,8.45,-3.1,5.07812,2.11149,30
-2.53,7.29,0.31,5.08789,2.37542,30
2.23,-7.83,4.09,5.07812,2.11149,30
-3.26,3.63,-4.2,5.0293,0.79181,30
5.46,-9.05,6.47,5.08789,2.37542,30
2.17,-7.71,5.25,5.09766,2.63936,30
-2.95,-0.27,-0.91,5.13672,3.6951,30
-2.04,8.39,-2.98,5.10742,2.90329,30
2.41,-1.31,2.26,5.05859,1.58361,30
-0.21,-4.78,1.59,5.07812,2.11149,30
-5.76,13.51,-9.2,5.07812,2.11149,30
2.29,-5.64,1.96,5.09766,2.63936,30
-2.65,5.77,-3.84,5.07812,2.11149,30
-2.35,6.5,-8.59,5.09766,2.63936,30
-5.76,9.36,-5.36,5.0293,0.79181,30
3.81,-5.7,5.98,5.05859,1.58361,30
1.31,-4.66,1.41,5.09766,2.63936,30
-3.44,0.58,-3.1,5.04883,1.31968,30
2.65,-11.12,1.53,5.05859,1.58361,30
-5.76,12.35,-8.84,5.12695,3.43117,30
-2.59,10.4,-3.71,5.11719,3.16723,30
-2.35,10.28,1.65,5.06836,1.84755,30
2.59,-4.3,3.91,5.09766,2.63936,30
-7.71,13.88,-9.02,5.06836,1.84755,30
6.56,-4.11,3.6,5.07812,2.11149,30
2.9,-11.06,3.79,5.13672,3.6951,30
-5.94,7.23,-8.9,5.12695,3.43117,30
-5.15,11.19,-6.09,5.07812,2.11149,30
5.46,-11.73,2.5,5.14648,3.95904,30
1.44,-8.69,2.81,5.11719,3.16723,30
-5.33,12.11,-9.45,5.07812,2.11149,30
2.9,-11.92,9.64,5.12695,3.43117,30
-2.65,8.63,-0.12,5.0293,0.79181,30
-3.99,7.05,-6.95,5.10742,2.90329,30
-1.13,9.12,-2.92,5.04883,1.31968,30
2.23,9.42,2.2,5.09766,2.63936,30
3.45,-9.72,5.31,5.12695,3.43117,30
-2.35,6.62,-6.89,5.04883,1.31968,30
0.46,-4.48,1.9,5.06836,1.84755,30
-4.72,13.33,-2.5,5.09766,2.63936,30
-2.77,4.36,-2.01,5.09766,2.63936,30
-2.95,7.84,-3.23,5.05859,1.58361,30
3.14,-7.28,10.37,5.11719,3.16723,30
0.52,-0.45,-2.43,5.03906,1.05574,30
-1.37,4.91,-0.42,5.06836,1.84755,30
1.13,-4.72,0.13,5.08789,2.37542,30
-7.47,5.95,-5.3,5.07812,2.11149,30
-6.8,12.78,-4.87,5.08789,2.37542,30
-0.15,0.77,2.08,5.08789,2.37542,30
3.81,-7.04,2.99,5.06836,1.84755,30
-5.09,15.7,-3.78,5.06836,1.84755,30
2.65,-8.08,4.46,5.08789,2.37542,30
-1.74,-0.58,-0.42,5.10742,2.90329,30
