,x-axis,y-axis,z-axis,volatge,current
2565,1.59,-0.84,1.2,2402.344,-5278.716
2566,4.34,-13.1,-1.24,2421.875,-4222.973
2567,-3.59,-8.65,-1.24,2441.406,-3167.229
2568,-1.21,-4.69,0.83,2446.289,-2903.294
2569,1.04,10.01,0.1,2309.57,-10293.498
2570,-1.03,1.53,5.35,2470.703,-1583.615
2571,4.34,-11.33,-2.4,2412.109,-4750.845
2572,-1.7,-4.99,-3.62,2470.703,-1583.615
2573,-2.74,4.03,-1.36,2421.875,-4222.973
2574,3.54,5.07,1.93,2421.875,-4222.973
2575,-1.94,1.05,-0.51,2402.344,-5278.716
2576,-2,-15.11,0.29,2470.703,-1583.615
2577,-2.74,-3.28,-4.35,2456.055,-2375.422
2578,-3.35,5.19,1.87,2426.758,-3959.037
2579,3.12,2.14,-2.95,2412.109,-4750.845
2580,4.09,-3.59,-1,2519.531,1055.743
2581,-3.1,-4.38,-4.96,2446.289,-2903.294
2582,-0.05,-0.3,-1.12,2460.937,-2111.487
2583,-0.24,12.14,3.88,2426.758,-3959.037
2584,0.31,1.47,2.24,2475.586,-1319.679
2585,5.07,-8.65,-5.2,2456.055,-2375.422
2586,-1.82,-2.98,-1.48,2441.406,-3167.229
2587,-1.94,4.7,-1.3,2470.703,-1583.615
2588,3.67,6.35,0.9,2407.227,-5014.78
2589,1.04,4.46,3.03,2465.82,-1847.551
2590,0.5,-12.25,0.16,2407.227,-5014.78
2591,-2.37,-2.49,-0.75,2436.523,-3431.166
2592,-3.47,4.52,4.68,2456.055,-2375.422
2593,5.43,1.47,-0.2,2480.469,-1055.743
2594,3.48,1.05,-0.57,2392.578,-5806.588
2595,-2.31,-8.28,-1.36,2475.586,-1319.679
2596,0.74,3.24,0.77,2387.695,-6070.524
2597,-3.16,11.17,-0.39,2412.109,-4750.845
2598,2.39,1.66,1.57,2446.289,-2903.294
2599,1.84,-3.34,-2.64,2480.469,-1055.743
2600,-1.7,-9.81,1.14,2436.523,-3431.166
2601,-2.74,-4.56,-1.85,2465.82,-1847.551
2602,-2.86,8.49,4.43,2397.461,-5542.652
2603,3.12,0.86,-0.51,2416.992,-4486.909
2604,0.68,3.73,1.08,2460.937,-2111.487
2605,-1.27,-13.65,-0.87,2553.711,2903.294
2606,-1.88,0.56,-2.21,2402.344,-5278.716
2607,-1.52,14.7,2.11,2426.758,-3959.037
2608,4.21,4.03,-0.87,2480.469,-1055.743
2609,-0.42,-1.76,1.81,2421.875,-4222.973
2610,-1.7,-13.95,-3.07,2456.055,-2375.422
2611,-0.79,2.2,-2.46,2397.461,-5542.652
2612,-2,7.27,2.24,2524.414,1319.679
2613,4.58,1.72,1.57,2456.055,-2375.422
2614,0.25,-2.8,-0.08,2446.289,-2903.294
2615,-2.98,-17.31,-0.57,2475.586,-1319.679
2616,0.13,-2.61,-3.92,2451.172,-2639.358
2617,-2.13,12.33,2.79,2465.82,-1847.551
2618,3.12,1.72,2.36,2519.531,1055.743
2619,3.48,-3.04,2.85,2451.172,-2639.358
2620,-3.22,-0.48,-2.03,2407.227,-5014.78
2621,-1.46,5.8,1.38,2485.352,-791.807
2622,4.46,5.25,-1.6,2407.227,-5014.78
2623,-0.54,-1.82,-0.02,2426.758,-3959.037
2624,-1.82,-8.89,-2.09,2514.648,791.807
2625,-0.11,-2.25,-1.48,2441.406,-3167.229
2626,-5.42,19.28,-0.02,2436.523,-3431.166
2627,5.37,6.17,-2.52,2470.703,-1583.615
2628,0.56,-3.22,-3.13,2426.758,-3959.037
2629,-4.93,-11.7,-0.63,2460.937,-2111.487
2630,-1.03,-2.43,-1.6,2436.523,-3431.166
2631,3.67,3.49,2.3,2456.055,-2375.422
2632,2.08,-3.4,-3.07,2377.93,-6598.395
2633,-2,2.57,-3.8,2412.109,-4750.845
2634,-1.09,3.3,-0.14,2495.117,-263.936
2635,1.47,3.73,3.88,2485.352,-791.807
2636,0.8,2.27,-1.3,2416.992,-4486.909
2637,0.37,-12.37,0.96,2470.703,-1583.615
2638,-1.7,1.11,-1.12,2421.875,-4222.973
2639,-2.49,2.69,4.31,2460.937,-2111.487
2640,2.39,9.52,-1.06,2460.937,-2111.487
2641,1.47,-5.54,-0.32,2456.055,-2375.422
2642,-1.21,-9.2,-1.18,2412.109,-4750.845
2643,-1.15,-0.72,-2.09,2431.641,-3695.101
2644,-0.85,4.16,5.35,2407.227,-5014.78
2645,0.8,-6.09,2.48,2558.594,3167.229
2646,1.17,-12.73,-3.62,2416.992,-4486.909
2647,-3.96,5.44,-3.13,2377.93,-6598.395
2648,-2.19,11.47,-1.48,2451.172,-2639.358
2649,4.34,2.14,-2.28,2490.234,-527.872
2650,1.96,-8.65,-4.41,2416.992,-4486.909
2651,-4.32,-2.86,-2.64,2465.82,-1847.551
2652,-2.92,7.39,-0.69,2377.93,-6598.395
2653,4.82,7.57,1.99,2426.758,-3959.037
2654,-0.48,-3.53,-2.89,2426.758,-3959.037
2655,-0.91,-10.05,-0.02,2421.875,-4222.973
2656,-1.21,0.01,-2.46,2392.578,-5806.588
2657,0.43,15.8,1.99,2416.992,-4486.909
2658,-1.21,5.56,2.66,2441.406,-3167.229
2659,-3.35,-5.3,-0.87,2446.289,-2903.294
2660,-2.8,4.95,-1.79,2392.578,-5806.588
2661,3.36,7.45,3.64,2382.812,-6334.459
2662,2.08,-9.87,3.58,2475.586,-1319.679
2663,-2.43,-4.81,3.03,2436.523,-3431.166
2664,-0.11,7.69,2.66,2416.992,-4486.909
2665,1.17,-7.06,-3.31,2431.641,-3695.101
2666,1.23,-16.7,-0.51,2456.055,-2375.422
2667,-2,-7.31,-0.45,2416.992,-4486.909
2668,3,4.46,1.02,2441.406,-3167.229
2669,2.14,-1.94,-4.53,2426.758,-3959.037
2670,-0.97,-6.15,-2.52,2465.82,-1847.551
2671,-3.29,-3.95,-4.29,2382.812,-6334.459
2672,1.17,-3.95,4.43,2426.758,-3959.037
2673,-1.09,-7.43,2.97,2451.172,-2639.358
2674,2.93,-19.01,2.85,2451.172,-2639.358
2675,-2.43,-1.51,-7.58,2416.992,-4486.909
2676,-3.59,9.95,-0.45,2456.055,-2375.422
2677,2.08,7.45,-3.01,2431.641,-3695.101
2678,1.53,-2.55,3.46,2495.117,-263.936
2679,1.47,-16.94,-4.65,2412.109,-4750.845
2680,0.56,-5.54,-3.31,2441.406,-3167.229
2681,-2.92,0.86,-0.57,2431.641,-3695.101
2682,7.02,0.99,1.02,2397.461,-5542.652
2683,0.98,-5.17,2.6,2431.641,-3695.101
2684,-1.03,-8.65,1.75,2431.641,-3695.101
2685,-1.27,4.7,1.32,2456.055,-2375.422
2686,0.37,19.64,1.08,2373.047,-6862.331
2687,3.97,4.52,1.93,2465.82,-1847.551
2688,3,-1.45,2.54,2397.461,-5542.652
2689,-2.68,-8.95,0.04,2446.289,-2903.294
2690,-1.15,-0.11,-3.37,2441.406,-3167.229
2691,-1.27,7.08,4.31,2441.406,-3167.229
2692,3.67,1.96,5.35,2421.875,-4222.973
2693,1.9,-14.01,2.48,2470.703,-1583.615
2694,-2.68,-4.08,-0.39,2480.469,-1055.743
2695,-0.72,4.34,-1.3,2509.766,527.872
2696,-1.21,18.73,1.26,2412.109,-4750.845
2697,0.19,6.11,-1.36,2475.586,-1319.679
2698,0.98,-4.44,1.5,2324.219,-9501.69
2699,-2.61,-11.09,-0.45,2509.766,527.872
2700,-4.26,-3.77,-5.02,2421.875,-4222.973
2701,-3.47,6.72,-0.26,2426.758,-3959.037
2702,3,-2.49,-1.3,2377.93,-6598.395
2703,0.92,-6.58,-3.98,2490.234,-527.872
2704,-2.68,-12.06,-1.91,2495.117,-263.936
2705,-0.42,0.07,1.75,2500,0
2706,4.15,11.29,3.03,2460.937,-2111.487
2707,-0.97,2.51,0.35,2500,0
2708,-3.53,-7.06,-5.08,2387.695,-6070.524
2709,-2.8,6.96,-2.03,2460.937,-2111.487
2710,5.8,6.96,-0.02,2416.992,-4486.909
2711,2.57,-5.17,7.79,2519.531,1055.743
2712,-2.86,-11.7,6.69,2460.937,-2111.487
2713,-2.8,1.41,0.41,2436.523,-3431.166
2714,1.71,16.23,0.53,2451.172,-2639.358
2715,0.19,9.34,-1.91,2480.469,-1055.743
2716,0.13,-14.14,1.2,2416.992,-4486.909
2717,-0.91,-8.28,3.94,2465.82,-1847.551
2718,1.9,2.2,4.68,2358.398,-7654.139
2719,1.17,-4.26,-3.13,2480.469,-1055.743
2720,-0.36,11.6,-4.29,2451.172,-2639.358
2721,-0.72,8.36,3.15,2373.047,-6862.331
2722,2.14,5.13,5.53,2426.758,-3959.037
2723,0.01,-2,3.58,2470.703,-1583.615
2724,-2.07,-15.54,1.08,2456.055,-2375.422
2725,-2.61,-6.33,2.91,2431.641,-3695.101
2726,-0.48,19.46,-1.67,2416.992,-4486.909
2727,3.36,0.74,-1.54,2441.406,-3167.229
2728,-0.3,-5.54,4.8,2426.758,-3959.037
2729,-0.54,12.14,0.77,2446.289,-2903.294
2730,2.63,-9.81,-0.45,2480.469,-1055.743
2731,-2.49,-9.44,3.46,2456.055,-2375.422
2732,0.13,15.25,3.58,2446.289,-2903.294
2733,1.1,5.56,-2.21,2402.344,-5278.716
2734,-2.07,-6.94,-1.79,2436.523,-3431.166
2735,-0.72,-5.84,3.76,2446.289,-2903.294
2736,-1.4,-1.7,3.88,2460.937,-2111.487
2737,0.31,-3.22,-4.59,2456.055,-2375.422
2738,-1.82,0.25,2.05,2465.82,-1847.551
2739,-0.72,11.66,0.35,2456.055,-2375.422
2740,4.21,0.8,5.1,2470.703,-1583.615
2741,-2.55,-3.47,-3.62,2373.047,-6862.331
2742,-2.25,3.3,-5.45,2397.461,-5542.652
2743,3.6,11.78,-2.34,2382.812,-6334.459
2744,3.06,-23.04,5.1,2485.352,-791.807
2745,-1.64,-2.12,1.81,2392.578,-5806.588
2746,0.43,10.31,3.64,2456.055,-2375.422
2747,3.42,5.56,1.02,2431.641,-3695.101
2748,0.92,-13.34,-5.69,2504.883,263.936
2749,2.32,-6.58,1.93,2368.164,-7126.267
2750,-2.74,5.01,1.69,2426.758,-3959.037
2751,2.69,5.19,-5.39,2426.758,-3959.037
2752,-1.03,-15.66,0.22,2509.766,527.872
2753,-3.16,3.85,6.87,2465.82,-1847.551
2754,-0.66,-7,4.07,2451.172,-2639.358
2755,2.45,-11.27,-1.73,2436.523,-3431.166
2756,-2.92,-1.76,2.18,2392.578,-5806.588
2757,3.36,-1.45,5.16,2441.406,-3167.229
2758,0.8,-10.3,0.35,2426.758,-3959.037
2759,1.35,10.07,-7.34,2451.172,-2639.358
2760,2.26,1.96,5.16,2426.758,-3959.037
2761,-3.16,-7.19,5.35,2431.641,-3695.101
2762,-2,-12.86,-1.24,2431.641,-3695.101
2763,0.01,12.2,-3.68,2485.352,-791.807
2764,4.4,-1.7,1.26,2387.695,-6070.524
2765,0.5,-9.75,1.32,2402.344,-5278.716
2766,-4.75,-12.61,3.33,2397.461,-5542.652
2767,-1.33,2.39,3.58,2446.289,-2903.294
2768,2.93,14.28,-1.42,2407.227,-5014.78
2769,4.46,-1.7,-7.09,2456.055,-2375.422
2770,-1.82,-7.25,-1.6,2392.578,-5806.588
2771,-2.07,-0.84,5.04,2416.992,-4486.909
2772,1.29,-1.76,-0.08,2407.227,-5014.78
2773,2.32,-10.72,-3.86,2387.695,-6070.524
2774,-2.8,-3.59,-1.79,2421.875,-4222.973
2775,-0.85,9.77,2.48,2456.055,-2375.422
2776,-1.64,0.99,2.66,2392.578,-5806.588
2777,-3.29,-8.47,-6.67,2441.406,-3167.229
2778,-1.88,5.92,-0.93,2426.758,-3959.037
2779,4.03,0.56,1.26,2368.164,-7126.267
2780,2.75,-4.81,-2.46,2368.164,-7126.267
2781,-1.33,-1.03,-3.68,2387.695,-6070.524
2782,0.01,9.7,3.82,2382.812,-6334.459
2783,2.45,-3.83,2.6,2436.523,-3431.166
2784,-2.07,-4.81,0.47,2319.336,-9765.625
2785,-2.86,11.35,1.75,2426.758,-3959.037
2786,0.92,-2.37,0.71,2363.281,-7390.203
2787,-2.37,-2.61,-1.67,2407.227,-5014.78
2788,1.41,8.12,-0.08,2387.695,-6070.524
2789,0.8,-8.77,-2.28,2460.937,-2111.487
2790,-1.76,3.18,-1.85,2387.695,-6070.524
2791,1.35,-0.17,0.29,2387.695,-6070.524
2792,-1.27,-1.94,0.83,2426.758,-3959.037
2793,-2,9.34,2.48,2382.812,-6334.459
2794,2.39,-5.97,-3.56,2416.992,-4486.909
2795,-2.92,-0.36,-0.69,2358.398,-7654.139
2796,4.52,3.42,2.72,2485.352,-791.807
2797,2.08,-8.71,-2.95,2416.992,-4486.909
2798,1.41,-1.21,-0.08,2446.289,-2903.294
2799,4.4,1.47,-1.36,2460.937,-2111.487
2800,3.6,-13.22,-1.91,2460.937,-2111.487
2801,-0.72,-3.71,-3.62,2387.695,-6070.524
2802,2.02,1.17,2.6,2504.883,263.936
2803,-0.91,-13.34,-3.25,2377.93,-6598.395
2804,-0.79,5.92,-0.2,2407.227,-5014.78
2805,-0.05,-2.06,0.77,2456.055,-2375.422
2806,-3.77,-7.8,-3.8,2431.641,-3695.101
2807,-4.44,8.55,4.07,2407.227,-5014.78
2808,4.7,-1.39,1.38,2397.461,-5542.652
2809,-2,-5.66,-3.8,2436.523,-3431.166
2810,3.36,8.61,-0.45,2368.164,-7126.267
2811,1.65,-11.39,-2.21,2421.875,-4222.973
2812,0.5,0.99,0.77,2490.234,-527.872
2813,2.45,4.22,-0.26,2470.703,-1583.615
2814,-2.55,-6.21,2.05,2504.883,263.936
2815,-5.66,11.72,-1.06,2402.344,-5278.716
2816,-0.18,0.56,3.03,2446.289,-2903.294
2817,-2.37,0.07,-1.54,2416.992,-4486.909
2818,4.34,2.57,0.59,2470.703,-1583.615
2819,0.8,-14.08,-2.58,2441.406,-3167.229
2820,-0.85,4.1,-0.63,2402.344,-5278.716
2821,-0.18,-0.54,1.87,2460.937,-2111.487
2822,-2.8,1.9,-3.8,2431.641,-3695.101
2823,-1.82,11.41,4.49,2402.344,-5278.716
2824,2.69,-3.95,1.2,2460.937,-2111.487
2825,-1.94,-0.23,-5.63,2416.992,-4486.909
2826,4.09,3.12,2.36,2421.875,-4222.973
2827,1.1,-7.06,-3.13,2431.641,-3695.101
2828,-1.15,-3.71,-3.98,2451.172,-2639.358
2829,3.79,11.47,-1.48,2465.82,-1847.551
2830,3.54,-9.08,-3.13,2421.875,-4222.973
2831,-0.91,0.86,0.1,2426.758,-3959.037
2832,-1.33,10.31,0.71,2456.055,-2375.422
2833,0.07,2.88,3.82,2441.406,-3167.229
2834,2.32,-12.12,-5.14,2407.227,-5014.78
2835,-0.42,-1.58,-2.34,2451.172,-2639.358
2836,-3.71,8.18,1.69,2416.992,-4486.909
2837,1.84,-0.9,4.55,2412.109,-4750.845
2838,2.02,-5.11,-5.39,2436.523,-3431.166
2839,-3.77,-1.58,0.22,2470.703,-1583.615
2840,-0.66,-3.71,-1.97,2460.937,-2111.487
2841,-1.09,9.83,2.6,2451.172,-2639.358
2842,1.29,-0.23,-0.69,2426.758,-3959.037
2843,3.97,-4.08,1.26,2426.758,-3959.037
2844,-1.88,-15.23,-4.59,2456.055,-2375.422
2845,-1.82,1.66,-3.19,2456.055,-2375.422
2846,-4.14,-0.23,-0.14,2465.82,-1847.551
2847,1.41,10.68,-1.24,2470.703,-1583.615
2848,1.96,-6.45,2.42,2460.937,-2111.487
2849,0.19,-1.7,-2.03,2495.117,-263.936
2850,-1.82,-16.09,-1.3,2412.109,-4750.845
2851,-2.31,-3.22,-1.48,2426.758,-3959.037
2852,-2.49,-0.17,-0.81,2436.523,-3431.166
2853,-0.3,16.72,-1.18,2377.93,-6598.395
2854,2.51,-0.42,0.29,2495.117,-263.936
2855,-1.27,0.8,-4.53,2441.406,-3167.229
2856,-0.85,-7.37,-4.84,2436.523,-3431.166
2857,-4.32,-1.09,-4.41,2421.875,-4222.973
2858,-0.72,5.07,-6.48,2451.172,-2639.358
2859,-0.54,15.8,-1.42,2416.992,-4486.909
2860,5.01,2.33,2.91,2426.758,-3959.037
2861,0.19,0.5,2.18,2426.758,-3959.037
2862,2.08,-9.32,-5.2,2451.172,-2639.358
2863,-2.92,-0.97,-4.96,2441.406,-3167.229
2864,0.37,-0.78,-2.03,2524.414,1319.679
2865,-1.58,12.51,1.44,2451.172,-2639.358
2866,0.92,11.05,-1.42,2500,0
2867,-0.66,1.41,1.32,2480.469,-1055.743
2868,1.47,-7.8,-3.86,2480.469,-1055.743
2869,-3.16,-9.62,-1.6,2465.82,-1847.551
2870,-2.31,3.61,-5.51,2485.352,-791.807
2871,-1.21,5.99,-2.21,2402.344,-5278.716
2872,-0.97,4.4,0.65,2431.641,-3695.101
2873,0.74,-2.67,-0.32,2543.945,2375.422
2874,2.39,-5.23,0.29,2436.523,-3431.166
2875,1.23,-10.42,-1.97,2431.641,-3695.101
2876,-2.68,2.51,-1,2460.937,-2111.487
2877,-1.4,0.31,-1.42,2485.352,-791.807
2878,-2.8,7.75,3.21,2392.578,-5806.588
2879,3.54,3.12,0.29,2392.578,-5806.588
2880,0.92,-0.36,0.77,2392.578,-5806.588
2881,1.23,-13.22,-4.71,2504.883,263.936
2882,-2.13,-4.56,-5.81,2451.172,-2639.358
2883,-2.07,-2.43,-3.8,2431.641,-3695.101
2884,-0.48,-0.17,3.27,2397.461,-5542.652
2885,-0.97,9.03,1.99,2456.055,-2375.422
2886,2.32,1.66,2.66,2485.352,-791.807
2887,0.25,-0.3,1.93,2495.117,-263.936
2888,0.74,-11.39,-4.59,2514.648,791.807
2889,-1.88,-3.4,2.79,2475.586,-1319.679
2890,-0.18,-1.88,-2.15,2456.055,-2375.422
2891,-4.08,9.28,2.72,2480.469,-1055.743
2892,3.42,5.31,1.75,2470.703,-1583.615
2893,-0.36,-1.82,1.81,2436.523,-3431.166
2894,2.57,-8.1,-0.81,2426.758,-3959.037
2895,-2.19,-9.38,-0.51,2446.289,-2903.294
2896,-1.46,-4.14,0.9,2465.82,-1847.551
2897,-1.03,-5.05,0.77,2446.289,-2903.294
2898,-1.58,11.29,1.02,2460.937,-2111.487
2899,3,7.88,-0.32,2426.758,-3959.037
2900,0.19,2.39,4.43,2397.461,-5542.652
2901,3.54,-17,-2.76,2451.172,-2639.358
2902,-4.2,-10.78,-2.09,2392.578,-5806.588
2903,-3.35,-2.8,-5.81,2446.289,-2903.294
2904,0.07,-2.61,1.44,2421.875,-4222.973
2905,-1.33,10.8,2.6,2426.758,-3959.037
2906,4.09,0.56,-0.02,2475.586,-1319.679
2907,0.98,1.29,0.83,2421.875,-4222.973
2908,3.73,-13.47,-2.34,2407.227,-5014.78
2909,-2.86,-0.36,-3.68,2460.937,-2111.487
2910,-1.88,3.67,-4.78,2382.812,-6334.459
2911,-2.13,3.49,0.71,2436.523,-3431.166
2912,-2.98,10.86,3.15,2485.352,-791.807
2913,4.64,0.8,3.33,2416.992,-4486.909
2914,-0.18,-0.84,-1.18,2446.289,-2903.294
2915,2.81,-12.86,-3.62,2436.523,-3431.166
2916,-5.18,-10.78,-4.04,2426.758,-3959.037
2917,-0.85,-4.56,-7.03,2441.406,-3167.229
2918,-3.47,4.89,0.71,2392.578,-5806.588
2919,4.09,20.56,-0.39,2426.758,-3959.037
2920,0.86,2.69,3.58,2446.289,-2903.294
2921,1.78,-0.72,0.1,2407.227,-5014.78
2922,-0.48,-15.6,-3.5,2524.414,1319.679
2923,-3.77,-2.25,-2.21,2480.469,-1055.743
2924,-0.66,-2.49,-0.14,2426.758,-3959.037
2925,-4.08,9.7,2.42,2426.758,-3959.037
2926,6.9,3.97,0.41,2431.641,-3695.101
2927,-0.6,-8.16,-0.93,2460.937,-2111.487
2928,2.02,-11.64,-2.21,2495.117,-263.936
2929,-3.35,-9.14,-0.69,2475.586,-1319.679
2930,-1.15,0.68,-0.81,2436.523,-3431.166
2931,-2.25,3.85,0.22,2514.648,791.807
2932,1.1,9.28,1.75,2426.758,-3959.037
2933,6.29,0.44,5.59,2475.586,-1319.679
2934,1.96,-2.12,1.38,2446.289,-2903.294
2935,1.17,-12.86,-0.87,2431.641,-3695.101
2936,-3.41,-7.43,-2.52,2460.937,-2111.487
2937,-0.36,-5.42,-3.13,2456.055,-2375.422
2938,-3.59,6.23,4.31,2416.992,-4486.909
2939,2.32,7.27,4.13,2465.82,-1847.551
2940,2.2,0.13,4.37,2441.406,-3167.229
2941,1.1,-19.01,-4.41,2456.055,-2375.422
2942,-3.53,-14.87,0.77,2490.234,-527.872
2943,-3.65,4.95,-5.39,2382.812,-6334.459
2944,-1.15,10.56,0.22,2480.469,-1055.743
2945,0.68,13.49,2.11,2451.172,-2639.358
2946,3,0.13,2.54,2465.82,-1847.551
2947,0.07,-2.49,0.83,2407.227,-5014.78
2948,-2.13,-14.01,-4.04,2456.055,-2375.422
2949,-4.57,1.23,-3.68,2416.992,-4486.909
2950,0.25,0.5,-1.54,2431.641,-3695.101
2951,0.13,4.95,4,2416.992,-4486.909
2952,0.8,-1.03,3.03,2456.055,-2375.422
2953,-1.52,-10.42,5.41,2397.461,-5542.652
2954,0.01,-11.21,-0.08,2402.344,-5278.716
2955,-0.91,-3.16,1.57,2475.586,-1319.679
2956,-1.03,1.9,-1.48,2460.937,-2111.487
2957,0.13,8.73,3.09,2412.109,-4750.845
2958,-0.36,7.27,-2.34,2475.586,-1319.679
2959,0.5,0.99,1.75,2451.172,-2639.358
2960,0.19,-10.54,-2.03,2470.703,-1583.615
2961,-4.32,4.46,-3.68,2416.992,-4486.909
2962,-1.52,3.42,-2.09,2465.82,-1847.551
2963,-1.7,10.92,2.48,2431.641,-3695.101
2964,3.85,0.25,-1.91,2426.758,-3959.037
2965,2.39,3.42,-3.01,2436.523,-3431.166
2966,0.37,-14.5,-2.15,2441.406,-3167.229
2967,-3.29,-3.83,0.1,2490.234,-527.872
2968,-1.15,3.91,-0.63,2475.586,-1319.679
2969,-1.4,20.38,3.58,2402.344,-5278.716
2970,4.21,11.05,0.83,2436.523,-3431.166
2971,-1.76,2.45,2.24,2407.227,-5014.78
2972,1.96,-13.53,-0.39,2412.109,-4750.845
2973,-4.2,-0.11,-2.76,2387.695,-6070.524
2974,0.07,-1.58,2.3,2407.227,-5014.78
2975,-1.09,4.95,3.27,2504.883,263.936
2976,1.47,3.36,0.22,2421.875,-4222.973
2977,-0.42,-2.8,-2.34,2495.117,-263.936
2978,-1.7,-14.08,-2.95,2465.82,-1847.551
2979,-4.32,-5.9,-4.47,2412.109,-4750.845
2980,1.78,-0.6,1.69,2436.523,-3431.166
2981,1.35,8.67,4.49,2509.766,527.872
2982,2.14,-4.38,3.09,2441.406,-3167.229
2983,0.31,-3.28,-1.91,2470.703,-1583.615
2984,-2.55,-13.89,-3.31,2480.469,-1055.743
2985,-2,-1.45,0.71,2412.109,-4750.845
2986,-0.66,2.39,0.59,2436.523,-3431.166
2987,-0.6,9.7,2.97,2382.812,-6334.459
2988,3.06,-0.66,1.75,2480.469,-1055.743
2989,1.35,-3.34,-0.39,2431.641,-3695.101
2990,-1.58,-11.03,-0.08,2480.469,-1055.743
2991,-4.08,-2.98,-1.18,2470.703,-1583.615
2992,-3.41,0.92,-1.06,2465.82,-1847.551
2993,-0.72,10.74,-1.42,2490.234,-527.872
2994,2.93,-4.56,0.83,2500,0
2995,2.75,-11.27,-1.85,2441.406,-3167.229
2996,-3.29,-11.82,-0.75,2470.703,-1583.615
2997,-1.15,7.14,-1.42,2426.758,-3959.037
2998,-0.48,3,5.16,2451.172,-2639.358
2999,3.85,10.38,1.08,2480.469,-1055.743
3000,-0.6,-1.21,1.5,2465.82,-1847.551
3001,0.5,-13.71,-3.92,2465.82,-1847.551
3002,-4.02,-2.19,-1.54,2465.82,-1847.551
3003,-1.52,5.19,-4.23,2504.883,263.936
3004,-1.4,9.7,1.81,2470.703,-1583.615
3005,0.01,2.27,-1.91,2441.406,-3167.229
3006,1.65,-4.69,-1.48,2426.758,-3959.037
3007,-1.88,-12.79,-4.04,2480.469,-1055.743
3008,-2.31,-1.58,-5.63,2475.586,-1319.679
3009,-3.41,2.08,-1.79,2475.586,-1319.679
3010,4.7,7.14,-2.09,2412.109,-4750.845
3011,0.74,-12.19,-1.12,2421.875,-4222.973
3012,0.5,-10.11,-4.23,2353.516,-7918.074
3013,-3.29,-5.11,-2.89,2451.172,-2639.358
3014,-2.98,4.4,-4.71,2456.055,-2375.422
3015,-0.48,5.99,2.36,2446.289,-2903.294
3016,4.15,1.78,0.96,2470.703,-1583.615
3017,1.78,-1.39,2.54,2451.172,-2639.358
3018,1.1,-6.03,-0.02,2441.406,-3167.229
3019,-2.37,-1.21,1.5,2475.586,-1319.679
3020,-1.7,7.45,1.69,2460.937,-2111.487
3021,2.32,9.4,-0.63,2456.055,-2375.422
3022,0.13,-4.01,2.66,2465.82,-1847.551
3023,3.67,-11.64,0.04,2460.937,-2111.487
3024,-3.83,-2.98,-2.95,2431.641,-3695.101
3025,0.74,2.2,-0.26,2412.109,-4750.845
3026,-0.05,13.73,2.11,2456.055,-2375.422
3027,3.12,0.25,1.81,2421.875,-4222.973
3028,-0.36,-9.32,-1.54,2436.523,-3431.166
3029,-3.35,-14.75,-2.82,2500,0
3030,-1.7,-1.88,-4.35,2441.406,-3167.229
3031,-1.46,4.7,3.15,2451.172,-2639.358
3032,5.19,-0.42,-2.4,2465.82,-1847.551
3033,2.57,0.8,2.05,2402.344,-5278.716
3034,1.71,-12.98,-2.15,2446.289,-2903.294
3035,-1.03,-0.05,0.96,2421.875,-4222.973
3036,-0.6,1.29,5.04,2451.172,-2639.358
3037,0.98,15.07,7.6,2480.469,-1055.743
3038,2.08,0.38,5.9,2465.82,-1847.551
3039,3.91,-2.55,0.83,2460.937,-2111.487
3040,-2.92,-3.22,-0.69,2363.281,-7390.203
3041,-0.54,-7.86,-1.79,2490.234,-527.872
3042,-2,9.1,6.87,2436.523,-3431.166
3043,2.75,-0.3,-0.2,2431.641,-3695.101
3044,1.04,-3.77,-1.24,2426.758,-3959.037
3045,-1.64,-15.48,-9.29,2426.758,-3959.037
3046,-1.21,1.84,-1.67,2460.937,-2111.487
3047,-2.92,7.45,-3.86,2416.992,-4486.909
3048,1.04,12.69,1.08,2470.703,-1583.615
3049,1.23,-0.6,-4.65,2465.82,-1847.551
3050,3.79,-15.78,-4.53,2412.109,-4750.845
3051,-2.37,-9.69,-4.35,2460.937,-2111.487
3052,2.69,0.44,-6,2475.586,-1319.679
3053,-3.47,7.27,3.27,2441.406,-3167.229
3054,3.6,-1.33,3.82,2436.523,-3431.166
3055,-0.79,-5.48,2.79,2407.227,-5014.78
3056,-1.94,-8.77,1.87,2426.758,-3959.037
3057,-1.46,5.31,0.9,2402.344,-5278.716
3058,-3.59,-2.49,3.76,2470.703,-1583.615
3059,-1.88,8.67,4.13,2436.523,-3431.166
3060,0.68,0.19,2.79,2495.117,-263.936
3061,2.14,-6.64,0.35,2460.937,-2111.487
3062,-2,-11.51,-0.63,2416.992,-4486.909
3063,1.47,5.99,-1.85,2451.172,-2639.358
3064,-1.76,16.53,0.1,2416.992,-4486.909
3065,1.96,12.94,-1,2465.82,-1847.551
3066,0.8,5.5,-2.4,2436.523,-3431.166
3067,1.47,-12,-3.43,2426.758,-3959.037
3068,-1.58,1.9,-5.57,2441.406,-3167.229
3069,-1.21,7.51,-6.73,2465.82,-1847.551
3070,-2.13,11.78,0.47,2392.578,-5806.588
3071,3.36,5.86,3.21,2431.641,-3695.101
3072,4.89,-9.75,1.87,2470.703,-1583.615
3073,0.31,-8.1,0.77,2475.586,-1319.679
3074,-1.15,1.05,1.14,2485.352,-791.807
3075,-2.86,0.38,5.29,2436.523,-3431.166
